election,election_number,source_column,ballot_letter,total_votes,list_name_he,name_source,display_name_he,display_name_en,wikipedia_he_url,wikipedia_en_url,wikipedia_match_status,official_source_url,wikipedia_source_url,notes
K21,21,דעם,דעם,143666,"רע""ם-בל""ד הרשימה הערבית המאוחדת ברית לאומית דמוקרטית",official_results,"רע""מ-בל""ד",,https://he.wikipedia.org/wiki/%D7%A8%D7%A2%22%D7%9E-%D7%91%D7%9C%22%D7%93,,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ום,ום,193442,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי",official_results,"חד""ש-תע""ל",Hadash–Ta'al,https://he.wikipedia.org/wiki/%D7%97%D7%93%22%D7%A9-%D7%AA%D7%A2%22%D7%9C,https://en.wikipedia.org/wiki/Hadash%E2%80%93Ta%27al,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ז,ז,118031,זהות - תנועה ישראלית יהודית בהנהגת משה פייגלין,official_results,זהות (מפלגה),Zehut,https://he.wikipedia.org/wiki/%D7%96%D7%94%D7%95%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),https://en.wikipedia.org/wiki/Zehut,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,זי,זי,1168,מפלגת האזרחים הוותיקים,official_results,מפלגת האזרחים הוותיקים,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,זך,זך,216,ברית עולם,official_results,ברית עולם,Brit Olam,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%99%D7%AA_%D7%A2%D7%95%D7%9C%D7%9D,https://en.wikipedia.org/wiki/Brit_Olam,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,זנ,זנ,0,יחד בראשות אלי ישי,official_results,יחד (אלי ישי),Yachad (political party),https://he.wikipedia.org/wiki/%D7%99%D7%97%D7%93_(%D7%90%D7%9C%D7%99_%D7%99%D7%A9%D7%99),https://en.wikipedia.org/wiki/Yachad_(political_party),zero_vote_article_match,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,זץ,זץ,2417,"אורן חזן בראשות ""צומת""",official_results,מפלגת צומת,Tzomet,https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%AA_%D7%A6%D7%95%D7%9E%D7%AA,https://en.wikipedia.org/wiki/Tzomet,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,טב,טב,159468,איחוד מפלגות הימין הבית היהודי - האיחוד הלאומי - עוצמה יהודית,wikipedia_election_results,איחוד מפלגות הימין,Union of Right-Wing Parties,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%97%D7%95%D7%93_%D7%9E%D7%A4%D7%9C%D7%92%D7%95%D7%AA_%D7%94%D7%99%D7%9E%D7%99%D7%9F,https://en.wikipedia.org/wiki/Union_of_Right-Wing_Parties,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,י,י,1438,ישר - דמוקרטיה אמיתית,official_results,ישר - דמוקרטיה אמיתית,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,יז,יז,353,"מפלגת הגוש התנ""כי",official_results,"מפלגת הגוש התנ""כי",,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ין,ין,265,איחוד בני הברית בראשות רב חובל בשארה שליאן,official_results,איחוד בני הברית בראשות רב חובל בשארה שליאן,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,יץ,יץ,428,אחריות למייסדים בראשות חיים דיין,official_results,אחריות למייסדים בראשות חיים דיין,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,כ,כ,152756,כולנו הימין השפוי בראשות משה כחלון,official_results,כולנו,Kulanu,https://he.wikipedia.org/wiki/%D7%9B%D7%95%D7%9C%D7%A0%D7%95,https://en.wikipedia.org/wiki/Kulanu,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ךק,ךק,562,התקווה לשינוי,official_results,התקווה לשינוי,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ל,ל,173004,ישראל ביתנו,official_results,ישראל ביתנו,Yisrael Beiteinu,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%91%D7%99%D7%AA%D7%A0%D7%95,https://en.wikipedia.org/wiki/Yisrael_Beiteinu,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,מחל,מחל,1140370,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,official_results,הליכוד,Likud,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%99%D7%9B%D7%95%D7%93,https://en.wikipedia.org/wiki/Likud,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,מרצ,מרצ,156473,מרצ - השמאל של ישראל,wikipedia_election_results,מרצ,Meretz,https://he.wikipedia.org/wiki/%D7%9E%D7%A8%D7%A6,https://en.wikipedia.org/wiki/Meretz,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,נ,נ,138598,הימין החדש בראשות שקד ובנט,official_results,הימין החדש,New Right (Israel),https://he.wikipedia.org/wiki/%D7%94%D7%99%D7%9E%D7%99%D7%9F_%D7%94%D7%97%D7%93%D7%A9,https://en.wikipedia.org/wiki/New_Right_(Israel),list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,נז,נז,1316,זכויותינו בקולנו,official_results,זכויותינו בקולנו,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,נך,נך,0,מפלגת הרפורמה,official_results,מפלגת הרפורמה,,,,no_wikipedia_table_row,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,נץ,נץ,3394,מגן בראשות גל הירש,official_results,מגן בראשות גל הירש,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,נר,נר,74701,גשר בראשות אורלי לוי אבקסיס,official_results,מפלגת גשר (2018),Gesher (2019 political party),https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%AA_%D7%92%D7%A9%D7%A8_(2018),https://en.wikipedia.org/wiki/Gesher_(2019_political_party),list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ן,ן,4618,"בט""ח - ביטחון חברתי בראשות סמיון גרפמן",wikipedia_election_results,"בט""ח - ביטחון חברתי בראשות סמיון גרפמן",,,,linked_name_resolves_to_person,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ןך,ןך,404,כבוד האדם,official_results,כבוד האדם,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ןנ,ןנ,385,מנהיגות חברתית,official_results,מנהיגות חברתית (מפלגה),,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%94%D7%99%D7%92%D7%95%D7%AA_%D7%97%D7%91%D7%A8%D7%AA%D7%99%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,פה,פה,1125881,כחול לבן בראשות בני גנץ ויאיר לפיד,official_results,כחול לבן (רשימה),Blue and White (political alliance),https://he.wikipedia.org/wiki/%D7%9B%D7%97%D7%95%D7%9C_%D7%9C%D7%91%D7%9F_(%D7%A8%D7%A9%D7%99%D7%9E%D7%94),https://en.wikipedia.org/wiki/Blue_and_White_(political_alliance),list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ףז,ףז,819,הפיראטים בראשות האינטרנט פתק לשלשול,official_results,הפיראטים (מפלגה ישראלית),Pirate Party of Israel,https://he.wikipedia.org/wiki/%D7%94%D7%A4%D7%99%D7%A8%D7%90%D7%98%D7%99%D7%9D_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%AA),https://en.wikipedia.org/wiki/Pirate_Party_of_Israel,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ףי,ףי,733,פשוט אהבה - כי כולן/ם בני אדם,official_results,פשוט אהבה - כי כולן/ם בני אדם,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ףך,ףך,518,חינוך,official_results,חינוך,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ףנ,ףנ,401,שווים,official_results,שווים,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ףץ,ףץ,624,נ נח - הרשימה הממלכתית - תרימו את הראש,official_results,נ נח - הרשימה הממלכתית - תרימו את הראש,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,צק,צק,3843,צדק חברתי,official_results,צדק חברתי (מפלגה),Social Justice (political party),https://he.wikipedia.org/wiki/%D7%A6%D7%93%D7%A7_%D7%97%D7%91%D7%A8%D7%AA%D7%99_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),https://en.wikipedia.org/wiki/Social_Justice_(political_party),list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ץ,ץ,556,כלכלה ירוקה - מדינה אחת,wikipedia_election_results,דעם,Da'am Workers Party,https://he.wikipedia.org/wiki/%D7%93%D7%A2%D7%9D,https://en.wikipedia.org/wiki/Da%27am_Workers_Party,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ץז,ץז,0,אופק חדש בכבוד,official_results,אופק חדש בכבוד,,,,no_wikipedia_table_row,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ץי,ץי,368,אני ואתה - מפלגת העם הישראלית בהובלת דר' אלון גלעדי,wikipedia_election_results,אני ואתה - מפלגת העם הישראלית בהובלת דר' אלון גלעדי,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ק,ק,3281,צדק לכל כי הגיעה העת למען החי.האדם.והאדמה,official_results,צדק לכל כי הגיעה העת למען החי.האדם.והאדמה,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,קי,קי,701,ארץ ישראל שלנו,official_results,ארץ ישראל שלנו,Eretz Yisrael Shelanu,https://he.wikipedia.org/wiki/%D7%90%D7%A8%D7%A5_%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%A9%D7%9C%D7%A0%D7%95,https://en.wikipedia.org/wiki/Eretz_Yisrael_Shelanu,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,קן,קן,603,מהתחלה,official_results,מהתחלה,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,קף,קף,1140,כל ישראל אחים ופעולה לישראל,official_results,כל ישראל אחים ופעולה לישראל,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ר,ר,4135,הרשימה הערבית בראשות מוחמד כנעאן,official_results,הרשימה הערבית בראשות מוחמד כנעאן,,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,שס,שס,258275,"התאחדות הספרדים שומרי התורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",official_results,"התאחדות הספרדים שומרי התורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",,,,no_standalone_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K20,20,אמת,אמת,786313,המחנה הציוני בראשות יצחק הרצוג וציפי לבני,official_results,המחנה הציוני,Zionist Union,https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%97%D7%A0%D7%94_%D7%94%D7%A6%D7%99%D7%95%D7%A0%D7%99,https://en.wikipedia.org/wiki/Zionist_Union,list_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
K20,20,ג,ג,210143,יהדות התורה והשבת אגודת ישראל - דגל התורה,official_results,יהדות התורה,United Torah Judaism,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%94%D7%AA%D7%95%D7%A8%D7%94,https://en.wikipedia.org/wiki/United_Torah_Judaism,list_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
K20,20,ודעם,ודעם,446583,"הרשימה המשותפת (חד""ש, רע""מ, בל""ד, תע""ל)",official_results,הרשימה המשותפת,Joint List,https://he.wikipedia.org/wiki/%D7%94%D7%A8%D7%A9%D7%99%D7%9E%D7%94_%D7%94%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA,https://en.wikipedia.org/wiki/Joint_List,list_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
K20,20,ז,ז,337,מפלגת כלכלה בראשות האחים גולדשטיין,official_results,מפלגת כלכלה בראשות האחים גולדשטיין,,,,no_standalone_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
K20,20,זך,זך,242,תומכי מפלגת הדמוקראטורה,official_results,תומכי מפלגת הדמוקראטורה,,,,no_standalone_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
K20,20,זץ,זץ,761,נבחרת העם (הזמנית),official_results,ברית עולם,Brit Olam,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%99%D7%AA_%D7%A2%D7%95%D7%9C%D7%9D,https://en.wikipedia.org/wiki/Brit_Olam,list_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
K20,20,טב,טב,283910,הבית היהודי בראשות נפתלי בנט,official_results,הבית היהודי,The Jewish Home,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%99%D7%AA_%D7%94%D7%99%D7%94%D7%95%D7%93%D7%99,https://en.wikipedia.org/wiki/The_Jewish_Home,list_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
K20,20,י,י,423,שכירות בכבוד,official_results,שכירות בכבוד,,,,no_standalone_article,https://www.gov.il/BlobFolder/guide/election-committee-history/he/knesset20-results.pdf,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D,
