election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,loc:65,locality,loc:65,65,מגדל,2,2,967,581,575,6,שס,159,99,60,0.276522,32,9,1,0,0,0,0,18,0,35,1,19,97,0,87,99,8,0,4,2,0,0,0,0,0,0,1,3,0,0,159
K17,loc:6500,locality,loc:6500,6500,חדרה,95,95,61557,32385,31811,574,כן,8355,4854,3501,0.262645,4305,909,23,10,25,12,477,2103,80,1776,51,125,8355,13,4854,3834,633,26,18,152,30,21,30,6,18,47,58,371,11,377,3061
K17,loc:652,locality,loc:652,652,אבטין,2,2,1217,640,620,20,עם,277,132,145,0.446774,65,0,132,2,86,0,0,0,0,2,0,0,7,0,1,2,43,0,277,0,0,0,0,0,0,1,0,0,1,0,1
K17,loc:654,locality,loc:654,654,כפר קרע,13,13,8398,5445,5365,80,ד,2328,939,1389,0.433924,439,2,2328,0,766,0,0,1,15,22,2,10,253,1,3,3,321,10,939,2,0,0,1,2,3,214,0,13,10,0,5
K17,loc:658,locality,loc:658,658,שייח' דנון,2,2,1250,729,704,25,עם,315,213,102,0.447443,213,0,68,0,67,0,0,0,0,0,0,0,20,0,0,1,15,1,315,0,0,0,0,0,1,1,1,1,0,0,0
K17,loc:66,locality,loc:66,66,מרחביה (קיבוץ),1,1,486,331,329,2,מרצ,118,93,25,0.358663,93,0,0,0,0,0,0,5,2,2,0,0,64,0,9,6,118,1,1,4,0,0,0,0,2,0,0,10,0,5,7
K17,loc:6600,locality,loc:6600,6600,חולון,224,224,145430,83250,81857,1393,כן,23778,11898,11880,0.290482,11898,620,22,8,56,73,174,9505,301,3247,160,252,23778,33,7087,9444,1902,56,10,258,68,38,59,7,36,84,119,823,19,1244,10476
K17,loc:661,locality,loc:661,661,שער אפרים,1,1,718,516,511,5,כן,141,94,47,0.27593,94,1,0,0,0,1,0,51,1,30,0,0,141,1,18,61,17,0,0,4,0,0,0,0,0,0,1,5,0,9,76
K17,loc:662,locality,loc:662,662,חוסן,1,1,500,348,347,1,כן,106,63,43,0.305476,63,0,0,0,0,0,0,21,0,21,0,2,106,0,20,53,6,0,0,1,0,0,0,0,0,0,0,3,0,6,45
K17,loc:663,locality,loc:663,663,טירת יהודה,1,1,515,382,381,1,טב,159,74,85,0.417323,12,4,0,0,0,0,0,14,0,159,0,4,30,0,14,74,1,0,0,5,1,0,0,0,0,0,0,4,0,2,57
K17,loc:664,locality,loc:664,664,כרם בן זמרה,1,1,312,214,211,3,טב,47,38,9,0.222749,36,2,0,0,0,0,0,3,0,47,0,2,38,0,11,35,0,0,0,2,0,0,0,0,0,0,0,5,0,3,27
K17,loc:665,locality,loc:665,665,תקומה,1,1,358,285,282,3,טב,142,38,104,0.503546,38,4,0,0,0,0,0,7,0,142,0,1,31,0,7,15,4,0,0,4,0,0,0,0,0,0,0,2,0,7,20
K17,loc:666,locality,loc:666,666,עומר,9,9,5471,3934,3899,35,כן,1352,1120,232,0.346756,1120,7,6,0,10,0,3,274,22,122,2,12,1352,2,183,294,296,2,0,60,0,1,1,0,1,3,1,38,0,50,37
K17,loc:667,locality,loc:667,667,ברעם,1,1,444,292,290,2,מרצ,122,103,19,0.42069,103,0,0,0,0,0,0,1,1,2,0,1,31,0,5,5,122,0,0,3,0,0,0,0,0,0,0,5,0,10,1
K17,loc:668,locality,loc:668,668,מפלסים,1,1,437,300,298,2,אמת,182,57,125,0.610738,182,1,0,0,0,1,1,4,0,0,1,0,57,1,3,9,18,1,0,1,0,0,0,0,0,0,0,7,0,11,0
K17,loc:67,locality,loc:67,67,אור הנר,1,1,372,254,250,4,אמת,183,38,145,0.732,183,0,0,0,0,0,0,5,0,1,0,0,38,0,1,2,15,0,0,1,0,0,0,0,0,0,0,1,0,3,0
K17,loc:670,locality,loc:670,670,משמר איילון,1,1,324,222,221,1,כן,61,49,12,0.276018,49,0,0,0,1,1,0,25,0,13,0,2,61,0,11,29,10,0,0,3,0,0,0,0,0,0,0,7,0,4,5
K17,loc:6700,locality,loc:6700,6700,טבריה,49,49,31415,15331,15101,230,שס,3525,2747,778,0.233428,1549,571,4,2,11,7,19,527,15,1169,20,67,2747,6,2115,2307,74,10,13,71,7,5,12,2,3,13,22,153,6,49,3525
K17,loc:672,locality,loc:672,672,בית נקופה,1,1,316,222,220,2,אמת,59,49,10,0.268182,59,0,0,0,0,0,0,15,2,5,1,7,49,0,12,30,13,0,0,1,0,1,0,0,1,0,0,6,0,5,13
K17,loc:673,locality,loc:673,673,כפר טרומן,1,1,411,350,347,3,כן,102,69,33,0.293948,69,8,0,0,0,0,0,50,1,16,1,2,102,0,12,34,13,1,1,2,0,0,1,0,0,0,0,9,0,20,5
K17,loc:674,locality,loc:674,674,לימן,1,1,411,278,275,3,כן,121,59,62,0.44,59,0,0,1,0,0,0,24,0,5,0,3,121,0,15,22,4,0,0,4,0,0,0,0,0,0,0,6,0,7,4
K17,loc:675,locality,loc:675,675,הבונים,1,1,246,159,159,0,אמת,66,48,18,0.415094,66,0,0,0,0,0,0,14,0,2,1,0,48,0,1,2,12,0,0,1,0,0,0,0,0,0,0,4,0,8,0
K17,loc:676,locality,loc:676,676,עין השלושה,1,1,296,181,180,1,אמת,108,52,56,0.6,108,0,0,0,0,0,0,2,0,1,0,0,52,0,4,2,7,0,0,0,0,0,1,0,0,0,1,0,0,1,1
K17,loc:677,locality,loc:677,677,הסוללים,1,1,538,385,381,4,אמת,135,121,14,0.354331,135,0,0,0,2,0,0,18,0,9,1,1,121,0,12,14,38,0,0,5,0,0,0,0,0,0,0,13,0,12,0
K17,loc:678,locality,loc:678,678,מעגן,1,1,284,169,169,0,אמת,76,41,35,0.449704,76,1,0,0,0,0,0,7,0,1,0,0,41,0,9,6,7,0,0,2,0,0,0,0,0,0,0,9,0,9,1
K17,loc:679,locality,loc:679,679,אביאל,1,1,357,250,249,1,כן,85,39,46,0.341365,21,1,0,0,2,1,0,39,1,11,0,1,85,0,11,32,12,1,0,4,0,0,0,0,0,1,0,8,0,12,6
K17,loc:680,locality,loc:680,680,אומץ,1,1,306,221,219,2,כן,85,75,10,0.388128,75,0,0,0,0,0,0,12,0,4,0,0,85,0,5,9,12,1,0,3,0,0,1,0,0,1,0,1,0,6,4
K17,loc:6800,locality,loc:6800,6800,קריית אתא,67,67,40860,23434,22983,451,כן,5658,3428,2230,0.246182,3087,494,12,3,12,14,89,1467,51,1818,36,181,5658,20,3428,2774,238,22,10,101,17,12,35,7,9,40,45,273,10,249,2771
K17,loc:681,locality,loc:681,681,גבעת שמואל,19,19,13029,9549,9479,70,טב,2530,2211,319,0.266906,1083,112,1,0,7,10,3,752,45,2530,11,83,2211,7,430,1017,346,10,1,84,4,2,3,1,1,2,2,93,0,166,462
K17,loc:682,locality,loc:682,682,אליקים,1,1,444,333,331,2,ג,216,27,189,0.652568,5,216,0,0,0,0,0,10,0,27,0,2,17,1,3,22,1,0,0,0,0,0,0,0,0,0,0,2,0,4,21
K17,loc:683,locality,loc:683,683,גבע כרמל,1,1,534,406,401,5,אמת,177,128,49,0.441397,177,0,1,0,0,0,0,22,1,3,0,0,128,0,5,21,13,0,0,2,0,0,0,0,0,0,0,4,0,6,18
K17,loc:684,locality,loc:684,684,היוגב,1,1,486,357,352,5,פ,117,96,21,0.332386,62,0,0,0,0,0,0,8,0,7,1,0,96,0,17,13,10,0,0,117,0,0,0,0,0,1,0,17,0,2,1
K17,loc:685,locality,loc:685,685,בניה,1,1,538,421,417,4,כן,167,94,73,0.40048,94,2,0,0,3,0,0,43,1,7,1,0,167,0,10,30,23,0,0,12,0,0,1,0,0,0,1,9,0,8,5
K17,loc:686,locality,loc:686,686,נווה ימין,1,1,796,516,501,15,כן,137,123,14,0.273453,82,0,0,0,0,0,0,38,0,15,0,2,137,1,39,123,6,0,0,1,0,0,0,0,0,0,0,6,0,5,46
K17,loc:687,locality,loc:687,687,עין איילה,1,1,471,347,345,2,כן,136,99,37,0.394203,99,0,0,0,0,0,0,21,3,3,0,2,136,0,13,22,22,0,0,4,0,0,0,0,0,0,0,4,0,13,3
K17,loc:688,locality,loc:688,688,עלמה,1,1,505,278,276,2,שס,88,76,12,0.318841,12,4,0,0,0,0,0,0,0,49,0,3,8,0,35,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88
K17,loc:689,locality,loc:689,689,מגדים,1,1,549,389,385,4,כן,132,80,52,0.342857,80,2,1,0,1,0,1,28,1,17,1,0,132,0,5,43,7,0,0,4,0,0,0,0,0,0,0,7,0,13,42
K17,loc:69,locality,loc:69,69,ניר עוז,1,1,331,237,236,1,מרצ,112,76,36,0.474576,76,0,0,0,0,0,1,7,0,0,0,1,31,0,1,0,112,0,0,0,0,0,0,0,0,0,0,5,0,2,0
K17,loc:690,locality,loc:690,690,כפר אחים,1,1,382,250,249,1,כן,75,71,4,0.301205,71,3,0,0,0,0,0,10,0,35,0,0,75,0,11,26,3,0,0,0,0,0,0,0,0,0,0,5,0,3,7
K17,loc:6900,locality,loc:6900,6900,כפר סבא,106,106,66378,44056,43507,549,כן,13823,8454,5369,0.317719,8454,264,10,9,59,13,46,3602,221,2574,143,213,13823,16,3166,3941,2394,23,7,403,16,13,18,0,7,44,71,630,5,912,2410
K17,loc:692,locality,loc:692,692,שפיר,1,1,324,239,236,3,טב,74,42,32,0.313559,18,2,0,0,0,0,0,8,0,74,0,6,42,0,30,26,3,0,0,3,0,0,0,0,0,0,0,1,0,5,18
K17,loc:693,locality,loc:693,693,"נתיב הל""ה",1,1,317,232,230,2,אמת,108,61,47,0.469565,108,1,0,0,0,0,0,12,1,4,0,0,61,0,8,4,19,0,0,0,0,0,0,0,0,0,0,5,0,6,1
K17,loc:694,locality,loc:694,694,מעגן מיכאל,2,2,1231,849,843,6,אמת,467,152,315,0.553974,467,0,0,3,2,0,0,15,1,5,1,1,152,0,10,3,114,0,0,10,0,0,1,0,0,2,0,35,0,21,0
K17,loc:695,locality,loc:695,695,מגן,1,1,387,284,284,0,מרצ,156,71,85,0.549296,71,0,1,0,4,0,0,1,0,0,0,0,38,0,5,2,156,0,0,0,0,0,0,0,0,0,0,5,0,0,1
K17,loc:696,locality,loc:696,696,"כפר חב""ד",4,4,2616,1714,1702,12,טב,599,525,74,0.351939,2,196,1,0,0,1,0,5,0,599,0,525,1,0,34,119,1,0,0,0,0,0,1,0,0,0,0,7,0,2,208
K17,loc:697,locality,loc:697,697,בארותיים,1,1,490,342,333,9,כן,140,73,67,0.42042,73,0,0,0,0,0,0,37,1,10,0,0,140,0,16,12,12,0,0,2,0,0,0,0,0,0,2,8,0,16,4
K17,loc:698,locality,loc:698,698,בורגתה,1,1,620,445,441,4,כן,156,128,28,0.353741,128,0,0,0,0,0,1,36,3,4,1,3,156,0,20,29,18,0,0,8,0,0,0,0,0,2,0,10,0,13,9
K17,loc:699,locality,loc:699,699,ניר ישראל,1,1,497,353,348,5,כן,136,98,38,0.390805,98,1,1,0,0,0,0,21,1,7,0,0,136,0,11,19,27,1,0,7,0,0,1,0,0,0,0,5,0,12,0
K17,loc:7,locality,loc:7,7,שחר,1,1,362,238,238,0,כן,82,65,17,0.344538,65,3,0,0,0,0,0,9,0,5,0,0,82,0,6,29,8,0,0,0,0,0,1,0,0,1,1,1,0,1,26
K17,loc:70,locality,loc:70,70,אשדוד,243,243,149417,86978,85164,1814,ל,16930,16691,239,0.198793,8837,7901,39,10,30,37,1090,2750,331,3801,167,295,16691,38,16930,8631,869,51,46,183,75,37,66,46,28,109,179,630,25,678,14564
K17,loc:700,locality,loc:700,700,חצב,1,1,659,411,407,4,כן,163,71,92,0.400491,71,1,1,0,0,0,0,29,0,21,0,0,163,0,12,40,1,1,0,0,0,2,0,0,0,1,1,8,0,8,47
K17,loc:7000,locality,loc:7000,7000,לוד,78,78,49668,26457,25760,697,ל,4975,3785,1190,0.193129,2948,183,959,15,594,13,477,1033,52,1405,34,330,3785,24,4975,2952,219,25,1545,53,17,7,22,12,23,25,36,153,7,193,3644
K17,loc:701,locality,loc:701,701,ארבל,1,1,273,186,184,2,כן,68,43,25,0.369565,43,1,0,0,0,0,0,17,1,7,0,0,68,0,4,4,6,0,0,5,0,0,0,0,0,0,2,3,0,7,16
K17,loc:702,locality,loc:702,702,האון,1,1,153,90,90,0,אמת,30,16,14,0.333333,30,0,0,0,0,0,0,13,0,8,0,0,16,0,3,8,7,0,0,0,0,0,0,0,0,0,0,1,0,3,1
K17,loc:703,locality,loc:703,703,גבעת עוז,1,1,370,242,239,3,מרצ,92,72,20,0.384937,72,0,0,0,0,0,0,5,0,5,0,0,45,0,4,7,92,0,0,1,0,0,2,0,0,0,0,4,0,1,1
K17,loc:705,locality,loc:705,705,נחשונים,1,1,299,208,207,1,מרצ,86,46,40,0.415459,42,0,0,0,0,0,0,12,0,1,0,0,46,0,4,0,86,0,0,2,0,0,0,0,0,0,0,7,0,7,0
K17,loc:706,locality,loc:706,706,גיאה,1,1,447,308,308,0,כן,115,91,24,0.373377,91,1,0,0,0,0,0,25,2,7,0,0,115,0,6,21,16,0,0,2,0,0,0,0,0,0,1,6,0,12,3
K17,loc:707,locality,loc:707,707,כפר דניאל,1,1,213,151,149,2,כן,52,47,5,0.348993,47,0,0,0,1,0,0,9,1,0,0,0,52,0,0,2,22,0,0,0,0,0,0,0,0,0,0,3,0,9,3
K17,loc:708,locality,loc:708,708,עמקה,1,1,420,278,268,10,מחל,65,62,3,0.242537,13,9,0,0,1,0,0,13,0,62,0,1,53,0,6,65,1,0,0,0,0,0,1,0,0,1,1,0,0,6,35
K17,loc:709,locality,loc:709,709,תפרח,1,1,753,666,663,3,ג,526,105,421,0.793363,10,526,0,0,0,0,0,0,0,8,0,1,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105
K17,loc:71,locality,loc:71,71,אשבול,1,1,214,155,153,2,אמת,68,31,37,0.444444,68,5,0,0,0,0,0,6,0,7,0,0,31,0,6,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,15
K17,loc:710,locality,loc:710,710,בית זית,2,2,929,701,701,0,אמת,228,170,58,0.32525,228,7,0,0,5,0,0,48,2,23,0,2,170,0,20,45,59,0,0,24,0,0,0,0,0,0,0,14,0,34,20
K17,loc:7100,locality,loc:7100,7100,אשקלון,133,133,85207,45070,44080,990,ל,9868,8722,1146,0.223866,4952,667,36,10,18,35,351,1706,124,2998,85,304,8722,20,9868,5738,518,31,23,106,46,24,46,34,21,67,102,356,29,364,6679
K17,loc:711,locality,loc:711,711,עזריה,1,1,505,319,314,5,מחל,81,68,13,0.257962,23,0,0,0,0,0,1,18,0,44,1,1,68,0,20,81,1,0,0,0,0,0,0,0,1,0,0,2,0,4,49
K17,loc:712,locality,loc:712,712,בן עמי,1,1,397,275,273,2,אמת,94,66,28,0.344322,94,0,0,0,0,0,0,23,0,12,0,1,66,0,10,24,18,0,1,8,0,0,0,0,0,0,0,4,0,9,3
K17,loc:713,locality,loc:713,713,רעים,1,1,302,220,220,0,אמת,137,24,113,0.622727,137,0,0,0,0,0,0,10,1,0,0,0,23,0,3,2,24,0,0,5,0,0,0,0,2,0,0,7,0,6,0
K17,loc:714,locality,loc:714,714,ארז,1,1,317,224,222,2,אמת,142,38,104,0.63964,142,0,0,0,0,0,0,7,0,2,0,0,38,0,1,2,17,0,0,2,0,0,0,0,0,0,0,0,0,10,1
K17,loc:715,locality,loc:715,715,להבות חביבה,1,1,265,169,169,0,מרצ,65,51,14,0.384615,51,0,0,0,0,0,0,9,0,0,0,0,34,0,4,2,65,0,0,0,0,0,0,0,0,0,0,1,0,3,0
K17,loc:716,locality,loc:716,716,אייל,1,1,280,243,240,3,אמת,122,52,70,0.508333,122,1,0,0,0,0,0,12,0,5,0,0,52,0,7,10,15,0,0,2,0,0,1,0,0,0,0,7,0,3,3
K17,loc:717,locality,loc:717,717,חגור,1,1,485,350,341,9,כן,140,82,58,0.410557,82,1,0,0,0,0,0,32,1,9,2,0,140,0,16,22,8,0,0,3,0,1,0,0,0,0,0,3,0,8,13
K17,loc:718,locality,loc:718,718,ירחיב,1,1,481,319,312,7,כן,69,67,2,0.221154,67,3,0,0,0,0,0,19,0,40,0,2,69,0,19,47,1,0,0,2,0,0,0,0,0,0,0,5,0,1,37
K17,loc:719,locality,loc:719,719,תל קציר,1,1,224,141,141,0,אמת,88,19,69,0.624113,88,0,1,0,0,0,0,3,0,0,0,0,19,0,2,3,11,0,0,3,0,1,0,0,0,0,0,5,0,5,0
K17,loc:72,locality,loc:72,72,גן שמואל,2,2,816,613,611,2,מרצ,328,140,188,0.536825,140,1,1,0,0,0,0,5,1,1,0,0,83,0,2,5,328,0,0,2,0,0,0,0,0,2,0,28,0,11,1
K17,loc:720,locality,loc:720,720,ניר גלים,1,1,335,292,290,2,טב,215,24,191,0.741379,5,3,0,0,0,0,1,8,0,215,0,0,8,0,4,24,3,0,0,4,0,1,0,0,0,0,0,0,0,3,11
K17,loc:7200,locality,loc:7200,7200,נס ציונה,36,36,22451,15157,14918,239,כן,4562,3107,1455,0.305805,3107,103,3,1,12,5,57,1571,43,588,53,56,4562,7,926,1466,644,10,2,102,3,12,9,2,6,11,18,202,0,340,997
K17,loc:721,locality,loc:721,721,שדה אילן,1,1,286,225,223,2,טב,134,30,104,0.600897,2,1,0,0,0,0,0,12,0,134,0,1,30,0,7,16,2,0,0,3,0,0,0,0,0,0,0,0,0,3,12
K17,loc:722,locality,loc:722,722,מגשימים,1,1,521,383,380,3,כן,159,52,107,0.418421,46,4,0,1,0,0,0,27,2,11,0,0,159,0,13,52,30,1,0,2,0,0,0,0,0,0,0,17,0,10,5
K17,loc:723,locality,loc:723,723,בית הגדי,1,1,388,255,252,3,שס,107,56,51,0.424603,9,3,0,0,0,0,0,7,0,56,0,2,10,0,10,44,2,0,0,1,0,0,0,0,0,0,0,1,0,0,107
K17,loc:726,locality,loc:726,726,הודייה,1,1,459,260,257,3,מחל,66,51,15,0.256809,38,4,0,0,0,0,1,20,1,29,0,2,51,0,13,66,4,0,0,0,0,0,0,0,0,0,0,0,0,1,27
K17,loc:727,locality,loc:727,727,תלמי יחיאל,1,1,436,279,277,2,אמת,88,82,6,0.31769,88,0,0,0,0,0,0,22,3,8,0,0,82,0,6,20,5,0,0,5,0,0,0,0,1,0,0,6,0,9,22
K17,loc:729,locality,loc:729,729,משמר השבעה,1,1,516,392,389,3,כן,141,68,73,0.362468,68,2,0,0,1,0,0,44,2,11,2,2,141,0,19,35,19,1,0,6,0,0,0,0,0,0,0,12,0,16,8
K17,loc:730,locality,loc:730,730,אליפלט,1,1,362,206,205,1,מחל,83,39,44,0.404878,35,5,0,0,0,0,0,5,0,6,0,0,25,0,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
K17,loc:7300,locality,loc:7300,7300,נצרת,70,70,44533,23812,23138,674,ו,10140,5376,4764,0.43824,1488,76,4863,2,10140,8,3,22,21,10,5,7,422,19,22,125,220,21,5376,18,1,3,10,9,27,137,5,27,8,20,23
K17,loc:731,locality,loc:731,731,מישר,1,1,394,314,311,3,כן,104,86,18,0.334405,86,2,0,0,0,0,0,35,0,6,0,1,104,0,9,18,25,0,0,3,0,0,0,0,0,0,0,5,0,15,2
K17,loc:732,locality,loc:732,732,משמר הירדן,1,1,333,215,213,2,כן,54,52,2,0.253521,33,3,0,0,0,0,0,7,0,8,0,3,54,0,14,52,4,0,0,2,0,0,0,0,0,0,1,4,0,5,23
K17,loc:734,locality,loc:734,734,גן יאשיה,1,1,407,303,300,3,כן,95,90,5,0.316667,90,0,0,0,0,0,0,43,4,4,0,0,95,0,9,12,28,0,0,2,0,0,0,0,0,0,0,4,0,9,0
K17,loc:735,locality,loc:735,735,רמות מאיר,1,1,422,277,272,5,אמת,83,66,17,0.305147,83,0,0,0,0,0,0,22,0,15,0,0,66,0,18,20,24,0,0,3,0,2,0,0,0,1,1,2,0,5,10
K17,loc:736,locality,loc:736,736,גילת,1,1,620,408,404,4,אמת,129,82,47,0.319307,129,4,0,0,0,0,0,15,0,28,0,2,56,0,18,82,1,0,0,0,0,0,0,0,0,0,0,1,0,2,66
K17,loc:737,locality,loc:737,737,עולש,1,1,575,415,409,6,כן,156,107,49,0.381418,107,2,0,0,0,0,0,35,1,6,0,1,156,0,11,38,19,0,0,4,0,0,0,0,2,0,0,3,0,18,6
K17,loc:738,locality,loc:738,738,דור,1,1,243,159,156,3,כן,59,51,8,0.378205,51,0,0,0,0,0,0,13,0,3,0,0,59,1,6,6,6,1,0,0,0,0,0,0,1,0,0,5,0,4,0
K17,loc:739,locality,loc:739,739,שדה עוזיהו,1,1,705,394,393,1,שס,96,89,7,0.244275,38,9,0,0,0,0,0,11,0,21,0,5,77,0,12,89,3,0,2,7,0,1,0,0,0,2,0,9,0,11,96
K17,loc:74,locality,loc:74,74,עין הוד,1,1,308,218,213,5,אמת,79,38,41,0.370892,79,0,3,1,2,0,2,11,1,0,0,0,38,0,13,4,35,0,0,3,0,0,0,0,0,0,0,5,0,16,0
K17,loc:740,locality,loc:740,740,אשתאול,1,1,494,348,341,7,שס,100,52,48,0.293255,52,9,0,0,0,0,0,13,3,41,0,9,33,0,13,46,11,0,0,0,0,1,0,0,0,0,0,4,0,6,100
K17,loc:7400,locality,loc:7400,7400,נתניה,223,223,143559,78084,76614,1470,כן,18197,10341,7856,0.237515,8355,2083,31,21,21,23,1626,4833,261,6986,139,684,18197,36,10341,9311,1248,56,38,326,77,35,60,10,36,79,164,693,18,924,9902
K17,loc:741,locality,loc:741,741,שואבה,1,1,353,253,253,0,כן,73,51,22,0.288538,51,2,0,0,0,0,1,19,1,8,0,0,73,0,19,36,25,1,0,0,0,0,0,0,0,0,0,3,0,5,9
K17,loc:742,locality,loc:742,742,מסילת ציון,1,1,480,368,366,2,כן,122,96,26,0.333333,96,0,0,0,0,0,0,18,1,16,0,0,122,0,3,41,19,1,1,2,0,0,1,0,0,0,0,2,0,13,30
K17,loc:743,locality,loc:743,743,כפר שמואל,1,1,442,331,325,6,כן,111,82,29,0.341538,82,2,0,0,0,0,0,35,0,7,0,0,111,1,8,32,25,0,0,0,0,0,0,0,2,0,0,6,0,10,4
K17,loc:744,locality,loc:744,744,תלמי יפה,1,1,124,82,81,1,כן,34,24,10,0.419753,24,0,0,0,0,0,0,7,2,0,0,0,34,0,1,3,4,0,0,1,0,0,0,0,0,0,0,3,0,2,0
K17,loc:745,locality,loc:745,745,גמזו,1,1,510,425,425,0,טב,246,54,192,0.578824,8,19,0,0,0,0,0,18,0,246,1,16,9,0,6,54,2,0,0,3,0,0,0,0,0,0,0,3,0,2,38
K17,loc:746,locality,loc:746,746,ברכיה,1,1,584,424,420,4,שס,207,83,124,0.492857,10,6,0,0,0,0,0,4,0,83,0,5,25,0,14,60,0,0,0,2,0,0,1,0,0,0,0,1,0,2,207
K17,loc:747,locality,loc:747,747,בית שקמה,1,1,464,227,225,2,מחל,73,39,34,0.324444,38,5,0,0,0,0,0,5,1,39,0,2,24,0,10,73,2,1,0,1,0,0,0,0,0,0,0,2,0,0,22
K17,loc:748,locality,loc:748,748,מסלול,1,1,265,190,186,4,אמת,61,61,0,0.327957,61,0,0,0,1,0,0,5,2,5,0,0,61,0,4,23,3,0,0,1,0,0,1,0,0,0,0,3,0,3,13
K17,loc:749,locality,loc:749,749,פטיש,1,1,467,328,327,1,שס,128,65,63,0.391437,65,4,0,0,0,0,0,5,0,30,1,1,37,0,19,29,1,0,0,1,0,1,1,0,0,1,0,1,0,2,128
K17,loc:750,locality,loc:750,750,פדויים,1,1,239,161,159,2,אמת,59,35,24,0.371069,59,10,0,0,0,0,0,2,0,15,0,2,10,0,5,15,2,0,0,0,0,0,0,0,0,0,0,1,0,3,35
K17,loc:7500,locality,loc:7500,7500,סח'נין,20,20,14413,10598,10492,106,עם,4002,3186,816,0.381433,767,12,1884,1,3186,0,0,5,3,23,0,1,393,4,1,30,97,4,4002,2,1,0,0,1,3,13,3,13,1,2,40
K17,loc:751,locality,loc:751,751,בית מאיר,1,1,341,266,266,0,טב,122,37,85,0.458647,3,30,0,0,0,0,0,7,0,122,0,18,9,1,8,24,0,0,0,5,0,1,0,0,0,0,0,0,0,1,37
K17,loc:752,locality,loc:752,752,תעוז,1,1,350,237,229,8,שס,52,44,8,0.227074,23,3,0,0,0,0,0,15,0,40,0,2,44,0,5,31,3,1,0,2,0,0,0,0,0,0,0,0,0,8,52
K17,loc:753,locality,loc:753,753,ינוב,1,1,502,358,356,2,כן,122,48,74,0.342697,48,0,0,0,0,0,0,39,2,29,1,1,122,1,14,48,6,0,0,0,0,0,0,0,0,0,0,4,0,13,28
K17,loc:755,locality,loc:755,755,גורן,1,1,344,242,238,4,כן,92,86,6,0.386555,86,0,0,0,0,0,0,4,0,5,0,3,92,0,0,12,3,0,0,0,0,0,1,0,0,0,0,0,0,0,32
K17,loc:756,locality,loc:756,756,בית עזרא,1,1,625,435,433,2,אמת,126,125,1,0.290993,126,3,0,0,0,1,0,28,1,35,0,0,125,0,12,40,7,3,0,1,0,0,1,0,0,0,1,5,0,2,42
K17,loc:757,locality,loc:757,757,מצליח,1,1,767,479,469,10,כן,121,106,15,0.257996,106,1,0,0,0,0,0,64,1,10,0,3,121,0,23,66,3,0,0,1,0,0,0,0,0,1,0,7,0,11,51
K17,loc:758,locality,loc:758,758,יד חנה,1,1,159,116,115,1,מרצ,26,23,3,0.226087,17,0,0,0,6,1,0,12,0,3,0,0,23,0,8,6,26,0,0,0,0,0,0,0,0,0,0,11,0,2,0
K17,loc:759,locality,loc:759,759,יציץ,1,1,447,265,258,7,מחל,59,57,2,0.228682,17,2,0,0,0,0,0,12,0,29,0,2,46,0,25,59,3,0,0,0,0,0,0,0,0,0,0,2,0,4,57
K17,loc:76,locality,loc:76,76,כפר גלעדי,1,1,553,337,335,2,אמת,137,91,46,0.408955,137,0,0,0,0,0,0,34,2,4,0,0,91,1,13,6,15,1,1,5,0,0,0,0,0,0,0,15,0,9,1
K17,loc:760,locality,loc:760,760,בן זכאי,1,1,414,292,289,3,שס,129,50,79,0.446367,11,3,0,0,0,0,0,9,1,50,0,0,25,1,8,45,0,0,0,1,0,0,0,0,1,0,0,3,0,2,129
K17,loc:7600,locality,loc:7600,7600,עכו,62,62,37743,20962,20413,549,ל,3510,3218,292,0.171949,1921,159,773,6,930,9,2,683,32,875,25,122,3218,15,3510,1839,148,11,3096,32,11,15,24,9,10,24,27,125,6,102,2654
K17,loc:761,locality,loc:761,761,שובה,1,1,272,172,169,3,שס,56,37,19,0.331361,26,6,0,0,0,0,0,3,0,37,0,0,8,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
K17,loc:762,locality,loc:762,762,בטחה,1,1,474,324,314,10,שס,101,72,29,0.321656,31,4,0,0,0,0,0,0,0,64,0,1,27,0,12,72,0,0,0,1,0,0,0,0,0,0,0,0,0,1,101
K17,loc:763,locality,loc:763,763,שתולים,2,2,925,620,611,9,כן,156,121,35,0.255319,121,24,0,0,0,0,2,42,3,65,0,8,156,0,36,67,5,0,0,1,0,0,1,0,0,0,0,4,0,3,73
K17,loc:764,locality,loc:764,764,כפר מרדכי,1,1,349,247,247,0,כן,101,73,28,0.408907,73,0,0,1,0,0,0,13,2,5,0,0,101,0,4,7,20,0,0,9,0,0,0,0,0,0,0,3,0,7,2
