election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
K20,loc:6300,locality,loc:6300,6300,גבעתיים,78,77,45863,33727,33486,241,אמת,13526,5636,7890,0.40393,13526,193,101,1,1,8,1520,3,0,0,0,2595,443,5636,3219,12,2,1,3,5183,3,6,319,268,26,417
K20,loc:633,locality,loc:633,633,כפר ברא,3,3,1903,1457,1448,9,ודעם,1328,88,1240,0.917127,9,0,1328,0,0,0,0,0,1,0,5,0,1,5,88,0,0,0,9,0,0,0,1,0,0,1
K20,loc:634,locality,loc:634,634,כפר קאסם,20,20,12781,8056,8012,44,ודעם,6410,1363,5047,0.80005,101,2,6410,2,0,1,7,0,0,0,14,14,3,34,1363,1,0,2,35,1,0,4,5,4,1,8
K20,loc:635,locality,loc:635,635,מוקייבלה,3,3,2105,1339,1328,11,ודעם,1205,85,1120,0.90738,85,0,1205,0,0,0,1,0,1,0,0,1,0,6,15,0,0,1,8,1,0,0,1,1,0,2
K20,loc:636,locality,loc:636,636,צנדלה,2,2,1098,745,744,1,ודעם,736,2,734,0.989247,2,0,736,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0
K20,loc:637,locality,loc:637,637,ערערה,17,17,11475,7997,7953,44,ודעם,7653,102,7551,0.962278,102,2,7653,0,0,1,4,1,1,0,16,26,2,21,72,0,0,3,26,4,1,5,3,5,1,4
K20,loc:638,locality,loc:638,638,קלנסווה,18,18,12163,8610,8556,54,ודעם,8258,101,8157,0.965171,71,3,8258,1,0,0,8,0,0,0,7,13,4,42,101,0,0,2,34,3,0,4,0,1,0,4
K20,loc:64,locality,loc:64,64,"יד רמב""ם",2,2,781,612,608,4,מחל,268,101,167,0.440789,49,3,0,0,0,0,48,0,0,0,0,101,4,268,5,0,0,0,0,45,0,1,5,10,0,69
K20,loc:6400,locality,loc:6400,6400,הרצלייה,129,129,77395,54079,53681,398,אמת,18495,11747,6748,0.344535,18495,578,101,4,1,4,2250,2,0,0,3,4586,1433,11747,3495,19,1,3,5,8040,6,38,719,593,29,1529
K20,loc:648,locality,loc:648,648,מצר,1,1,433,325,325,0,אמת,160,135,25,0.492308,160,0,0,0,0,0,2,0,0,0,0,6,1,5,135,0,0,0,0,14,0,0,1,0,1,0
K20,loc:649,locality,loc:649,649,מייסר,2,2,1137,696,696,0,ודעם,672,12,660,0.965517,9,0,672,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,2,0
K20,loc:65,locality,loc:65,65,מגדל,2,2,1269,858,856,2,מחל,397,139,258,0.463785,82,11,2,0,0,0,45,0,0,0,0,66,10,397,6,0,0,1,0,35,0,0,9,53,0,139
K20,loc:6500,locality,loc:6500,6500,חדרה,111,111,69790,45279,44726,553,מחל,14386,7093,7293,0.321647,7093,756,138,1,4,12,2253,1,4,0,3,7044,3747,14386,866,14,6,6,11,4396,9,25,529,623,34,2765
K20,loc:652,locality,loc:652,652,אבטין,3,3,1632,807,792,15,ודעם,700,50,650,0.883838,50,0,700,0,0,0,0,1,0,0,1,7,0,7,7,0,0,0,11,3,0,0,0,0,0,5
K20,loc:654,locality,loc:654,654,כפר קרע,16,16,11227,8379,8320,59,ודעם,7843,135,7708,0.942668,93,1,7843,0,0,1,2,0,1,0,41,125,2,26,135,0,0,2,35,1,2,0,2,0,1,7
K20,loc:658,locality,loc:658,658,שייח' דנון,3,3,1733,1277,1263,14,ודעם,1125,95,1030,0.890736,7,0,1125,0,0,0,1,0,0,0,0,3,9,1,95,0,0,2,4,0,0,2,8,2,2,2
K20,loc:66,locality,loc:66,66,מרחביה (קיבוץ),2,2,838,632,627,5,אמת,239,119,120,0.38118,239,0,0,0,0,0,25,0,1,0,0,34,25,119,84,0,0,0,0,87,0,1,8,2,0,2
K20,loc:6600,locality,loc:6600,6600,חולון,261,259,154550,103142,102064,1078,מחל,31833,20535,11298,0.311893,20535,631,91,7,4,13,4959,18,2,0,3,12230,5601,31833,2173,24,10,19,4,12760,20,62,1112,1842,65,8046
K20,loc:661,locality,loc:661,661,שער אפרים,2,2,1031,835,833,2,מחל,226,206,20,0.271309,206,1,4,0,0,0,45,0,1,0,0,154,12,226,20,0,0,0,0,98,0,1,5,24,0,36
K20,loc:662,locality,loc:662,662,חוסן,1,1,633,494,492,2,מחל,226,78,148,0.45935,78,1,0,0,0,0,33,0,0,0,0,51,16,226,7,0,0,0,0,24,0,0,6,0,0,50
K20,loc:663,locality,loc:663,663,טירת יהודה,1,1,709,609,608,1,מחל,214,200,14,0.351974,17,9,0,0,0,0,200,0,0,0,0,87,1,214,7,1,0,0,0,17,0,1,1,34,0,19
K20,loc:664,locality,loc:664,664,כרם בן זמרה,1,1,364,288,288,0,מחל,127,39,88,0.440972,33,5,0,0,0,0,39,0,0,0,0,28,6,127,0,1,0,0,0,15,0,0,9,3,0,22
K20,loc:665,locality,loc:665,665,תקומה,1,1,406,335,331,4,טב,118,92,26,0.356495,41,1,0,0,0,0,118,0,0,0,0,22,3,92,3,0,0,0,0,26,0,0,1,20,1,3
K20,loc:666,locality,loc:666,666,עומר,12,11,6184,4712,4698,14,אמת,1782,1026,756,0.37931,1782,8,21,0,0,1,259,0,0,0,0,349,81,1026,370,2,0,0,0,691,0,4,49,37,1,17
K20,loc:667,locality,loc:667,667,ברעם,1,1,483,340,340,0,מרצ,144,142,2,0.423529,142,0,0,0,0,0,3,0,0,0,0,9,3,7,144,0,0,0,0,26,0,0,3,0,2,1
K20,loc:668,locality,loc:668,668,מפלסים,1,1,596,420,418,2,אמת,236,54,182,0.564593,236,0,2,0,0,0,13,0,0,0,0,17,10,21,50,0,0,0,0,54,0,0,11,1,0,3
K20,loc:67,locality,loc:67,67,אור הנר,1,1,570,444,443,1,אמת,301,46,255,0.679458,301,0,0,0,0,0,7,0,0,0,0,19,1,19,46,0,0,0,0,43,0,0,5,1,0,1
K20,loc:670,locality,loc:670,670,משמר איילון,1,1,386,308,308,0,אמת,100,75,25,0.324675,100,2,0,0,0,0,18,0,0,0,0,32,9,75,17,0,0,0,0,43,0,0,5,1,0,6
K20,loc:6700,locality,loc:6700,6700,טבריה,58,58,33447,20411,20219,192,מחל,9005,3037,5968,0.445373,1520,719,26,2,1,4,983,1,0,0,1,1772,1240,9005,99,3,2,0,2,931,1,15,170,682,3,3037
K20,loc:672,locality,loc:672,672,בית נקופה,1,1,406,315,314,1,מחל,94,91,3,0.299363,91,2,1,0,0,0,12,0,0,0,0,24,9,94,19,0,0,0,0,42,0,1,5,6,0,8
K20,loc:673,locality,loc:673,673,כפר טרומן,1,1,533,445,443,2,אמת,137,104,33,0.309255,137,4,1,0,0,3,12,0,0,0,0,62,6,104,23,0,0,0,0,77,0,0,6,6,1,1
K20,loc:674,locality,loc:674,674,לימן,1,1,499,391,390,1,אמת,130,84,46,0.333333,130,1,0,0,0,0,34,0,0,0,0,36,6,79,6,0,0,0,0,84,0,0,8,0,0,6
K20,loc:675,locality,loc:675,675,הבונים,1,1,288,208,208,0,אמת,132,21,111,0.634615,132,0,1,0,0,0,4,0,0,0,0,8,0,21,21,0,0,0,0,17,0,0,3,0,1,0
K20,loc:676,locality,loc:676,676,עין השלושה,1,1,336,224,223,1,אמת,143,27,116,0.641256,143,0,0,0,0,0,3,0,0,0,0,12,3,27,13,1,0,0,1,17,0,2,1,0,0,0
K20,loc:677,locality,loc:677,677,הסוללים,1,1,637,504,503,1,אמת,260,75,185,0.516899,260,2,3,0,0,0,9,0,0,0,0,25,2,59,50,0,0,0,0,75,0,0,7,8,0,3
K20,loc:678,locality,loc:678,678,מעגן,1,1,311,206,206,0,אמת,114,20,94,0.553398,114,0,0,0,0,0,5,1,0,0,0,14,6,16,12,0,0,0,0,20,0,0,16,0,0,2
K20,loc:679,locality,loc:679,679,אביאל,1,1,505,414,413,1,אמת,153,88,65,0.37046,153,1,0,0,0,0,10,0,0,0,0,53,3,88,41,0,0,0,0,58,0,0,5,1,0,0
K20,loc:680,locality,loc:680,680,אומץ,1,1,457,351,351,0,אמת,188,69,119,0.535613,188,1,0,0,0,0,13,0,0,0,0,15,2,36,21,0,0,0,0,69,0,0,4,1,0,1
K20,loc:6800,locality,loc:6800,6800,קריית אתא,73,73,44765,29977,29619,358,מחל,10496,4353,6143,0.354367,4353,678,19,2,1,2,2178,9,4,0,0,3359,2519,10496,262,6,4,7,1,2654,3,17,331,801,24,1889
K20,loc:681,locality,loc:681,681,גבעת שמואל,27,27,16616,13288,13235,53,טב,3818,3211,607,0.288478,2156,207,9,1,0,3,3818,0,0,0,0,878,182,3211,362,18,0,0,3,1283,0,0,94,503,7,500
K20,loc:682,locality,loc:682,682,אליקים,1,1,563,432,431,1,מחל,196,58,138,0.454756,23,15,0,0,0,0,58,0,0,0,0,38,3,196,5,0,0,0,0,13,0,1,5,17,1,56
K20,loc:683,locality,loc:683,683,גבע כרמל,2,2,648,520,516,4,אמת,238,78,160,0.46124,238,4,0,0,0,0,20,0,0,0,0,78,5,76,19,0,0,0,0,56,0,0,10,0,0,10
K20,loc:684,locality,loc:684,684,היוגב,1,1,537,434,432,2,אמת,267,61,206,0.618056,267,0,0,0,0,0,15,0,0,0,0,22,5,27,20,0,0,0,0,61,0,0,12,3,0,0
K20,loc:685,locality,loc:685,685,בניה,1,1,610,529,526,3,אמת,219,107,112,0.41635,219,0,0,0,0,0,31,0,0,0,0,33,8,82,31,0,0,1,0,107,0,0,9,5,0,0
K20,loc:686,locality,loc:686,686,נווה ימין,2,2,952,739,735,4,מחל,315,115,200,0.428571,115,5,0,0,0,0,33,0,0,0,0,70,21,315,11,0,0,0,0,93,0,0,23,11,0,38
K20,loc:687,locality,loc:687,687,עין איילה,1,1,663,517,516,1,אמת,255,86,169,0.494186,255,0,0,0,0,0,15,0,0,0,0,42,8,39,52,0,0,0,0,86,0,0,9,8,1,1
K20,loc:688,locality,loc:688,688,עלמה,1,1,550,416,412,4,מחל,272,39,233,0.660194,3,9,2,0,0,0,34,0,0,0,0,39,2,272,0,0,0,0,1,4,0,0,1,14,1,30
K20,loc:689,locality,loc:689,689,מגדים,1,1,775,616,609,7,אמת,169,165,4,0.277504,169,4,0,0,0,0,24,0,0,0,0,63,7,165,28,0,0,0,0,71,0,2,8,40,3,25
K20,loc:69,locality,loc:69,69,ניר עוז,1,1,344,269,268,1,אמת,121,93,28,0.451493,121,0,2,0,0,0,6,0,0,0,0,6,1,8,93,1,0,0,0,24,0,0,5,0,0,1
K20,loc:690,locality,loc:690,690,כפר אחים,1,1,484,386,384,2,מחל,119,99,20,0.309896,99,2,0,0,0,0,23,0,0,0,0,43,6,119,9,0,0,0,0,65,0,0,4,9,1,4
K20,loc:6900,locality,loc:6900,6900,כפר סבא,128,128,75994,56929,56477,452,אמת,19732,12364,7368,0.349381,19732,355,110,1,1,15,3148,4,4,0,2,4452,1912,12364,3380,33,6,2,1,8086,8,33,648,771,35,1374
K20,loc:692,locality,loc:692,692,שפיר,1,1,469,400,397,3,מחל,133,61,72,0.335013,58,5,0,0,0,0,61,0,0,0,0,42,6,133,6,0,0,0,0,39,0,0,5,28,0,14
K20,loc:693,locality,loc:693,693,"נתיב הל""ה",1,1,409,321,321,0,אמת,221,34,187,0.688474,221,0,3,0,0,0,2,0,0,0,0,10,0,9,34,0,0,0,0,33,0,0,8,0,0,1
K20,loc:694,locality,loc:694,694,מעגן מיכאל,3,3,1522,1092,1090,2,אמת,675,207,468,0.619266,675,0,0,0,0,0,14,0,0,0,0,39,5,38,207,0,0,0,0,75,0,1,29,4,1,2
K20,loc:695,locality,loc:695,695,מגן,1,1,486,340,337,3,מרצ,146,131,15,0.433234,131,0,6,0,0,0,1,0,0,0,0,8,2,10,146,0,0,0,0,29,0,0,3,1,0,0
K20,loc:696,locality,loc:696,696,"כפר חב""ד",6,6,3693,2617,2611,6,קץ,1954,271,1683,0.748372,4,204,0,0,0,0,93,1,0,0,1,10,12,271,4,0,0,2,0,1,0,0,24,1954,0,30
K20,loc:697,locality,loc:697,697,בארותיים,1,1,654,538,536,2,אמת,217,113,104,0.404851,217,0,0,0,0,0,21,0,0,0,0,54,6,62,40,0,0,0,0,113,0,2,12,5,2,2
K20,loc:698,locality,loc:698,698,בורגתה,2,2,777,628,624,4,אמת,278,103,175,0.445513,278,0,0,1,0,0,19,0,0,0,0,54,9,93,42,0,0,0,0,103,0,1,16,2,0,6
K20,loc:699,locality,loc:699,699,ניר ישראל,1,1,557,439,439,0,אמת,213,61,152,0.485194,213,0,1,0,0,0,23,0,0,0,0,34,9,61,24,0,0,0,0,61,0,0,4,5,2,2
K20,loc:7,locality,loc:7,7,שחר,1,1,461,340,338,2,מחל,102,83,19,0.301775,83,5,0,0,0,0,15,0,0,0,0,49,5,102,12,0,0,0,0,30,0,0,4,6,0,27
K20,loc:70,locality,loc:70,70,אשדוד,282,282,170193,115145,113203,1942,מחל,35653,15127,20526,0.314947,9694,11132,33,7,4,15,5486,43,6,0,10,8616,15127,35653,854,27,26,14,10,8841,26,74,1322,4180,80,11923
K20,loc:700,locality,loc:700,700,חצב,2,2,789,621,617,4,מחל,201,141,60,0.32577,132,1,1,0,0,0,42,0,0,0,0,141,9,201,6,1,0,0,0,43,0,0,9,21,0,10
K20,loc:7000,locality,loc:7000,7000,לוד,91,91,52711,32461,31916,545,מחל,10460,5155,5305,0.327735,2216,275,5155,10,4,6,2065,10,3,0,4,2472,3288,10460,284,12,8,17,70,1757,17,20,290,1444,31,1998
K20,loc:701,locality,loc:701,701,ארבל,1,1,417,317,314,3,מחל,101,97,4,0.321656,97,0,0,0,0,0,23,0,0,0,0,25,6,101,16,0,0,0,0,33,0,0,3,7,0,3
K20,loc:702,locality,loc:702,702,האון,1,1,164,102,101,1,אמת,43,12,31,0.425743,43,1,0,0,0,0,3,0,0,0,0,11,2,12,7,0,0,0,0,12,0,0,7,1,0,2
K20,loc:703,locality,loc:703,703,גבעת עוז,1,1,398,269,267,2,אמת,150,55,95,0.561798,150,1,1,0,0,0,10,0,0,0,1,10,1,16,55,0,0,0,0,15,0,0,7,0,0,0
K20,loc:705,locality,loc:705,705,נחשונים,1,1,301,211,210,1,אמת,110,65,45,0.52381,110,0,0,0,0,0,4,0,0,0,0,2,0,9,65,0,0,0,0,18,0,0,2,0,0,0
K20,loc:706,locality,loc:706,706,גיאה,1,1,523,422,419,3,אמת,167,84,83,0.398568,167,1,1,0,0,0,25,0,0,0,0,47,1,84,10,0,0,0,0,72,0,0,5,3,1,2
K20,loc:707,locality,loc:707,707,כפר דניאל,1,1,459,364,364,0,אמת,190,49,141,0.521978,190,0,0,0,0,0,7,0,0,0,0,49,2,28,30,0,0,0,0,49,0,0,5,3,0,1
K20,loc:708,locality,loc:708,708,עמקה,1,1,493,360,352,8,מחל,178,62,116,0.505682,20,6,0,0,0,0,36,0,0,0,0,62,6,178,0,0,0,0,0,8,0,2,3,18,0,13
K20,loc:709,locality,loc:709,709,תפרח,2,2,945,848,826,22,ג,635,71,564,0.768765,2,635,0,0,0,0,4,0,0,0,0,4,0,40,2,0,0,0,0,5,0,0,3,60,0,71
K20,loc:71,locality,loc:71,71,אשבול,1,1,309,227,225,2,מחל,100,32,68,0.444444,32,0,0,0,0,0,14,0,0,0,0,18,4,100,1,0,0,0,0,15,0,0,2,19,0,20
K20,loc:710,locality,loc:710,710,בית זית,2,2,1054,805,802,3,אמת,316,118,198,0.394015,316,4,5,0,0,0,49,1,0,0,0,54,8,118,111,1,0,0,1,109,0,2,10,5,0,8
K20,loc:7100,locality,loc:7100,7100,אשקלון,166,165,102360,65261,64324,937,מחל,25655,9681,15974,0.39884,6263,645,53,15,3,13,3694,10,4,0,2,5390,9681,25655,566,14,14,22,12,4243,21,46,765,2907,69,4217
K20,loc:711,locality,loc:711,711,עזריה,1,1,704,577,574,3,מחל,324,69,255,0.56446,53,3,0,0,0,0,23,0,0,0,0,69,6,324,3,0,0,0,0,32,0,1,8,9,0,43
K20,loc:712,locality,loc:712,712,בן עמי,1,1,534,431,430,1,אמת,164,94,70,0.381395,164,6,1,0,0,1,19,0,0,0,0,24,11,94,35,0,0,0,0,62,0,0,7,1,0,5
K20,loc:713,locality,loc:713,713,רעים,1,1,348,279,279,0,אמת,198,30,168,0.709677,198,0,0,0,0,0,3,0,0,0,0,7,3,11,30,0,0,0,0,22,0,0,5,0,0,0
K20,loc:714,locality,loc:714,714,ארז,1,1,399,305,302,3,אמת,193,37,156,0.639073,193,0,0,0,0,0,7,0,0,0,0,21,1,14,37,0,0,0,0,21,0,0,6,0,2,0
K20,loc:715,locality,loc:715,715,להבות חביבה,1,1,483,383,382,1,אמת,218,70,148,0.570681,218,0,1,0,0,1,6,0,0,0,0,19,8,11,70,0,0,0,0,44,0,0,2,0,0,2
K20,loc:716,locality,loc:716,716,אייל,1,1,364,298,296,2,אמת,205,27,178,0.692568,205,0,0,0,0,0,8,0,0,0,0,7,1,14,26,0,0,0,0,27,0,0,6,1,0,1
K20,loc:717,locality,loc:717,717,חגור,1,1,657,560,560,0,אמת,196,120,76,0.35,196,0,1,0,0,0,36,0,0,0,0,40,8,120,29,1,0,0,0,112,0,0,5,4,0,8
K20,loc:718,locality,loc:718,718,ירחיב,1,1,677,510,503,7,מחל,226,80,146,0.449304,75,4,0,0,0,1,33,0,0,0,0,80,4,226,11,0,0,0,0,35,0,0,11,5,0,18
K20,loc:719,locality,loc:719,719,תל קציר,1,1,273,201,201,0,אמת,118,20,98,0.587065,118,0,1,0,0,0,11,0,0,0,0,13,3,19,8,0,0,0,0,20,0,0,8,0,0,0
K20,loc:72,locality,loc:72,72,גן שמואל,2,2,854,675,671,4,מרצ,318,291,27,0.47392,291,0,3,0,0,0,2,0,0,0,0,10,0,6,318,0,0,0,0,32,0,0,8,0,0,1
K20,loc:720,locality,loc:720,720,ניר גלים,1,1,535,468,467,1,טב,270,92,178,0.578158,15,4,0,0,0,0,270,0,0,0,0,12,3,92,11,0,0,0,0,14,1,0,3,34,0,8
K20,loc:7200,locality,loc:7200,7200,נס ציונה,51,51,30675,24115,23948,167,אמת,7656,5544,2112,0.319693,7656,173,25,2,1,6,1140,0,1,0,0,2355,550,5544,1029,13,4,2,1,4292,2,10,253,312,17,560
K20,loc:721,locality,loc:721,721,שדה אילן,1,1,367,304,304,0,טב,159,75,84,0.523026,12,5,0,0,0,0,159,0,0,0,0,23,3,75,1,1,0,0,0,17,0,0,1,4,0,3
K20,loc:722,locality,loc:722,722,מגשימים,1,1,638,482,482,0,אמת,193,93,100,0.400415,193,1,0,0,0,1,12,0,0,0,0,36,5,93,33,0,0,1,0,90,0,0,14,2,0,1
K20,loc:723,locality,loc:723,723,בית הגדי,1,1,468,397,392,5,מחל,223,97,126,0.568878,7,3,0,0,0,0,32,0,0,0,0,15,1,223,0,0,0,1,0,4,0,1,4,97,0,4
K20,loc:726,locality,loc:726,726,הודייה,1,1,474,325,323,2,מחל,153,45,108,0.473684,45,1,0,0,0,0,27,0,0,0,0,31,5,153,5,0,0,0,0,28,0,0,3,4,1,20
K20,loc:727,locality,loc:727,727,תלמי יחיאל,1,1,555,410,409,1,אמת,143,99,44,0.349633,143,1,0,0,0,0,21,0,0,0,0,64,9,99,11,0,0,0,0,47,0,0,6,2,0,6
K20,loc:729,locality,loc:729,729,משמר השבעה,1,1,631,494,490,4,אמת,160,115,45,0.326531,160,0,0,0,0,0,22,0,0,0,0,48,7,100,20,0,0,0,0,115,0,1,11,4,1,1
K20,loc:730,locality,loc:730,730,אליפלט,1,1,402,293,293,0,מחל,176,42,134,0.600683,20,7,0,0,0,0,21,0,0,0,0,42,1,176,1,0,0,0,0,1,0,1,1,4,1,17
K20,loc:7300,locality,loc:7300,7300,נצרת,83,83,53232,32689,32399,290,ודעם,29881,869,29012,0.922282,869,9,29881,4,3,0,6,2,1,0,7,136,126,343,677,4,4,10,110,70,4,9,43,12,6,63
K20,loc:731,locality,loc:731,731,מישר,1,1,454,377,375,2,אמת,168,75,93,0.448,168,0,2,0,0,0,19,0,0,0,0,19,3,53,29,0,0,0,0,75,0,1,4,2,0,0
K20,loc:732,locality,loc:732,732,משמר הירדן,1,1,454,348,348,0,מחל,160,62,98,0.45977,62,2,0,0,0,0,22,0,0,0,0,33,12,160,8,0,0,0,0,30,0,0,4,8,0,7
K20,loc:734,locality,loc:734,734,גן יאשיה,1,1,580,481,480,1,אמת,255,78,177,0.53125,255,0,0,0,0,0,22,0,0,0,0,24,6,35,50,0,0,0,0,78,0,0,7,1,0,2
K20,loc:735,locality,loc:735,735,רמות מאיר,1,1,522,385,384,1,אמת,151,60,91,0.393229,151,1,1,0,0,0,37,0,0,0,0,37,4,45,30,0,0,0,0,60,0,0,2,9,1,6
K20,loc:736,locality,loc:736,736,גילת,2,2,878,671,670,1,מחל,360,78,282,0.537313,78,1,0,0,0,0,44,0,0,0,0,58,15,360,3,1,0,1,0,46,0,1,7,42,0,13
K20,loc:737,locality,loc:737,737,עולש,2,2,687,545,543,2,אמת,238,95,143,0.438306,238,0,0,0,0,0,34,0,0,0,0,51,2,79,22,0,0,0,0,95,0,0,9,11,0,2
K20,loc:738,locality,loc:738,738,דור,1,1,266,220,219,1,אמת,94,41,53,0.429224,94,0,1,0,0,1,10,0,0,0,0,28,1,41,11,0,0,0,0,30,0,0,2,0,0,0
K20,loc:739,locality,loc:739,739,שדה עוזיהו,2,2,884,704,700,4,מחל,305,234,71,0.435714,31,8,0,0,0,0,26,0,0,0,0,234,5,305,0,0,0,0,0,14,0,1,11,28,1,36
K20,loc:74,locality,loc:74,74,עין הוד,1,1,452,337,336,1,אמת,162,91,71,0.482143,162,2,8,0,0,0,10,0,0,0,0,12,1,23,91,0,0,0,0,13,0,0,12,2,0,0
K20,loc:740,locality,loc:740,740,אשתאול,1,1,680,550,548,2,מחל,205,76,129,0.374088,68,21,1,0,0,0,40,0,0,0,0,52,4,205,20,0,0,0,0,29,0,1,2,29,0,76
K20,loc:7400,locality,loc:7400,7400,נתניה,275,275,168914,106738,105468,1270,מחל,35374,14575,20799,0.3354,14575,2921,65,5,2,10,6851,6,2,0,5,11796,8424,35374,1538,24,21,14,9,11035,40,63,1089,3177,103,8319
K20,loc:741,locality,loc:741,741,שואבה,1,1,425,337,337,0,אמת,108,74,34,0.320475,108,4,1,0,0,0,16,0,0,0,0,28,7,74,35,0,0,0,0,52,0,0,3,4,0,5
K20,loc:742,locality,loc:742,742,מסילת ציון,1,1,647,528,527,1,אמת,211,110,101,0.40038,211,0,0,0,0,0,18,0,0,0,0,59,5,110,47,0,0,0,0,48,1,0,6,5,1,16
K20,loc:743,locality,loc:743,743,כפר שמואל,1,1,529,437,432,5,אמת,193,73,120,0.446759,193,1,2,0,0,0,16,0,0,0,0,33,6,56,41,1,0,0,0,73,0,1,4,0,0,5
K20,loc:744,locality,loc:744,744,תלמי יפה,1,1,424,332,331,1,אמת,119,64,55,0.359517,119,1,0,0,0,0,26,0,0,0,0,36,4,59,13,0,0,0,0,64,0,0,4,3,2,0
K20,loc:745,locality,loc:745,745,גמזו,1,1,631,531,530,1,טב,276,113,163,0.520755,11,14,0,0,0,0,276,0,0,0,0,17,4,113,7,1,0,0,0,11,0,0,1,59,0,16
K20,loc:746,locality,loc:746,746,ברכיה,2,2,696,596,591,5,קץ,289,197,92,0.489002,6,3,0,0,0,0,44,0,0,0,0,12,0,197,0,0,0,0,0,8,0,0,1,289,1,30
K20,loc:747,locality,loc:747,747,בית שקמה,1,1,526,350,345,5,מחל,148,97,51,0.428986,17,6,0,0,0,0,17,0,0,0,0,97,6,148,2,0,0,0,0,10,0,1,2,21,0,18
K20,loc:748,locality,loc:748,748,מסלול,1,1,390,307,307,0,מחל,107,86,21,0.348534,86,3,0,0,0,0,14,0,0,0,0,37,10,107,4,0,0,0,0,20,0,0,1,5,0,20
K20,loc:749,locality,loc:749,749,פטיש,1,1,590,487,484,3,מחל,198,115,83,0.409091,44,1,0,0,0,0,31,0,0,0,0,42,4,198,0,0,0,1,0,17,0,0,3,28,0,115
K20,loc:750,locality,loc:750,750,פדויים,1,1,298,215,214,1,מחל,80,44,36,0.373832,19,7,0,0,0,0,44,0,0,0,0,22,2,80,0,0,0,0,0,5,0,0,0,10,0,25
K20,loc:7500,locality,loc:7500,7500,סח'נין,27,27,18647,15231,15182,49,ודעם,14603,204,14399,0.961863,204,6,14603,1,1,0,5,0,2,0,4,71,11,27,149,0,0,1,30,16,0,1,1,9,1,39
K20,loc:751,locality,loc:751,751,בית מאיר,1,1,355,285,283,2,מחל,91,77,14,0.321555,4,21,0,0,0,0,77,0,0,0,0,12,1,91,0,3,0,0,0,9,0,0,3,39,1,22
K20,loc:752,locality,loc:752,752,תעוז,1,1,405,328,328,0,מחל,106,52,54,0.323171,52,2,2,0,0,0,48,0,0,0,0,31,1,106,14,1,0,0,0,35,0,0,1,7,0,28
K20,loc:753,locality,loc:753,753,ינוב,1,1,592,460,460,0,מחל,142,107,35,0.308696,107,1,2,0,0,0,30,0,0,0,0,54,2,142,18,0,0,0,0,58,0,0,11,31,0,4
K20,loc:755,locality,loc:755,755,גורן,1,1,351,264,260,4,מחל,118,53,65,0.453846,28,6,0,0,0,0,12,0,0,0,0,30,1,118,1,0,0,0,0,8,0,0,1,2,0,53
K20,loc:756,locality,loc:756,756,בית עזרא,2,2,792,634,628,6,אמת,181,169,12,0.288217,181,1,0,0,0,0,47,0,0,0,0,85,10,169,10,0,0,0,0,63,0,1,8,18,1,34
K20,loc:757,locality,loc:757,757,מצליח,2,2,944,731,729,2,מחל,299,146,153,0.410151,121,6,0,0,0,0,30,0,0,0,0,146,10,299,9,0,0,0,0,58,0,3,6,4,0,37
K20,loc:758,locality,loc:758,758,יד חנה,1,1,479,392,391,1,אמת,144,76,68,0.368286,144,1,3,0,0,0,8,0,0,0,0,26,10,76,53,0,0,0,0,63,0,1,4,0,0,2
K20,loc:759,locality,loc:759,759,יציץ,1,1,523,396,392,4,מחל,196,70,126,0.5,36,1,0,0,0,0,24,0,0,0,0,70,1,196,11,0,0,1,0,18,0,0,5,12,0,17
K20,loc:76,locality,loc:76,76,כפר גלעדי,1,1,545,366,362,4,אמת,249,32,217,0.687845,249,2,0,0,0,0,8,0,0,0,0,32,5,13,31,0,0,0,0,14,0,0,5,1,0,2
K20,loc:760,locality,loc:760,760,בן זכאי,1,1,564,456,455,1,מחל,220,95,125,0.483516,10,1,1,0,0,0,34,0,0,0,0,53,5,220,2,0,0,0,0,8,0,0,1,95,0,25
K20,loc:7600,locality,loc:7600,7600,עכו,68,68,40470,26114,25729,385,מחל,7818,6655,1163,0.303859,1916,139,6655,2,0,29,1109,4,1,0,4,1631,2616,7818,206,9,3,7,72,938,22,14,181,388,19,1946
K20,loc:761,locality,loc:761,761,שובה,1,1,372,299,296,3,מחל,153,47,106,0.516892,4,4,0,0,0,0,40,0,0,0,0,27,2,153,0,0,0,0,0,1,0,0,3,47,0,15
K20,loc:762,locality,loc:762,762,בטחה,1,1,536,438,437,1,מחל,237,48,189,0.542334,21,13,0,0,0,0,48,0,0,0,0,31,1,237,1,0,0,1,0,9,0,1,1,25,0,48
K20,loc:763,locality,loc:763,763,שתולים,2,2,1244,950,942,8,מחל,398,148,250,0.422505,148,3,0,0,0,0,89,0,0,0,0,122,12,398,10,1,0,0,0,73,0,1,15,41,0,29
