election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
K22,loc:622,locality,loc:622,622,עין צורים,1,1,450,363,363,0,טב,203,68,135,0.559229,15,6,0,0,0,0,0,203,0,0,0,0,0,0,0,14,4,42,7,0,0,0,68,0,0,0,0,0,0,0,0,4
K22,loc:623,locality,loc:623,623,יראון,1,1,360,213,212,1,פה,115,52,63,0.542453,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,37,0,0,0,115,0,0,0,0,0,0,0,0,0
K22,loc:627,locality,loc:627,627,ג'לג'וליה,9,9,6295,4714,4675,39,ודעם,4071,322,3749,0.870802,155,0,4071,0,0,0,0,6,0,0,0,2,0,0,4,3,2,19,322,0,2,0,79,0,2,0,0,1,0,1,0,6
K22,loc:628,locality,loc:628,628,ג'ת,13,13,8058,4098,4061,37,ודעם,3791,130,3661,0.933514,14,1,3791,0,1,0,0,6,0,0,0,0,0,0,19,1,3,17,130,1,1,0,60,1,1,0,0,5,1,2,0,6
K22,loc:63,locality,loc:63,63,כנרת (מושבה),1,1,522,363,361,2,פה,170,110,60,0.470914,33,3,2,1,0,0,0,12,0,0,0,0,0,0,0,0,7,110,21,0,0,0,170,0,0,0,0,0,0,0,2,0
K22,loc:6300,locality,loc:6300,6300,גבעתיים,79,79,48361,34199,34091,108,פה,17156,5904,11252,0.503241,3272,209,179,6,8,0,22,1233,5,29,0,0,0,0,0,253,1436,5904,3858,3,2,0,17156,8,13,1,2,5,4,2,8,473
K22,loc:633,locality,loc:633,633,כפר ברא,3,3,2316,1605,1592,13,ודעם,1358,127,1231,0.853015,11,0,1358,0,0,0,0,0,0,0,0,0,0,0,28,0,1,10,127,0,0,0,30,1,0,0,0,0,1,0,0,25
K22,loc:634,locality,loc:634,634,כפר קאסם,23,23,14908,10482,10363,119,ודעם,6999,2689,4310,0.675384,83,14,6999,2,1,0,4,11,1,1,1,2,2,0,238,3,2,49,2689,1,2,0,229,0,3,1,1,2,6,4,2,10
K22,loc:635,locality,loc:635,635,מוקייבלה,4,4,2545,1273,1261,12,ודעם,1122,66,1056,0.88977,19,0,1122,0,0,0,0,0,0,0,0,0,1,0,66,0,3,3,20,0,0,0,25,0,0,0,0,0,1,0,0,1
K22,loc:636,locality,loc:636,636,צנדלה,2,2,1213,631,627,4,ודעם,605,7,598,0.964912,0,0,605,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,7,0,0,0,1,0,0,0,0,0
K22,loc:637,locality,loc:637,637,ערערה,18,18,13144,7377,7320,57,ודעם,6878,141,6737,0.939617,21,0,6878,0,3,0,0,7,0,3,4,2,1,0,46,5,4,67,141,1,4,0,106,1,1,1,2,9,4,3,1,5
K22,loc:638,locality,loc:638,638,קלנסווה,20,20,14182,9296,9247,49,ודעם,8833,125,8708,0.955229,54,0,8833,0,4,0,2,12,0,0,1,4,1,0,27,2,3,34,125,1,2,0,114,2,1,2,1,9,1,5,1,6
K22,loc:64,locality,loc:64,64,"יד רמב""ם",2,2,848,638,638,0,מחל,328,83,245,0.514107,24,9,0,0,0,0,60,35,0,0,0,0,0,0,0,14,13,328,4,0,0,0,83,0,0,0,0,0,0,0,0,68
K22,loc:6400,locality,loc:6400,6400,הרצלייה,134,134,81947,54464,54252,212,פה,25893,12639,13254,0.477273,3565,546,115,15,9,0,31,1955,1,44,3,3,1,0,2,446,3124,12639,3994,8,5,0,25893,7,23,2,5,9,6,3,5,1793
K22,loc:648,locality,loc:648,648,מצר,1,1,430,315,314,1,מרצ,158,109,49,0.503185,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,158,0,0,0,109,0,0,0,0,0,0,0,0,0
K22,loc:649,locality,loc:649,649,מייסר,2,2,1303,739,732,7,ודעם,586,84,502,0.800546,84,1,586,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,43,0,0,0,10,0,0,0,0,1,0,0,0,1
K22,loc:65,locality,loc:65,65,מגדל,2,2,1390,914,910,4,מחל,465,143,322,0.510989,36,28,5,0,0,0,1,43,1,1,0,0,0,0,0,43,22,465,7,0,0,0,106,0,0,1,0,0,0,0,8,143
K22,loc:6500,locality,loc:6500,6500,חדרה,119,119,75949,47311,47013,298,מחל,17838,13097,4741,0.379427,2071,651,130,14,6,0,33,1784,9,48,10,5,4,0,10,722,5436,17838,1056,20,12,0,13097,20,63,12,6,22,15,13,43,3863
K22,loc:652,locality,loc:652,652,אבטין,3,3,1795,909,899,10,ודעם,762,84,678,0.847608,10,0,762,0,0,0,0,2,0,0,0,0,0,0,8,2,0,5,12,0,1,0,84,0,0,0,0,0,1,1,1,10
K22,loc:654,locality,loc:654,654,כפר קרע,17,17,12760,8230,8180,50,ודעם,7417,276,7141,0.906724,48,2,7417,3,1,0,4,3,0,1,1,2,3,0,83,2,8,131,276,1,3,0,115,0,1,0,5,6,6,6,2,50
K22,loc:658,locality,loc:658,658,שייח' דנון,3,3,1968,1374,1362,12,ודעם,1237,92,1145,0.908223,1,0,1237,0,0,0,0,0,0,0,1,0,0,0,5,0,1,7,92,0,0,0,12,0,0,0,0,1,0,1,2,2
K22,loc:66,locality,loc:66,66,מרחביה (קיבוץ),2,2,891,639,637,2,פה,277,117,160,0.434851,54,1,2,0,0,0,1,17,1,0,0,0,0,0,0,6,43,117,113,0,0,0,277,0,0,0,0,0,0,0,0,5
K22,loc:6600,locality,loc:6600,6600,חולון,259,259,158451,101318,100746,572,מחל,37292,30473,6819,0.370159,5675,1056,95,38,16,0,48,3480,9,85,3,3,15,0,17,1441,8699,37292,2188,20,14,0,30473,19,72,1,17,30,14,18,41,9867
K22,loc:661,locality,loc:661,661,שער אפרים,2,2,1226,935,927,8,פה,346,284,62,0.373247,55,10,1,0,1,0,68,31,1,1,0,0,0,0,0,8,27,284,42,0,0,0,346,0,1,0,1,0,0,0,0,50
K22,loc:662,locality,loc:662,662,חוסן,1,1,721,539,535,4,מחל,277,94,183,0.517757,25,3,0,0,0,0,11,20,0,1,0,0,0,0,0,17,33,277,12,0,0,0,94,0,0,0,0,0,0,0,1,41
K22,loc:663,locality,loc:663,663,טירת יהודה,1,1,786,620,619,1,מחל,220,216,4,0.355412,19,18,0,0,0,0,54,216,0,1,0,0,0,0,0,17,2,220,3,0,0,0,33,0,0,0,0,0,0,0,0,36
K22,loc:664,locality,loc:664,664,כרם בן זמרה,1,1,405,310,310,0,מחל,167,50,117,0.53871,17,5,0,0,0,0,7,41,0,0,0,0,0,0,0,3,1,167,4,0,0,0,50,0,0,1,0,0,0,0,0,14
K22,loc:665,locality,loc:665,665,תקומה,1,1,485,415,412,3,טב,168,122,46,0.407767,14,4,0,0,0,0,2,168,0,0,0,0,0,0,0,20,1,122,4,0,0,0,65,1,0,0,0,0,0,0,0,11
K22,loc:666,locality,loc:666,666,עומר,10,10,6401,4642,4624,18,פה,2102,1181,921,0.454585,438,22,37,0,0,0,3,225,1,3,0,0,0,0,0,23,201,1181,352,2,0,0,2102,2,0,0,0,1,0,0,2,29
K22,loc:667,locality,loc:667,667,ברעם,1,1,507,367,366,1,פה,160,145,15,0.437158,36,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,7,9,145,0,0,0,160,0,0,0,0,0,0,0,0,2
K22,loc:668,locality,loc:668,668,מפלסים,1,1,668,480,477,3,פה,267,89,178,0.559748,89,0,1,0,0,0,1,16,0,1,0,0,0,0,0,0,17,28,54,0,0,0,267,1,0,0,0,0,0,0,1,1
K22,loc:67,locality,loc:67,67,אור הנר,1,1,614,473,472,1,פה,274,97,177,0.580508,97,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,22,23,50,0,0,0,274,0,0,0,0,0,0,0,0,0
K22,loc:670,locality,loc:670,670,משמר איילון,1,1,402,354,354,0,פה,147,90,57,0.415254,28,0,1,0,0,0,35,9,0,3,0,0,0,0,0,2,19,90,16,0,0,0,147,0,0,0,0,0,0,0,0,4
K22,loc:6700,locality,loc:6700,6700,טבריה,59,59,34823,20853,20715,138,מחל,9477,3710,5767,0.457495,589,1496,22,3,2,0,7,717,2,9,1,0,0,0,1,568,1395,9477,75,0,1,0,2145,1,1,6,2,8,2,6,469,3710
K22,loc:672,locality,loc:672,672,בית נקופה,1,1,474,368,368,0,פה,132,91,41,0.358696,27,2,1,0,0,0,18,15,0,0,0,0,0,0,0,5,16,91,42,1,0,0,132,0,0,0,0,0,0,0,0,18
K22,loc:673,locality,loc:673,673,כפר טרומן,1,1,578,466,465,1,פה,181,99,82,0.389247,32,1,1,0,1,0,77,11,0,0,0,0,0,0,0,8,21,99,27,0,0,0,181,0,0,0,0,0,0,0,0,6
K22,loc:674,locality,loc:674,674,לימן,1,1,547,396,396,0,פה,187,115,72,0.472222,31,1,0,0,0,0,4,19,0,1,0,0,0,0,0,4,21,115,8,0,0,0,187,0,0,0,0,0,0,0,0,5
K22,loc:675,locality,loc:675,675,הבונים,1,1,299,201,201,0,פה,118,40,78,0.587065,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,40,0,0,0,118,0,0,0,0,0,0,0,0,0
K22,loc:676,locality,loc:676,676,עין השלושה,1,1,292,180,179,1,פה,102,32,70,0.569832,32,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,15,15,8,1,0,0,102,0,0,0,0,0,0,0,0,1
K22,loc:677,locality,loc:677,677,הסוללים,1,1,707,528,525,3,פה,305,66,239,0.580952,58,1,3,1,1,0,1,15,0,0,0,0,0,0,0,4,14,49,66,0,0,0,305,0,0,0,0,0,0,0,0,7
K22,loc:678,locality,loc:678,678,מעגן,1,1,321,222,221,1,פה,122,28,94,0.552036,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,10,28,25,0,0,0,122,0,0,0,0,0,0,0,0,1
K22,loc:679,locality,loc:679,679,אביאל,1,1,520,399,399,0,פה,183,76,107,0.458647,29,2,3,0,0,0,15,9,0,0,0,0,0,0,0,2,8,76,68,0,0,0,183,0,0,1,0,0,0,0,0,3
K22,loc:680,locality,loc:680,680,אומץ,1,1,512,399,399,0,פה,237,48,189,0.593985,43,0,0,0,1,0,13,7,0,0,0,0,0,0,0,2,7,48,38,0,0,0,237,0,0,0,0,0,0,0,0,3
K22,loc:6800,locality,loc:6800,6800,קריית אתא,76,76,47179,30803,30639,164,מחל,13436,6774,6662,0.438526,1298,721,12,9,1,0,15,1524,4,22,2,2,0,0,5,650,3236,13436,277,9,2,0,6774,8,6,3,2,15,4,11,19,2572
K22,loc:681,locality,loc:681,681,גבעת שמואל,29,29,18078,13720,13669,51,טב,4250,3397,853,0.310923,551,272,30,3,0,0,10,4250,0,12,0,1,0,0,0,431,405,3397,384,1,0,0,3174,4,5,2,0,2,3,0,3,729
K22,loc:682,locality,loc:682,682,אליקים,1,1,589,425,420,5,מחל,215,80,135,0.511905,16,17,0,1,0,0,0,29,0,0,0,0,0,0,0,21,7,215,0,0,0,0,34,0,0,0,0,0,0,0,0,80
K22,loc:683,locality,loc:683,683,גבע כרמל,1,1,728,574,571,3,פה,287,125,162,0.502627,55,3,0,1,1,0,29,14,0,1,0,0,0,0,0,0,13,125,33,0,0,0,287,0,0,0,0,0,0,0,0,9
K22,loc:684,locality,loc:684,684,היוגב,1,1,562,431,428,3,פה,287,52,235,0.670561,52,0,2,1,0,0,6,12,0,1,0,0,0,0,0,1,12,20,28,0,0,0,287,0,1,0,0,0,0,0,0,5
K22,loc:685,locality,loc:685,685,בניה,1,1,627,519,518,1,פה,263,81,182,0.507722,45,1,0,0,0,0,60,18,0,0,0,0,0,0,0,4,9,81,30,1,0,0,263,0,1,0,0,0,0,0,0,5
K22,loc:686,locality,loc:686,686,נווה ימין,2,2,1019,763,759,4,מחל,289,176,113,0.380764,39,5,0,1,1,0,119,35,0,0,0,0,0,0,0,15,20,289,15,0,1,0,176,0,0,0,0,0,0,0,0,43
K22,loc:687,locality,loc:687,687,עין איילה,1,1,747,566,565,1,פה,324,92,232,0.573451,43,3,0,0,1,0,6,10,0,0,0,0,0,0,0,1,18,64,92,0,0,0,324,0,0,0,0,0,0,0,0,3
K22,loc:688,locality,loc:688,688,עלמה,1,1,578,441,439,2,מחל,286,56,230,0.651481,3,1,0,0,0,0,17,25,0,0,0,0,0,0,0,35,0,286,1,0,0,0,13,0,0,0,0,0,0,0,2,56
K22,loc:689,locality,loc:689,689,מגדים,1,1,794,613,613,0,פה,272,185,87,0.443719,30,4,0,0,0,0,26,24,0,0,0,0,0,0,0,3,17,185,25,0,0,0,272,0,0,0,0,0,0,0,1,26
K22,loc:69,locality,loc:69,69,ניר עוז,1,1,325,225,224,1,פה,96,77,19,0.428571,27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,13,77,0,0,0,96,0,2,0,1,0,0,0,0,1
K22,loc:690,locality,loc:690,690,כפר אחים,1,1,534,421,420,1,פה,200,116,84,0.47619,16,7,0,0,0,0,23,22,0,1,1,0,0,0,0,6,10,116,9,0,0,0,200,0,0,0,0,0,0,0,0,9
K22,loc:6900,locality,loc:6900,6900,כפר סבא,136,136,80443,57976,57762,214,פה,26798,13339,13459,0.463938,4081,497,157,29,10,0,63,2687,4,42,1,6,8,0,2,581,3526,13339,4155,16,2,0,26798,11,14,3,3,14,1,6,24,1682
K22,loc:692,locality,loc:692,692,שפיר,1,1,537,439,436,3,מחל,152,95,57,0.348624,28,4,1,0,0,0,19,76,0,0,0,0,0,0,0,21,10,152,7,0,0,0,95,0,0,0,1,0,0,0,0,22
K22,loc:693,locality,loc:693,693,"נתיב הל""ה",1,1,458,349,349,0,פה,177,79,98,0.507163,79,0,3,0,0,0,2,0,0,4,0,0,0,0,0,2,12,9,61,0,0,0,177,0,0,0,0,0,0,0,0,0
K22,loc:694,locality,loc:694,694,מעגן מיכאל,3,3,1690,1140,1131,9,פה,600,248,352,0.530504,198,1,1,3,0,0,3,15,0,1,0,0,0,0,0,6,25,29,248,0,0,0,600,0,0,0,0,0,0,0,0,1
K22,loc:695,locality,loc:695,695,מגן,1,1,466,332,330,2,מרצ,140,126,14,0.424242,40,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,10,8,140,0,0,0,126,0,0,0,0,0,0,0,0,0
K22,loc:696,locality,loc:696,696,"כפר חב""ד",7,7,4136,2799,2795,4,ג,1064,614,450,0.38068,5,1064,0,0,0,0,1,312,0,0,0,0,0,0,0,614,8,527,5,0,0,0,10,0,0,0,0,0,0,0,0,249
K22,loc:697,locality,loc:697,697,בארותיים,1,1,711,539,539,0,פה,318,51,267,0.589981,33,3,1,0,0,0,51,18,0,1,0,0,0,0,0,1,24,47,41,0,0,0,318,0,0,0,0,0,0,0,0,1
K22,loc:698,locality,loc:698,698,בורגתה,2,2,791,608,607,1,פה,314,102,212,0.517298,22,1,0,0,1,0,69,19,0,1,0,0,0,0,0,1,17,102,49,0,0,0,314,0,0,0,1,0,0,0,0,10
K22,loc:699,locality,loc:699,699,ניר ישראל,1,1,593,469,467,2,פה,233,82,151,0.498929,33,1,1,0,0,0,38,26,0,0,0,0,0,0,0,1,17,82,27,0,0,0,233,0,0,0,0,0,0,0,0,8
K22,loc:7,locality,loc:7,7,שחר,1,1,517,377,377,0,מחל,128,98,30,0.339523,31,8,0,0,0,0,18,28,0,0,0,0,0,0,0,3,11,128,13,0,0,0,98,0,0,0,0,0,0,0,0,39
K22,loc:70,locality,loc:70,70,אשדוד,296,296,178302,116800,115992,808,מחל,36221,20902,15319,0.312272,3177,13627,35,33,11,0,171,3689,11,89,22,9,11,0,21,1703,20902,36221,691,32,14,0,18956,22,88,2,11,43,15,18,68,16300
K22,loc:700,locality,loc:700,700,חצב,2,2,859,659,655,4,מחל,244,174,70,0.372519,34,6,0,0,0,0,90,35,0,1,0,1,0,0,0,17,12,244,11,0,0,0,174,0,0,0,0,0,0,0,0,30
K22,loc:7000,locality,loc:7000,7000,לוד,92,92,55192,32369,31999,370,מחל,10721,4544,6177,0.335042,821,662,4544,18,8,0,22,2207,6,30,12,7,16,0,815,858,3876,10721,276,31,47,0,4175,9,47,6,11,25,22,21,31,2675
K22,loc:701,locality,loc:701,701,ארבל,1,1,443,340,340,0,מחל,122,116,6,0.358824,39,2,0,0,0,0,7,11,0,0,0,0,0,0,0,9,11,122,15,0,0,0,116,0,1,0,0,0,1,0,1,5
K22,loc:702,locality,loc:702,702,האון,1,1,152,92,91,1,פה,32,27,5,0.351648,27,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,32,0,0,0,0,0,0,0,2,4
K22,loc:703,locality,loc:703,703,גבעת עוז,1,1,406,272,271,1,פה,136,53,83,0.501845,40,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,10,20,53,0,0,0,136,1,0,0,0,0,0,0,0,0
K22,loc:705,locality,loc:705,705,נחשונים,1,1,348,249,248,1,פה,106,89,17,0.427419,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,15,89,0,0,0,106,0,1,0,0,0,0,0,0,0
K22,loc:706,locality,loc:706,706,גיאה,1,1,559,447,447,0,פה,212,89,123,0.474273,52,1,0,0,0,0,33,18,0,0,0,0,0,0,0,3,13,89,22,0,0,0,212,1,0,0,0,0,1,0,0,2
K22,loc:707,locality,loc:707,707,כפר דניאל,1,1,488,369,369,0,פה,222,46,176,0.601626,36,3,0,1,0,0,6,8,0,0,0,0,0,0,0,1,9,37,46,0,0,0,222,0,0,0,0,0,0,0,0,0
K22,loc:708,locality,loc:708,708,עמקה,1,1,566,424,422,2,מחל,260,42,218,0.616114,14,22,0,1,0,0,2,36,0,0,0,0,0,0,0,11,0,260,3,0,0,0,42,0,0,0,0,0,0,0,0,31
K22,loc:709,locality,loc:709,709,תפרח,2,2,1004,877,872,5,ג,683,121,562,0.783257,0,683,0,0,0,0,0,7,0,0,0,0,0,0,0,6,2,45,1,0,0,0,7,0,0,0,0,0,0,0,0,121
K22,loc:71,locality,loc:71,71,אשבול,1,1,408,313,313,0,מחל,136,68,68,0.434505,39,1,0,0,0,0,7,17,0,0,0,0,0,0,0,7,8,136,4,0,0,0,68,1,0,0,0,0,0,0,0,25
K22,loc:710,locality,loc:710,710,בית זית,2,2,1179,871,870,1,פה,351,159,192,0.403448,96,12,5,0,0,0,17,39,0,0,0,1,0,0,0,8,30,139,159,0,0,0,351,0,1,0,0,0,0,0,1,11
K22,loc:7100,locality,loc:7100,7100,אשקלון,182,182,113362,70918,70431,487,מחל,28506,12923,15583,0.404737,2283,1017,53,19,10,0,139,3345,12,65,10,8,7,0,20,1851,12923,28506,503,22,17,0,12210,24,82,6,16,37,14,13,64,7155
K22,loc:711,locality,loc:711,711,עזריה,1,1,779,620,619,1,מחל,329,89,240,0.531502,15,4,0,0,0,0,89,12,0,0,0,0,0,0,0,17,8,329,4,0,0,0,80,0,0,0,0,0,0,0,0,61
K22,loc:712,locality,loc:712,712,בן עמי,1,1,554,416,414,2,פה,200,86,114,0.483092,29,8,2,0,0,0,8,15,0,0,0,0,0,0,0,4,21,86,35,0,0,0,200,0,0,0,0,0,0,0,0,6
K22,loc:713,locality,loc:713,713,רעים,1,1,362,255,254,1,פה,131,76,55,0.515748,76,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,6,31,0,0,0,131,0,0,0,0,0,0,0,0,0
K22,loc:714,locality,loc:714,714,ארז,1,1,417,310,309,1,פה,155,80,75,0.501618,80,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,8,15,41,0,0,0,155,0,1,0,0,0,0,0,0,1
K22,loc:715,locality,loc:715,715,להבות חביבה,1,1,600,466,463,3,פה,280,97,183,0.604752,49,2,3,0,0,0,3,4,0,0,0,0,0,0,0,0,8,17,97,0,0,0,280,0,0,0,0,0,0,0,0,0
K22,loc:716,locality,loc:716,716,אייל,1,1,390,307,305,2,פה,174,76,98,0.570492,76,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4,13,32,0,0,0,174,1,0,0,0,0,0,0,0,0
K22,loc:717,locality,loc:717,717,חגור,1,1,714,579,577,2,פה,259,93,166,0.448873,34,2,0,0,0,0,93,21,1,1,0,0,0,0,0,10,14,93,37,0,0,0,259,0,0,0,0,0,0,0,0,12
K22,loc:718,locality,loc:718,718,ירחיב,1,1,793,590,587,3,מחל,306,142,164,0.521295,18,7,0,1,0,0,15,35,0,3,0,0,0,0,0,6,13,306,12,0,0,0,142,0,1,0,0,1,0,0,0,27
K22,loc:719,locality,loc:719,719,תל קציר,1,1,309,227,225,2,פה,119,43,76,0.528889,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,14,28,15,0,0,0,119,0,0,1,0,0,0,0,0,2
K22,loc:72,locality,loc:72,72,גן שמואל,2,2,875,684,684,0,פה,309,304,5,0.451754,53,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,3,9,304,0,0,0,309,1,0,0,0,0,0,0,0,0
K22,loc:720,locality,loc:720,720,ניר גלים,1,1,627,524,524,0,טב,288,120,168,0.549618,17,7,1,0,0,0,4,288,0,1,0,0,0,0,0,31,2,120,2,0,0,0,26,2,0,0,0,0,0,0,0,23
K22,loc:7200,locality,loc:7200,7200,נס ציונה,54,54,33708,25503,25402,101,פה,12197,6408,5789,0.480159,1982,172,35,5,4,0,21,885,1,26,1,2,1,0,3,234,1246,6408,1345,2,1,0,12197,5,18,1,3,3,2,3,10,786
K22,loc:721,locality,loc:721,721,שדה אילן,1,1,379,296,295,1,טב,148,80,68,0.501695,5,5,0,0,0,0,3,148,0,0,0,0,0,0,0,8,0,80,1,0,0,0,38,0,0,0,0,0,0,0,0,7
K22,loc:722,locality,loc:722,722,מגשימים,1,1,676,528,527,1,פה,319,87,232,0.605313,41,2,0,0,0,0,8,4,0,0,0,0,0,0,0,4,18,87,44,0,0,0,319,0,0,0,0,0,0,0,0,0
K22,loc:723,locality,loc:723,723,בית הגדי,1,1,573,457,457,0,מחל,297,45,252,0.649891,10,10,0,0,0,0,5,42,0,0,0,0,0,0,2,45,1,297,1,0,1,0,6,0,0,0,0,0,0,0,0,37
K22,loc:726,locality,loc:726,726,הודייה,1,1,496,331,328,3,מחל,168,58,110,0.512195,26,0,0,0,0,0,20,14,0,0,0,0,0,0,0,5,7,168,2,0,0,0,58,0,0,0,0,0,0,0,0,28
K22,loc:727,locality,loc:727,727,תלמי יחיאל,1,1,618,457,453,4,פה,217,106,111,0.479029,27,0,0,0,0,0,44,22,0,0,0,0,0,0,0,3,6,106,11,0,0,0,217,0,0,0,0,0,0,0,0,17
K22,loc:729,locality,loc:729,729,משמר השבעה,1,1,692,529,528,1,פה,255,140,115,0.482955,49,1,1,1,0,0,12,13,0,1,0,0,0,0,0,3,30,140,18,0,0,0,255,0,0,0,0,0,0,0,0,4
K22,loc:730,locality,loc:730,730,אליפלט,1,1,460,334,334,0,מחל,235,32,203,0.703593,16,2,0,0,0,0,1,13,0,0,0,0,0,0,0,10,0,235,0,0,0,0,32,0,0,0,0,0,0,0,0,25
K22,loc:7300,locality,loc:7300,7300,נצרת,85,85,57407,32006,31787,219,ודעם,29152,892,28260,0.917104,174,13,29152,2,9,0,2,20,1,4,39,7,6,0,93,12,239,283,529,1,15,0,892,1,1,5,4,23,12,17,8,223
K22,loc:731,locality,loc:731,731,מישר,1,1,477,394,393,1,פה,225,50,175,0.572519,25,5,3,0,0,0,22,10,0,1,0,0,0,0,0,0,15,50,37,0,0,0,225,0,0,0,0,0,0,0,0,0
K22,loc:732,locality,loc:732,732,משמר הירדן,1,1,550,395,392,3,מחל,188,94,94,0.479592,34,4,0,0,0,0,0,15,0,2,0,1,0,0,0,11,17,188,14,0,0,0,94,0,0,1,0,0,0,0,0,11
K22,loc:734,locality,loc:734,734,גן יאשיה,1,1,631,476,476,0,פה,289,59,230,0.607143,36,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,14,45,59,0,0,0,289,0,0,1,0,0,0,0,0,2
K22,loc:735,locality,loc:735,735,רמות מאיר,1,1,560,398,396,2,פה,198,71,127,0.5,33,0,0,0,0,0,8,24,0,0,0,0,0,0,0,7,14,71,35,0,0,0,198,0,0,0,0,0,0,0,0,6
K22,loc:736,locality,loc:736,736,גילת,2,2,1010,762,761,1,מחל,412,135,277,0.541393,64,6,0,0,0,0,17,36,0,1,0,0,0,0,0,36,19,412,2,1,0,0,135,0,1,1,0,0,1,0,0,29
K22,loc:737,locality,loc:737,737,עולש,2,2,758,586,585,1,פה,277,91,186,0.473504,48,6,1,0,0,0,91,30,0,0,1,0,0,0,0,3,12,71,38,0,0,0,277,0,0,0,0,0,0,0,0,7
K22,loc:738,locality,loc:738,738,דור,1,1,276,225,223,2,פה,126,46,80,0.565022,13,1,0,0,0,0,13,4,0,0,0,0,0,0,0,0,10,46,9,0,0,0,126,0,0,0,0,0,0,0,0,1
K22,loc:739,locality,loc:739,739,שדה עוזיהו,2,2,979,817,815,2,זץ,474,201,273,0.581595,8,7,0,0,0,0,474,11,0,0,0,0,0,0,0,9,4,201,1,0,0,0,34,0,0,0,0,0,0,1,0,65
K22,loc:74,locality,loc:74,74,עין הוד,1,1,496,358,357,1,פה,166,116,50,0.464986,27,2,9,0,0,0,0,7,0,0,0,0,0,0,0,0,12,17,116,0,0,0,166,0,0,0,0,0,1,0,0,0
K22,loc:740,locality,loc:740,740,אשתאול,1,1,745,592,588,4,מחל,262,89,173,0.445578,17,15,1,0,0,0,44,33,0,0,0,0,0,0,0,17,8,262,26,0,0,0,76,0,0,0,0,0,0,0,0,89
K22,loc:7400,locality,loc:7400,7400,נתניה,292,292,182945,108350,107699,651,מחל,38738,26030,12708,0.359688,3983,3543,53,31,15,0,60,6352,7,72,11,23,19,0,28,2108,11709,38738,1595,41,14,0,26030,27,204,12,17,41,37,24,61,12844
K22,loc:741,locality,loc:741,741,שואבה,1,1,475,350,350,0,פה,118,66,52,0.337143,24,3,3,0,0,0,64,8,0,0,0,0,0,0,0,4,7,66,44,0,0,0,118,0,0,0,2,0,0,0,0,7
K22,loc:742,locality,loc:742,742,מסילת ציון,1,1,687,569,565,4,פה,193,119,74,0.341593,66,2,1,0,0,0,119,21,0,0,0,0,0,0,0,6,12,66,59,0,0,0,193,0,2,0,0,0,0,0,0,18
K22,loc:743,locality,loc:743,743,כפר שמואל,1,1,587,495,491,4,פה,247,71,176,0.503055,45,0,2,0,0,0,40,10,0,0,0,0,0,0,0,3,14,71,56,0,0,0,247,0,0,0,0,0,0,0,0,3
K22,loc:744,locality,loc:744,744,תלמי יפה,1,1,491,359,359,0,פה,165,83,82,0.45961,37,0,1,0,0,0,7,29,0,0,0,0,0,0,0,4,17,83,16,0,0,0,165,0,0,0,0,0,0,0,0,0
K22,loc:745,locality,loc:745,745,גמזו,1,1,676,551,551,0,טב,314,108,206,0.569873,15,16,0,0,0,0,0,314,0,1,0,0,0,0,0,40,3,108,9,0,0,0,22,0,0,0,0,0,0,0,0,23
K22,loc:746,locality,loc:746,746,ברכיה,2,2,758,628,628,0,מחל,260,108,152,0.414013,3,46,0,0,0,0,67,69,0,0,0,0,0,0,0,59,4,260,1,0,0,0,10,0,1,0,0,0,0,0,0,108
K22,loc:747,locality,loc:747,747,בית שקמה,1,1,572,433,429,4,זץ,178,141,37,0.414918,6,5,0,0,0,0,178,8,0,0,0,0,0,0,0,7,7,141,3,0,0,0,19,0,0,0,0,0,0,0,0,55
