election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
K23,loc:6300,locality,loc:6300,6300,גבעתיים,78,78,48523,33978,33861,117,פה,18797,6880,11917,0.555122,4963,207,325,36,1,0,1072,0,3,0,1,1,1,1,5,950,6880,18,5,0,67,0,18797,12,2,7,0,11,5,491
K23,loc:633,locality,loc:633,633,כפר ברא,4,4,2352,1796,1787,9,ודעם,1758,15,1743,0.983772,15,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,1,0,0,0,0,0
K23,loc:634,locality,loc:634,634,כפר קאסם,23,23,15139,11185,11113,72,ודעם,10192,725,9467,0.917124,725,6,10192,1,2,0,6,0,1,13,2,0,1,0,1,0,44,0,1,3,4,6,75,1,4,4,4,2,5,10
K23,loc:635,locality,loc:635,635,מוקייבלה,4,4,2571,1558,1552,6,ודעם,1525,11,1514,0.982603,5,0,1525,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,11,0,2,0,0,1,1,0
K23,loc:636,locality,loc:636,636,צנדלה,2,2,1238,742,739,3,ודעם,734,1,733,0.993234,1,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
K23,loc:637,locality,loc:637,637,ערערה,18,18,13286,9119,9081,38,ודעם,8960,32,8928,0.986675,32,3,8960,0,0,0,4,0,0,4,1,0,0,0,0,1,19,1,1,0,3,8,22,1,1,2,2,2,4,10
K23,loc:638,locality,loc:638,638,קלנסווה,20,20,14379,10437,10391,46,ודעם,10245,43,10202,0.985949,43,0,10245,0,0,0,8,0,0,15,0,0,1,1,0,2,21,2,1,2,2,3,29,1,1,1,2,4,2,5
K23,loc:64,locality,loc:64,64,"יד רמב""ם",2,2,853,660,659,1,מחל,447,82,365,0.6783,22,7,0,0,0,0,27,0,0,0,0,0,0,0,0,5,447,1,0,0,1,0,82,0,0,0,0,0,0,67
K23,loc:6400,locality,loc:6400,6400,הרצלייה,135,135,82906,55010,54833,177,פה,28206,14894,13312,0.514398,4796,675,235,58,3,0,1548,1,1,1,3,2,6,7,6,2301,14894,43,9,2,116,2,28206,12,4,5,3,3,13,1878
K23,loc:648,locality,loc:648,648,מצר,1,1,430,299,299,0,אמת,158,129,29,0.528428,158,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,129,0,0,0,0,0,0,0
K23,loc:649,locality,loc:649,649,מייסר,2,2,1326,842,837,5,ודעם,819,6,813,0.978495,6,0,819,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0
K23,loc:65,locality,loc:65,65,מגדל,2,2,1404,936,934,2,מחל,522,158,364,0.558887,28,31,7,0,0,0,45,0,0,0,0,0,0,0,0,25,522,0,0,0,8,0,110,0,0,0,0,0,0,158
K23,loc:6500,locality,loc:6500,6500,חדרה,121,121,76558,48251,47954,297,מחל,21607,13046,8561,0.450578,1887,667,214,36,5,0,1498,1,3,1,2,3,1,7,15,4648,21607,36,7,3,180,4,13046,11,9,13,8,5,26,4011
K23,loc:652,locality,loc:652,652,אבטין,3,3,1818,1161,1151,10,ודעם,1110,18,1092,0.964379,4,0,1110,0,0,0,1,0,0,3,1,0,0,1,0,1,8,0,0,0,0,2,18,0,0,0,0,1,0,1
K23,loc:654,locality,loc:654,654,כפר קרע,17,17,12877,9264,9232,32,ודעם,8915,112,8803,0.965663,70,1,8915,2,1,0,3,0,0,5,2,0,1,1,0,2,112,0,1,1,3,7,34,5,6,3,1,4,10,42
K23,loc:658,locality,loc:658,658,שייח' דנון,3,3,1990,1503,1494,9,ודעם,1381,61,1320,0.924364,34,0,1381,0,0,0,2,0,0,3,0,0,0,1,0,0,2,0,0,0,0,2,61,2,0,1,0,1,1,3
K23,loc:66,locality,loc:66,66,מרחביה (קיבוץ),2,2,918,662,658,4,פה,301,171,130,0.457447,114,0,3,0,0,0,20,1,0,0,0,0,0,1,1,41,171,1,0,0,1,0,301,0,0,0,0,0,0,3
K23,loc:6600,locality,loc:6600,6600,חולון,259,259,158891,101584,101066,518,מחל,42980,31303,11677,0.425267,4606,894,163,92,1,0,2914,19,4,3,1,2,9,9,25,7081,42980,85,23,7,364,9,31303,36,13,23,11,13,31,10345
K23,loc:661,locality,loc:661,661,שער אפרים,2,2,1237,934,934,0,מחל,382,373,9,0.408994,71,6,1,1,0,0,25,0,0,0,0,0,0,0,0,22,382,2,0,0,1,0,373,0,0,1,0,0,0,49
K23,loc:662,locality,loc:662,662,חוסן,1,1,733,535,531,4,מחל,322,99,223,0.606403,22,1,2,0,0,0,19,0,0,0,0,0,0,0,0,23,322,1,0,0,3,0,99,0,0,0,0,0,0,39
K23,loc:663,locality,loc:663,663,טירת יהודה,1,1,788,640,638,2,מחל,271,244,27,0.424765,10,14,0,0,0,0,244,0,0,0,0,0,0,0,0,1,271,1,0,0,2,0,34,1,0,0,0,0,0,60
K23,loc:664,locality,loc:664,664,כרם בן זמרה,1,1,406,296,295,1,מחל,183,49,134,0.620339,4,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,183,1,1,0,1,0,49,0,0,0,0,0,0,13
K23,loc:665,locality,loc:665,665,תקומה,1,1,488,416,414,2,טב,163,161,2,0.39372,5,5,0,0,0,0,163,0,0,0,0,0,0,0,0,1,161,1,0,0,2,1,63,0,0,0,0,0,0,12
K23,loc:666,locality,loc:666,666,עומר,11,11,6407,4672,4666,6,פה,2297,1409,888,0.492285,515,18,56,5,0,0,189,1,0,0,1,2,1,1,0,130,1409,6,0,1,3,0,2297,0,0,0,0,0,0,31
K23,loc:667,locality,loc:667,667,ברעם,1,1,505,351,350,1,פה,166,157,9,0.474286,157,1,4,1,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,1,0,166,0,0,0,0,0,0,2
K23,loc:668,locality,loc:668,668,מפלסים,1,1,677,481,480,1,פה,289,109,180,0.602083,109,0,4,0,0,0,18,0,0,0,0,0,0,0,1,14,44,0,0,0,0,0,289,0,0,0,0,0,0,1
K23,loc:67,locality,loc:67,67,אור הנר,1,1,616,469,469,0,פה,302,112,190,0.643923,112,0,3,2,0,0,5,0,0,0,0,0,0,0,0,11,32,0,1,0,0,0,302,0,0,0,0,0,0,1
K23,loc:670,locality,loc:670,670,משמר איילון,1,1,396,308,308,0,פה,157,86,71,0.50974,30,0,0,0,0,0,12,0,0,0,0,0,1,0,1,14,86,0,0,0,0,0,157,0,0,0,0,0,0,7
K23,loc:6700,locality,loc:6700,6700,טבריה,60,60,35061,21251,21148,103,מחל,10785,3899,6886,0.509977,336,1517,44,7,2,0,561,4,0,0,0,0,2,1,2,1575,10785,6,2,4,133,1,2247,3,2,5,0,1,9,3899
K23,loc:672,locality,loc:672,672,בית נקופה,1,1,472,359,359,0,פה,143,118,25,0.398329,48,2,4,0,0,0,13,0,0,0,0,0,0,0,0,9,118,0,0,0,2,0,143,0,0,0,0,0,0,20
K23,loc:673,locality,loc:673,673,כפר טרומן,1,1,572,438,437,1,פה,231,131,100,0.528604,31,2,2,0,0,0,20,0,0,0,0,0,0,0,0,11,131,3,0,0,0,0,231,0,0,0,0,0,0,6
K23,loc:674,locality,loc:674,674,לימן,1,1,543,389,386,3,פה,194,126,68,0.502591,28,1,0,0,0,0,19,0,0,0,0,0,0,0,0,11,126,1,0,0,0,0,194,0,0,0,0,0,0,6
K23,loc:675,locality,loc:675,675,הבונים,1,1,300,205,205,0,פה,141,43,98,0.687805,43,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,141,0,0,0,0,0,0,0
K23,loc:676,locality,loc:676,676,עין השלושה,1,1,311,187,186,1,פה,118,32,86,0.634409,32,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,118,0,0,0,0,0,0,1
K23,loc:677,locality,loc:677,677,הסוללים,1,1,718,535,535,0,פה,347,94,253,0.648598,94,3,1,0,0,0,10,0,0,0,0,0,0,0,0,10,59,0,0,0,4,0,347,0,0,0,0,0,0,7
K23,loc:678,locality,loc:678,678,מעגן,1,1,328,219,218,1,פה,139,29,110,0.637615,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,139,0,0,0,0,0,0,2
K23,loc:679,locality,loc:679,679,אביאל,1,1,519,413,413,0,פה,225,107,118,0.544794,49,4,6,1,0,0,9,0,0,0,0,0,0,0,0,7,107,1,0,0,1,0,225,0,0,0,0,0,0,3
K23,loc:680,locality,loc:680,680,אומץ,1,1,512,388,388,0,פה,258,57,201,0.664948,56,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6,57,0,0,0,0,0,258,0,0,0,0,0,0,6
K23,loc:6800,locality,loc:6800,6800,קריית אתא,78,78,47351,31314,31122,192,מחל,15762,6746,9016,0.506458,831,749,28,18,4,0,1349,2,1,0,1,1,3,4,4,2763,15762,19,5,1,122,1,6746,4,0,16,4,8,8,2668
K23,loc:681,locality,loc:681,681,גבעת שמואל,29,29,18240,13891,13848,43,מחל,4279,4000,279,0.308998,582,300,42,22,1,0,4000,0,0,0,0,0,1,1,1,310,4279,10,0,0,100,0,3395,13,0,1,0,2,1,787
K23,loc:682,locality,loc:682,682,אליקים,1,1,586,423,420,3,מחל,261,78,183,0.621429,10,20,0,0,0,0,13,0,0,0,0,0,0,0,0,5,261,0,0,0,5,0,28,0,0,0,0,0,0,78
K23,loc:683,locality,loc:683,683,גבע כרמל,1,1,723,526,524,2,פה,308,135,173,0.587786,45,3,0,0,0,0,14,0,0,0,0,0,0,0,0,10,135,1,0,0,2,0,308,0,0,0,0,0,0,6
K23,loc:684,locality,loc:684,684,היוגב,1,1,565,436,435,1,פה,333,46,287,0.765517,46,0,4,1,0,0,8,0,0,0,0,0,0,0,0,14,23,0,0,0,2,0,333,0,0,0,0,0,0,4
K23,loc:685,locality,loc:685,685,בניה,1,1,624,503,500,3,פה,325,98,227,0.65,52,0,1,0,0,0,12,0,0,0,0,0,0,0,0,4,98,0,0,0,2,0,325,0,0,0,0,0,0,6
K23,loc:686,locality,loc:686,686,נווה ימין,2,2,1000,737,735,2,מחל,382,206,176,0.519728,40,5,1,2,0,0,27,0,0,0,0,0,0,0,0,17,382,0,0,0,3,0,206,0,0,0,0,0,1,51
K23,loc:687,locality,loc:687,687,עין איילה,1,1,744,546,546,0,פה,349,83,266,0.639194,83,2,5,0,0,0,17,0,0,0,0,0,0,0,0,12,75,1,0,0,1,0,349,0,0,0,0,0,0,1
K23,loc:688,locality,loc:688,688,עלמה,1,1,584,452,452,0,מחל,328,57,271,0.725664,2,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,328,0,0,0,5,0,12,0,0,0,0,0,0,57
K23,loc:689,locality,loc:689,689,מגדים,1,1,788,572,571,1,פה,267,202,65,0.467601,43,6,0,0,0,0,15,0,0,0,0,0,0,0,0,7,202,0,0,0,2,0,267,0,0,0,0,0,0,29
K23,loc:69,locality,loc:69,69,ניר עוז,1,1,329,244,242,2,פה,113,100,13,0.466942,100,0,3,1,0,0,4,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,113,0,0,0,0,0,0,1
K23,loc:690,locality,loc:690,690,כפר אחים,1,1,536,425,425,0,פה,210,164,46,0.494118,11,5,0,1,0,0,16,0,0,0,0,0,0,0,0,8,164,0,0,0,1,0,210,0,0,0,0,0,0,9
K23,loc:6900,locality,loc:6900,6900,כפר סבא,137,137,80780,58330,58110,220,פה,28897,15881,13016,0.497281,5514,421,265,68,3,0,2296,2,3,1,2,8,3,6,9,2754,15881,38,9,3,153,4,28897,10,7,8,2,4,8,1731
K23,loc:692,locality,loc:692,692,שפיר,1,1,534,448,446,2,מחל,206,104,102,0.461883,21,4,2,1,0,0,71,0,0,0,0,0,0,0,0,5,206,1,0,0,0,0,104,0,1,0,0,0,0,30
K23,loc:693,locality,loc:693,693,"נתיב הל""ה",1,1,462,351,349,2,פה,206,110,96,0.590258,110,0,4,0,0,0,5,0,0,0,0,0,0,0,0,12,10,1,0,0,0,0,206,0,0,0,0,0,0,1
K23,loc:694,locality,loc:694,694,מעגן מיכאל,3,3,1702,1116,1115,1,פה,658,363,295,0.590135,363,0,9,2,0,0,15,0,0,0,0,0,0,0,0,24,34,2,0,0,3,0,658,1,0,0,0,0,0,4
K23,loc:695,locality,loc:695,695,מגן,1,1,463,333,333,0,פה,183,120,63,0.54955,120,0,6,0,0,0,1,0,0,0,0,1,1,0,0,9,12,0,0,0,0,0,183,0,0,0,0,0,0,0
K23,loc:696,locality,loc:696,696,"כפר חב""ד",7,7,4163,2842,2838,4,ג,1113,736,377,0.392178,9,1113,2,3,0,0,204,0,0,0,0,0,0,0,0,5,736,1,0,0,139,0,8,0,0,0,0,0,1,617
K23,loc:697,locality,loc:697,697,בארותיים,1,1,700,543,542,1,פה,349,77,272,0.643911,70,4,2,0,0,0,21,0,0,0,0,0,0,0,0,13,77,1,2,0,0,1,349,0,0,0,0,0,0,2
K23,loc:698,locality,loc:698,698,בורגתה,2,2,803,617,617,0,פה,392,131,261,0.635332,48,0,3,0,0,0,13,0,0,0,0,0,1,0,0,12,131,0,0,0,1,0,392,0,0,0,0,0,0,16
K23,loc:699,locality,loc:699,699,ניר ישראל,1,1,592,459,459,0,פה,257,120,137,0.559913,41,4,1,1,0,0,17,0,0,0,0,0,0,0,0,12,120,1,0,0,0,0,257,0,0,0,0,0,0,5
K23,loc:7,locality,loc:7,7,שחר,1,1,521,387,387,0,מחל,175,108,67,0.452196,21,6,0,0,0,0,15,0,0,0,0,0,0,0,0,11,175,1,0,0,2,0,108,0,0,0,0,0,0,48
K23,loc:70,locality,loc:70,70,אשדוד,296,296,179046,118313,117619,694,מחל,43073,19414,23659,0.366208,2109,13731,64,58,8,0,3124,9,6,4,5,8,11,8,27,19414,43073,54,10,7,400,11,18374,32,22,20,9,10,17,16994
K23,loc:700,locality,loc:700,700,חצב,2,2,857,661,658,3,מחל,338,202,136,0.513678,34,3,0,0,0,0,28,0,0,0,0,0,0,0,0,14,338,0,0,0,5,0,202,0,0,0,0,0,0,34
K23,loc:7000,locality,loc:7000,7000,לוד,93,93,55743,34612,34320,292,מחל,13356,7170,6186,0.389161,553,904,7170,19,1,0,1941,3,2,9,4,6,1,8,10,3566,13356,27,12,8,172,8,3633,8,10,14,7,14,23,2831
K23,loc:701,locality,loc:701,701,ארבל,1,1,452,335,335,0,פה,141,132,9,0.420896,31,3,0,0,0,0,8,0,0,0,0,0,0,0,0,12,132,1,0,0,1,0,141,0,0,0,0,0,0,6
K23,loc:702,locality,loc:702,702,האון,1,1,154,87,86,1,פה,40,20,20,0.465116,20,2,0,1,0,0,2,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,40,0,0,0,0,0,0,4
K23,loc:703,locality,loc:703,703,גבעת עוז,1,1,401,257,256,1,פה,147,73,74,0.574219,73,0,1,1,0,0,10,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,147,0,0,0,0,0,0,2
K23,loc:705,locality,loc:705,705,נחשונים,1,1,352,246,245,1,פה,129,89,40,0.526531,89,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,16,1,0,0,0,0,129,1,0,0,0,0,0,1
K23,loc:706,locality,loc:706,706,גיאה,1,1,556,423,423,0,פה,231,115,116,0.546099,46,4,1,1,0,0,8,0,0,0,0,0,0,0,0,12,115,0,0,0,2,0,231,0,0,0,0,0,0,3
K23,loc:707,locality,loc:707,707,כפר דניאל,1,1,488,363,362,1,פה,244,57,187,0.674033,57,4,1,0,0,0,3,0,0,0,0,0,0,0,0,8,45,0,0,0,0,0,244,0,0,0,0,0,0,0
K23,loc:708,locality,loc:708,708,עמקה,1,1,576,449,446,3,מחל,295,47,248,0.661435,7,27,0,0,0,0,35,0,0,0,0,0,0,0,0,0,295,0,0,0,3,0,47,0,0,0,0,1,0,31
K23,loc:709,locality,loc:709,709,תפרח,2,2,1011,871,866,5,ג,661,127,534,0.763279,1,661,0,0,0,0,7,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,9,0,0,0,0,0,0,127
K23,loc:71,locality,loc:71,71,אשבול,1,1,420,322,318,4,מחל,178,65,113,0.559748,14,2,0,0,0,0,19,0,0,0,0,0,1,0,0,6,178,0,0,0,1,0,65,0,0,0,1,0,0,31
K23,loc:710,locality,loc:710,710,בית זית,2,2,1185,875,875,0,פה,401,198,203,0.458286,198,8,8,3,0,0,57,0,0,0,0,0,0,0,0,14,170,0,0,0,2,0,401,0,0,0,0,0,0,14
K23,loc:7100,locality,loc:7100,7100,אשקלון,186,186,114443,72538,72072,466,מחל,34677,11749,22928,0.481144,1592,1268,70,54,8,0,3001,15,6,0,2,7,10,14,19,11627,34677,40,10,7,403,4,11749,22,12,30,14,13,20,7378
K23,loc:711,locality,loc:711,711,עזריה,1,1,777,644,640,4,מחל,436,96,340,0.68125,14,5,0,0,0,0,22,0,0,0,0,0,0,0,0,8,436,1,0,0,1,0,96,0,0,0,0,0,0,57
K23,loc:712,locality,loc:712,712,בן עמי,1,1,552,413,413,0,פה,217,103,114,0.525424,49,8,4,0,0,0,15,0,0,0,0,0,0,0,0,11,103,1,0,0,0,0,217,0,0,0,0,0,0,5
K23,loc:713,locality,loc:713,713,רעים,1,1,358,251,251,0,פה,151,77,74,0.601594,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,151,1,0,0,0,0,1,0
K23,loc:714,locality,loc:714,714,ארז,1,1,441,316,313,3,פה,171,103,68,0.546326,103,0,1,0,0,0,6,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,171,0,0,0,0,0,0,1
K23,loc:715,locality,loc:715,715,להבות חביבה,1,1,609,470,469,1,פה,316,111,205,0.673774,111,1,4,0,0,0,5,0,0,0,0,0,0,0,1,7,22,0,0,0,0,0,316,0,0,0,0,0,0,2
K23,loc:716,locality,loc:716,716,אייל,1,1,391,308,307,1,פה,195,95,100,0.635179,95,0,2,3,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,195,0,0,0,0,0,0,0
K23,loc:717,locality,loc:717,717,חגור,1,1,724,576,574,2,פה,321,149,172,0.559233,49,2,1,1,0,0,26,0,0,0,0,0,0,0,0,9,149,0,0,0,2,0,321,0,0,0,0,0,0,14
K23,loc:718,locality,loc:718,718,ירחיב,1,1,790,562,558,4,מחל,319,139,180,0.571685,20,5,1,0,0,0,30,0,0,0,0,0,0,0,0,6,319,0,0,0,1,0,139,0,0,0,1,0,0,36
K23,loc:719,locality,loc:719,719,תל קציר,1,1,311,221,220,1,פה,131,45,86,0.595455,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,22,0,0,0,1,0,131,0,0,0,0,0,0,1
K23,loc:72,locality,loc:72,72,גן שמואל,2,2,871,674,673,1,פה,366,284,82,0.543834,284,0,5,0,0,0,1,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,366,0,0,0,0,0,0,0
K23,loc:720,locality,loc:720,720,ניר גלים,1,1,643,547,547,0,טב,280,170,110,0.511883,9,10,1,0,0,0,280,0,0,0,0,0,0,0,0,2,170,0,0,0,4,0,36,0,0,0,0,0,0,35
K23,loc:7200,locality,loc:7200,7200,נס ציונה,56,56,33856,25604,25500,104,פה,12945,7666,5279,0.507647,2051,159,66,18,0,0,730,0,1,0,3,0,1,2,3,890,7666,11,6,0,68,1,12945,4,0,3,3,3,0,866
K23,loc:721,locality,loc:721,721,שדה אילן,1,1,382,308,307,1,טב,148,99,49,0.482085,3,6,0,0,0,0,148,0,0,0,0,0,0,0,0,0,99,0,0,0,3,0,39,0,0,0,0,0,0,9
K23,loc:722,locality,loc:722,722,מגשימים,1,1,676,532,530,2,פה,350,100,250,0.660377,52,6,0,0,0,0,9,1,0,0,0,0,0,0,0,9,100,0,0,0,1,0,350,0,0,0,0,0,0,2
K23,loc:723,locality,loc:723,723,בית הגדי,1,1,575,471,469,2,מחל,366,45,321,0.780384,2,17,0,1,0,0,30,0,0,0,0,0,0,0,0,1,366,0,0,0,5,0,2,0,0,0,0,0,0,45
K23,loc:726,locality,loc:726,726,הודייה,1,1,498,322,319,3,מחל,182,59,123,0.570533,21,1,0,1,0,0,9,0,0,0,0,0,0,0,0,3,182,0,1,0,4,0,59,0,0,0,0,0,0,38
K23,loc:727,locality,loc:727,727,תלמי יחיאל,1,1,626,469,469,0,פה,236,170,66,0.503198,22,0,0,0,0,0,18,0,0,0,0,0,0,0,0,6,170,0,0,0,2,0,236,0,0,0,0,0,0,15
K23,loc:729,locality,loc:729,729,משמר השבעה,1,1,708,527,525,2,פה,273,180,93,0.52,41,4,1,1,0,0,5,0,0,0,0,0,0,0,0,17,180,0,0,0,0,0,273,0,0,0,0,1,0,2
K23,loc:730,locality,loc:730,730,אליפלט,1,1,468,349,348,1,מחל,262,37,225,0.752874,5,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,262,0,0,0,3,0,37,0,0,0,0,0,0,30
K23,loc:7300,locality,loc:7300,7300,נצרת,86,86,57757,34849,34644,205,ודעם,33145,509,32636,0.956731,269,6,33145,2,0,0,15,1,1,28,5,4,3,5,12,123,348,4,10,6,13,11,509,2,12,19,11,11,23,46
K23,loc:731,locality,loc:731,731,מישר,1,1,474,382,382,0,פה,253,63,190,0.662304,40,0,6,2,0,0,4,0,0,0,0,0,0,0,1,10,63,0,0,0,0,0,253,0,0,0,0,0,0,3
K23,loc:732,locality,loc:732,732,משמר הירדן,1,1,539,410,410,0,מחל,214,114,100,0.521951,31,4,0,4,0,0,15,0,0,0,0,0,0,0,0,10,214,0,1,0,6,0,114,0,0,0,0,0,0,11
K23,loc:734,locality,loc:734,734,גן יאשיה,1,1,639,497,497,0,פה,336,76,260,0.676056,76,1,4,1,0,0,13,0,0,0,0,0,0,0,0,11,51,0,0,0,0,0,336,1,0,0,0,0,0,3
K23,loc:735,locality,loc:735,735,רמות מאיר,1,1,550,383,381,2,פה,217,85,132,0.569554,39,3,0,0,0,0,25,0,0,0,0,0,0,0,0,6,85,0,0,0,1,0,217,0,0,0,0,0,0,5
K23,loc:736,locality,loc:736,736,גילת,2,2,1021,775,771,4,מחל,461,161,300,0.597925,27,7,0,1,0,0,61,0,0,0,0,0,0,0,0,11,461,1,0,0,5,0,161,0,0,0,0,0,0,36
K23,loc:737,locality,loc:737,737,עולש,2,2,761,571,571,0,פה,339,118,221,0.593695,65,4,1,0,0,0,21,0,1,0,0,0,0,0,0,8,118,2,0,0,1,0,339,1,0,0,0,0,0,10
K23,loc:738,locality,loc:738,738,דור,1,1,285,222,222,0,פה,143,52,91,0.644144,14,0,1,0,0,0,5,0,0,0,0,1,0,0,0,3,52,0,0,0,0,0,143,0,0,0,0,0,0,3
K23,loc:739,locality,loc:739,739,שדה עוזיהו,2,2,990,798,794,4,מחל,542,117,425,0.68262,9,5,0,0,0,0,32,0,0,0,0,0,0,0,0,5,542,0,0,0,7,0,77,0,0,0,0,0,0,117
K23,loc:74,locality,loc:74,74,עין הוד,1,1,496,351,350,1,פה,218,92,126,0.622857,92,1,9,0,0,0,8,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,218,0,0,0,0,0,0,1
K23,loc:740,locality,loc:740,740,אשתאול,1,1,749,605,603,2,מחל,306,101,205,0.507463,35,20,1,1,0,0,29,0,0,0,0,0,0,0,0,7,306,0,0,0,6,0,101,0,0,0,0,0,0,97
K23,loc:7400,locality,loc:7400,7400,נתניה,296,296,184613,110399,109763,636,מחל,47267,25906,21361,0.430628,3265,3602,109,86,6,0,5172,8,6,3,13,13,4,15,25,10288,47267,78,19,10,482,15,25906,22,18,26,7,25,32,13241
K23,loc:741,locality,loc:741,741,שואבה,1,1,478,357,356,1,פה,153,116,37,0.429775,57,4,5,0,0,0,4,0,0,0,0,0,0,0,0,8,116,1,0,0,0,0,153,0,2,0,0,0,0,6
K23,loc:742,locality,loc:742,742,מסילת ציון,1,1,696,560,559,1,פה,282,122,160,0.504472,90,4,5,0,0,0,23,0,0,0,0,0,0,0,0,8,122,0,0,0,2,0,282,0,0,0,1,0,0,22
K23,loc:743,locality,loc:743,743,כפר שמואל,1,1,590,497,495,2,פה,314,95,219,0.634343,54,1,4,0,0,0,10,0,0,0,0,0,0,0,0,12,95,0,0,0,1,0,314,0,1,0,0,0,0,3
K23,loc:744,locality,loc:744,744,תלמי יפה,1,1,496,371,371,0,פה,180,107,73,0.485175,35,0,0,0,0,0,26,0,0,0,0,0,0,0,0,16,107,0,0,0,5,0,180,0,0,0,0,0,0,2
K23,loc:745,locality,loc:745,745,גמזו,1,1,676,553,552,1,טב,313,139,174,0.567029,17,18,0,2,0,0,313,0,0,0,0,0,0,0,0,2,139,0,0,0,9,0,27,0,0,0,0,0,0,25
K23,loc:746,locality,loc:746,746,ברכיה,2,2,766,649,649,0,מחל,345,125,220,0.531587,4,72,0,0,0,0,73,0,0,0,0,0,0,0,0,3,345,0,0,0,8,0,19,0,0,0,0,0,0,125
K23,loc:747,locality,loc:747,747,בית שקמה,1,1,570,440,440,0,מחל,279,87,192,0.634091,13,4,0,0,0,0,9,0,0,0,0,0,0,0,0,8,279,0,0,0,5,0,35,0,0,0,0,0,0,87
K23,loc:748,locality,loc:748,748,מסלול,1,1,498,372,371,1,מחל,180,104,76,0.485175,18,5,0,1,0,0,22,0,0,0,0,0,0,0,0,10,180,0,0,0,4,0,104,0,0,0,0,0,0,27
K23,loc:749,locality,loc:749,749,פטיש,1,1,665,538,536,2,מחל,287,154,133,0.535448,7,4,0,0,0,0,25,0,0,0,0,0,0,0,0,2,287,0,0,0,2,0,55,0,0,0,0,0,0,154
K23,loc:750,locality,loc:750,750,פדויים,1,1,338,248,247,1,מחל,143,34,109,0.578947,5,6,0,0,0,0,25,0,0,0,0,0,0,0,0,5,143,0,0,0,4,0,34,0,0,0,0,0,0,25
K23,loc:7500,locality,loc:7500,7500,סח'נין,30,30,21624,17136,17085,51,ודעם,16610,257,16353,0.972198,257,9,16610,0,0,0,1,0,0,8,0,0,0,1,3,4,39,1,1,1,3,5,120,0,2,1,1,3,4,11
K23,loc:751,locality,loc:751,751,בית מאיר,1,1,364,267,266,1,מחל,113,69,44,0.424812,2,28,0,1,1,0,69,0,0,0,0,0,0,0,0,0,113,0,0,0,2,0,15,0,0,0,0,0,0,35
K23,loc:752,locality,loc:752,752,תעוז,1,1,430,351,349,2,מחל,161,74,87,0.461318,32,2,1,0,0,0,31,0,0,0,0,0,0,0,0,8,161,2,0,0,2,0,74,0,0,0,0,0,0,36
K23,loc:753,locality,loc:753,753,ינוב,1,1,621,463,463,0,פה,183,170,13,0.395248,43,14,2,0,0,0,30,0,0,0,0,0,0,0,0,9,170,1,0,0,1,0,183,0,0,0,0,1,0,9
K23,loc:755,locality,loc:755,755,גורן,1,1,342,267,267,0,מחל,177,44,133,0.662921,10,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,177,0,0,0,2,0,28,0,0,0,0,0,0,44
K23,loc:756,locality,loc:756,756,בית עזרא,2,2,828,627,626,1,מחל,253,238,15,0.404153,38,3,0,1,0,0,26,0,0,0,0,0,0,0,0,17,253,2,1,0,2,0,238,0,0,0,0,0,0,45
K23,loc:757,locality,loc:757,757,מצליח,2,2,978,744,742,2,מחל,438,184,254,0.590296,24,2,0,4,0,0,23,0,0,1,0,0,0,0,0,19,438,0,0,0,5,0,184,1,0,0,0,0,0,41
