election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
K19,loc:623,locality,loc:623,623,יראון,1,1,374,220,215,5,אמת,119,25,94,0.553488,119,0,0,0,0,0,0,8,0,0,5,0,4,11,25,0,0,0,0,0,0,21,1,0,0,0,0,2,14,0,2,3,0,0
K19,loc:627,locality,loc:627,627,ג'לג'וליה,8,8,5011,3552,3518,34,עם,1168,807,361,0.332007,727,3,538,1,0,1,807,1,0,1,5,0,2,13,140,0,0,2,0,1168,2,7,3,2,0,4,3,7,3,0,6,3,1,68
K19,loc:628,locality,loc:628,628,ג'ת,11,11,6554,2549,2483,66,עם,1253,757,496,0.504631,112,1,757,0,1,1,147,2,0,0,5,0,66,3,76,0,0,2,2,1253,1,4,0,0,0,0,2,4,3,15,12,3,0,11
K19,loc:63,locality,loc:63,63,כנרת (מושבה),1,1,449,316,312,4,פה,69,67,2,0.221154,67,1,0,0,0,0,1,3,0,2,20,0,13,67,16,2,0,6,1,0,0,69,0,0,0,0,0,14,27,0,0,3,0,0
K19,loc:6300,locality,loc:6300,6300,גבעתיים,78,78,45344,32477,32244,233,פה,8147,7605,542,0.252667,7605,152,9,1,38,0,143,455,0,46,1732,34,727,5620,3226,2,10,260,2,5,5,8147,61,6,0,8,15,413,2531,12,52,278,51,598
K19,loc:633,locality,loc:633,633,כפר ברא,3,3,1704,1024,1012,12,עם,437,317,120,0.431818,12,0,317,0,0,0,28,2,0,0,2,0,6,15,175,0,0,1,0,437,1,5,0,0,0,0,0,1,1,0,5,4,0,0
K19,loc:634,locality,loc:634,634,כפר קאסם,19,19,11756,9426,9362,64,עם,3800,3254,546,0.405896,57,0,1024,1,24,5,1070,0,0,0,12,0,11,10,3254,1,0,1,0,3800,2,4,0,0,0,1,2,2,38,2,2,4,2,33
K19,loc:635,locality,loc:635,635,מוקייבלה,3,3,1938,1053,1015,38,עם,461,233,228,0.454187,233,0,166,0,0,0,121,1,0,0,2,0,1,5,5,1,0,1,2,461,0,1,0,0,0,0,2,1,1,1,0,0,0,10
K19,loc:636,locality,loc:636,636,צנדלה,2,2,1030,448,443,5,עם,265,85,180,0.598194,15,0,85,0,0,0,63,0,0,0,0,0,1,2,10,0,0,0,0,265,0,1,0,0,0,0,0,0,0,0,0,1,0,0
K19,loc:637,locality,loc:637,637,ערערה,16,16,10824,5751,5709,42,עם,1944,1893,51,0.340515,123,2,1893,0,0,3,1280,1,0,1,5,1,47,6,167,0,1,3,1,1944,0,1,4,1,0,0,1,14,7,3,37,7,2,154
K19,loc:638,locality,loc:638,638,קלנסווה,17,17,11260,5923,5839,84,עם,3063,1445,1618,0.524576,83,0,823,1,1,0,1445,2,0,0,7,1,3,47,249,1,0,3,0,3063,1,19,0,0,0,5,3,6,19,2,7,4,4,40
K19,loc:64,locality,loc:64,64,"יד רמב""ם",2,2,749,547,542,5,מחל,195,106,89,0.359779,34,9,0,0,0,0,1,1,0,4,85,0,4,195,5,0,0,11,0,0,0,48,1,0,0,0,0,11,22,1,0,3,1,106
K19,loc:6400,locality,loc:6400,6400,הרצלייה,128,128,76413,51346,50958,388,פה,13474,11000,2474,0.264414,8204,334,17,2,57,6,127,603,0,92,2982,162,1274,11000,4107,3,9,540,6,9,18,13474,306,21,0,28,21,613,3951,21,28,654,126,2163
K19,loc:648,locality,loc:648,648,מצר,1,1,424,314,314,0,מרץ,169,77,92,0.538217,77,0,0,0,0,0,2,1,0,0,5,0,1,6,169,0,0,0,0,0,0,23,0,0,0,0,0,1,23,0,0,3,2,1
K19,loc:649,locality,loc:649,649,מייסר,2,2,1048,438,430,8,עם,174,69,105,0.404651,40,0,69,0,0,0,38,0,0,0,0,0,23,0,5,0,0,0,0,174,0,0,0,0,0,0,1,0,3,1,11,3,1,61
K19,loc:65,locality,loc:65,65,מגדל,2,2,1187,742,739,3,מחל,250,175,75,0.338295,50,7,1,0,0,0,2,3,0,0,83,4,12,250,10,0,0,28,0,0,0,48,12,0,0,0,0,7,40,0,0,7,0,175
K19,loc:6500,locality,loc:6500,6500,חדרה,111,111,67742,39118,38578,540,מחל,13144,6145,6999,0.340712,4463,784,36,5,49,12,44,324,0,74,3229,437,947,13144,909,11,13,489,30,24,15,6145,458,18,0,57,25,544,2137,23,26,589,126,3391
K19,loc:652,locality,loc:652,652,אבטין,3,3,1533,632,618,14,עם,274,248,26,0.443366,10,2,248,0,0,0,20,0,0,0,1,0,6,6,16,0,0,0,0,274,1,2,0,0,0,0,0,2,10,2,0,0,0,18
K19,loc:654,locality,loc:654,654,כפר קרע,16,16,10487,7044,6974,70,ד,3490,1703,1787,0.50043,52,3,3490,0,0,0,976,3,0,1,10,0,265,37,272,0,0,7,4,1703,3,3,2,1,0,0,4,22,16,5,76,10,2,7
K19,loc:658,locality,loc:658,658,שייח' דנון,3,3,1619,879,866,13,עם,425,215,210,0.490762,7,0,215,0,0,0,81,2,0,0,2,0,2,17,10,1,0,2,1,425,0,11,4,0,0,1,0,0,5,3,0,1,0,76
K19,loc:66,locality,loc:66,66,מרחביה (קיבוץ),2,2,791,597,594,3,פה,139,126,13,0.234007,118,1,0,0,0,0,4,10,0,0,26,1,13,107,126,0,0,6,0,0,0,139,2,0,0,1,0,3,30,1,0,3,0,3
K19,loc:6600,locality,loc:6600,6600,חולון,258,258,153529,94284,93248,1036,מחל,28756,18317,10439,0.308382,12557,396,16,16,170,14,102,753,0,221,5817,548,2428,28756,2403,15,23,960,117,23,93,18317,526,80,0,65,46,1091,5985,50,30,977,196,10457
K19,loc:661,locality,loc:661,661,שער אפרים,2,2,977,757,748,9,מחל,183,169,14,0.244652,108,6,4,0,1,0,1,15,0,0,84,0,20,183,26,0,0,11,0,0,0,169,24,1,0,3,0,13,32,0,0,2,0,45
K19,loc:662,locality,loc:662,662,חוסן,1,1,589,413,413,0,מחל,162,52,110,0.392252,35,0,0,0,0,0,0,3,0,0,37,0,5,162,10,0,0,3,0,0,1,48,3,0,0,0,0,8,39,0,0,7,0,52
K19,loc:663,locality,loc:663,663,טירת יהודה,1,1,664,537,534,3,טב,250,130,120,0.468165,8,5,0,0,0,0,1,3,0,0,250,0,9,130,9,0,0,19,0,0,0,19,6,0,0,0,0,11,2,2,0,0,3,57
K19,loc:664,locality,loc:664,664,כרם בן זמרה,1,1,353,250,250,0,מחל,93,58,35,0.372,16,2,0,0,0,0,1,0,0,0,58,0,21,93,0,0,0,4,0,0,0,22,0,0,0,0,0,2,5,0,0,3,0,23
K19,loc:665,locality,loc:665,665,תקומה,1,1,411,353,352,1,טב,176,49,127,0.5,28,2,0,0,0,0,0,0,0,0,176,0,3,49,6,0,0,10,0,0,0,29,1,0,0,0,0,6,16,0,0,2,0,24
K19,loc:666,locality,loc:666,666,עומר,12,12,6091,4525,4503,22,פה,1039,943,96,0.230735,848,3,8,1,4,0,20,27,0,9,299,0,152,943,440,0,0,27,0,0,0,1039,4,1,0,1,0,98,478,0,3,37,5,56
K19,loc:667,locality,loc:667,667,ברעם,1,1,500,341,340,1,מרץ,177,76,101,0.520588,76,0,0,0,1,0,1,1,0,0,5,1,3,8,177,0,0,1,0,0,0,48,1,0,0,0,0,1,11,0,0,4,1,0
K19,loc:668,locality,loc:668,668,מפלסים,1,1,572,418,415,3,אמת,179,58,121,0.431325,179,0,0,0,0,0,1,9,0,0,15,0,34,28,50,0,0,0,0,0,0,58,1,0,0,0,0,3,29,1,0,4,1,2
K19,loc:67,locality,loc:67,67,אור הנר,1,1,512,394,393,1,אמת,163,53,110,0.414758,163,0,0,0,0,0,1,7,0,0,6,0,53,19,52,0,0,3,1,0,0,46,0,0,0,0,0,3,31,0,0,5,1,2
K19,loc:670,locality,loc:670,670,משמר איילון,1,1,364,281,280,1,פה,64,62,2,0.228571,46,1,1,0,0,0,1,4,0,1,25,1,16,62,28,0,0,3,0,0,1,64,1,1,0,0,0,6,8,0,0,3,2,5
K19,loc:6700,locality,loc:6700,6700,טבריה,57,57,33054,17896,17705,191,מחל,6264,3999,2265,0.353798,986,702,2,1,13,0,15,33,0,25,1784,137,366,6264,108,6,8,293,3,9,3,1485,212,13,0,12,14,314,655,17,4,190,32,3999
K19,loc:672,locality,loc:672,672,בית נקופה,1,1,398,296,295,1,מחל,71,62,9,0.240678,42,1,0,0,0,0,1,8,0,0,13,0,3,71,33,0,0,7,0,0,0,62,2,0,0,0,0,8,17,0,0,6,0,21
K19,loc:673,locality,loc:673,673,כפר טרומן,1,1,509,418,415,3,פה,108,106,2,0.260241,58,0,0,1,1,0,3,6,0,0,33,0,17,106,27,0,0,5,0,0,0,108,2,0,0,0,0,4,30,0,0,2,2,10
K19,loc:674,locality,loc:674,674,לימן,1,1,479,363,361,2,פה,112,110,2,0.310249,48,1,0,0,0,0,1,2,0,0,30,0,6,110,9,0,0,1,0,0,1,112,0,1,0,0,0,2,27,0,0,7,0,3
K19,loc:675,locality,loc:675,675,הבונים,1,1,279,202,201,1,אמת,70,53,17,0.348259,70,0,0,0,0,0,0,2,0,1,5,0,1,18,28,0,0,0,0,0,0,53,0,0,0,0,0,0,20,0,0,3,0,0
K19,loc:676,locality,loc:676,676,עין השלושה,1,1,329,197,188,9,אמת,96,35,61,0.510638,96,0,0,0,1,0,0,0,0,0,8,0,6,14,14,0,0,0,0,1,0,35,0,0,0,0,0,3,9,0,0,1,0,0
K19,loc:677,locality,loc:677,677,הסוללים,1,1,591,434,433,1,אמת,133,83,50,0.307159,133,0,0,0,1,0,3,12,0,0,11,0,8,57,42,0,0,6,1,0,0,83,0,0,0,1,0,1,61,0,0,8,1,4
K19,loc:678,locality,loc:678,678,מעגן,1,1,309,191,190,1,אמת,80,37,43,0.421053,80,0,0,0,0,0,0,2,0,0,5,0,3,17,12,0,0,1,0,0,1,37,0,0,0,0,0,2,16,0,0,13,0,1
K19,loc:679,locality,loc:679,679,אביאל,1,1,493,400,400,0,פה,106,84,22,0.265,70,1,0,0,0,0,1,20,0,1,13,0,9,84,38,0,0,1,0,0,0,106,1,1,0,0,0,4,35,0,0,9,5,1
K19,loc:680,locality,loc:680,680,אומץ,1,1,452,343,339,4,פה,111,99,12,0.327434,99,0,0,0,0,0,0,4,0,1,12,0,12,29,24,0,0,0,0,0,0,111,2,0,0,0,0,4,35,0,0,3,0,3
K19,loc:6800,locality,loc:6800,6800,קריית אתא,72,72,43617,26595,26232,363,מחל,9312,3540,5772,0.354986,2706,479,2,9,36,6,20,90,0,57,3079,284,643,9312,282,5,8,495,8,9,7,3540,228,16,0,17,22,388,1507,21,10,314,81,2551
K19,loc:681,locality,loc:681,681,גבעת שמואל,26,26,15870,12346,12297,49,טב,3882,2522,1360,0.315687,1167,144,3,2,5,1,11,97,0,12,3882,16,181,2522,368,0,2,304,1,6,21,1891,47,3,0,0,1,267,517,3,2,114,21,686
K19,loc:682,locality,loc:682,682,אליקים,1,1,521,372,370,2,מחל,110,93,17,0.297297,10,7,0,0,0,0,0,2,0,0,56,0,13,110,4,0,0,9,0,0,0,22,93,0,0,0,2,7,3,2,0,0,1,29
K19,loc:683,locality,loc:683,683,גבע כרמל,2,2,644,488,486,2,אמת,116,114,2,0.238683,116,0,0,0,0,0,0,9,0,0,25,0,23,72,32,1,0,1,0,0,0,114,0,0,0,0,0,15,50,0,0,1,1,26
K19,loc:684,locality,loc:684,684,היוגב,1,1,523,414,414,0,אמת,139,99,40,0.335749,139,0,0,0,0,0,1,8,0,1,21,0,11,29,28,0,0,2,0,0,0,99,0,0,0,1,0,7,55,0,0,12,0,0
K19,loc:685,locality,loc:685,685,בניה,1,1,612,516,505,11,פה,144,116,28,0.285149,116,1,0,0,1,0,0,3,0,0,27,0,18,80,36,0,0,8,0,0,0,144,0,0,0,0,0,4,57,1,0,2,1,6
K19,loc:686,locality,loc:686,686,נווה ימין,2,2,924,663,659,4,מחל,242,116,126,0.367223,78,2,0,0,0,0,1,8,0,0,60,0,28,242,11,0,0,7,0,0,0,116,4,0,0,0,1,4,29,0,0,17,4,47
K19,loc:687,locality,loc:687,687,עין איילה,1,1,635,503,502,1,פה,159,117,42,0.316733,117,0,0,0,1,0,1,6,0,0,17,0,5,62,61,0,0,5,0,0,0,159,1,0,0,0,0,5,47,0,3,6,3,3
K19,loc:688,locality,loc:688,688,עלמה,1,1,526,330,327,3,מחל,165,74,91,0.504587,4,1,0,0,0,0,0,0,0,0,74,0,17,165,0,0,0,7,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,53
K19,loc:689,locality,loc:689,689,מגדים,1,1,753,568,565,3,מחל,124,109,15,0.219469,76,7,0,0,0,0,2,3,0,0,37,0,27,124,27,0,0,26,0,0,0,109,1,0,0,1,0,14,56,1,0,5,2,47
K19,loc:69,locality,loc:69,69,ניר עוז,1,1,339,256,255,1,מרץ,90,70,20,0.352941,70,0,1,0,0,0,10,4,0,0,7,0,3,8,90,0,0,1,0,0,0,20,0,0,0,0,0,4,19,0,0,15,3,0
K19,loc:690,locality,loc:690,690,כפר אחים,1,1,447,355,353,2,מחל,98,84,14,0.27762,59,3,0,0,0,0,0,2,0,1,35,0,19,98,8,0,0,5,0,0,0,84,0,0,0,0,0,5,23,0,0,4,0,7
K19,loc:6900,locality,loc:6900,6900,כפר סבא,124,124,72648,52072,51659,413,פה,12094,11598,496,0.234112,10060,236,16,5,61,4,131,583,0,102,3817,151,1039,11598,3641,2,12,577,8,14,14,12094,466,23,0,31,34,673,3630,18,19,553,117,1930
K19,loc:692,locality,loc:692,692,שפיר,1,1,444,365,362,3,טב,100,92,8,0.276243,34,2,0,0,0,0,0,2,0,0,100,0,9,92,7,0,0,6,0,0,0,48,2,0,0,0,0,5,20,0,0,5,0,30
K19,loc:693,locality,loc:693,693,"נתיב הל""ה",1,1,391,306,305,1,אמת,170,44,126,0.557377,170,0,0,0,0,0,5,2,0,0,2,0,7,10,44,0,0,3,0,0,0,43,0,0,0,0,0,1,11,0,2,4,1,0
K19,loc:694,locality,loc:694,694,מעגן מיכאל,3,3,1444,1001,998,3,אמת,388,233,155,0.388778,388,0,0,0,0,0,3,11,0,0,18,0,10,38,233,0,0,3,0,0,0,182,0,0,0,0,0,19,58,1,2,27,4,1
K19,loc:695,locality,loc:695,695,מגן,1,1,460,318,316,2,מרץ,181,55,126,0.572785,55,0,0,0,0,0,3,3,0,0,5,2,6,5,181,0,0,1,0,2,0,31,0,0,0,0,0,2,12,0,0,8,0,0
K19,loc:696,locality,loc:696,696,"כפר חב""ד",5,5,3461,2393,2380,13,נץ,1278,699,579,0.536975,2,699,3,0,0,0,0,0,0,0,111,0,0,127,2,0,0,1278,1,0,0,4,4,0,0,0,0,7,0,0,1,38,0,103
K19,loc:697,locality,loc:697,697,בארותיים,1,1,597,488,488,0,פה,164,100,64,0.336066,100,1,0,0,2,0,0,10,0,1,26,0,11,59,41,0,0,3,0,0,0,164,0,0,0,0,0,10,40,0,0,5,2,13
K19,loc:698,locality,loc:698,698,בורגתה,2,2,720,570,566,4,פה,178,112,66,0.314488,112,0,0,0,1,0,0,14,0,1,19,0,27,70,43,0,0,2,0,0,0,178,0,0,0,0,0,4,59,0,1,12,6,17
K19,loc:699,locality,loc:699,699,ניר ישראל,1,1,536,414,413,1,אמת,114,99,15,0.276029,114,0,0,0,0,0,0,5,0,0,29,0,13,58,41,0,0,3,0,0,0,99,1,0,0,0,0,6,37,1,0,1,1,4
K19,loc:7,locality,loc:7,7,שחר,1,1,438,314,302,12,מחל,77,50,27,0.254967,38,2,0,0,0,0,0,0,0,0,14,0,50,77,11,0,0,2,0,0,0,30,2,0,0,1,0,4,34,0,0,2,0,35
K19,loc:70,locality,loc:70,70,אשדוד,278,278,166360,104774,103274,1500,מחל,37325,17458,19867,0.361417,6214,10657,27,20,147,19,29,292,0,305,7319,1596,1439,37325,1103,30,33,1087,76,84,46,10340,488,73,0,83,80,1265,3926,150,46,1204,313,17458
K19,loc:700,locality,loc:700,700,חצב,2,2,761,541,535,6,מחל,140,102,38,0.261682,57,0,0,0,1,0,0,0,0,0,75,0,39,140,5,2,0,5,0,1,0,102,2,0,0,2,0,11,33,0,0,12,0,48
K19,loc:7000,locality,loc:7000,7000,לוד,91,91,51957,28921,28409,512,מחל,9469,3451,6018,0.33331,1751,301,1722,10,37,9,573,72,0,90,2823,290,324,9469,296,14,14,872,26,2246,11,2136,184,45,0,52,16,272,863,30,33,296,81,3451
K19,loc:701,locality,loc:701,701,ארבל,1,1,396,272,269,3,מחל,54,53,1,0.200743,52,0,0,0,0,0,0,1,0,1,28,0,22,54,10,0,0,6,0,0,0,53,0,0,0,0,0,7,28,0,0,2,0,5
K19,loc:702,locality,loc:702,702,האון,1,1,167,106,105,1,אמת,47,14,33,0.447619,47,1,0,0,0,0,0,11,0,0,4,0,0,11,5,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,2,1,4
K19,loc:703,locality,loc:703,703,גבעת עוז,1,1,407,270,270,0,אמת,95,74,21,0.351852,95,0,0,0,0,0,0,6,0,0,16,0,4,13,74,0,0,2,0,0,0,32,0,0,0,0,0,0,18,0,0,5,1,4
K19,loc:705,locality,loc:705,705,נחשונים,1,1,298,210,209,1,מרץ,75,50,25,0.358852,50,0,0,0,0,0,0,4,0,0,2,0,1,16,75,0,0,0,0,0,0,45,0,0,0,0,0,2,11,0,0,1,2,0
K19,loc:706,locality,loc:706,706,גיאה,1,1,529,401,399,2,פה,107,85,22,0.26817,85,1,0,0,0,0,0,11,0,1,32,0,9,75,13,0,1,2,0,0,0,107,0,0,0,0,0,5,46,0,2,3,0,6
K19,loc:707,locality,loc:707,707,כפר דניאל,1,1,429,351,351,0,אמת,99,99,0,0.282051,99,0,0,0,0,0,1,2,0,2,9,0,8,33,56,0,0,8,0,0,0,99,1,0,0,0,0,1,24,0,0,5,1,2
K19,loc:708,locality,loc:708,708,עמקה,1,1,467,333,327,6,מחל,110,86,24,0.336391,7,2,0,0,0,0,1,0,0,0,86,0,9,110,1,0,0,4,0,0,0,20,44,2,0,0,2,14,10,0,0,2,1,12
K19,loc:709,locality,loc:709,709,תפרח,2,2,864,769,764,5,ג,584,115,469,0.764398,1,584,0,0,0,0,0,0,0,0,14,0,0,24,1,1,0,5,0,0,0,4,8,0,0,2,0,2,0,0,1,2,0,115
K19,loc:71,locality,loc:71,71,אשבול,1,1,266,189,188,1,שס,54,39,15,0.287234,11,3,0,0,0,0,0,7,0,0,14,0,22,39,1,0,0,5,0,0,0,22,2,0,0,0,0,0,6,0,0,2,0,54
K19,loc:710,locality,loc:710,710,בית זית,2,2,1033,792,786,6,אמת,203,143,60,0.25827,203,9,0,0,0,0,4,19,0,0,52,0,24,104,137,0,0,7,0,2,0,143,0,0,0,1,0,15,43,0,3,8,1,11
K19,loc:7100,locality,loc:7100,7100,אשקלון,161,161,97100,55235,54431,804,מחל,22761,7708,15053,0.418162,3790,456,17,10,59,17,33,246,0,97,5129,1221,1211,22761,638,26,27,855,31,20,32,5219,557,76,0,85,63,692,2402,62,39,689,163,7708
K19,loc:711,locality,loc:711,711,עזריה,1,1,683,498,496,2,מחל,194,77,117,0.391129,27,1,0,0,0,0,0,2,0,0,69,0,21,194,4,0,0,8,0,0,0,46,6,0,0,0,0,9,28,0,0,4,0,77
K19,loc:712,locality,loc:712,712,בן עמי,1,1,527,401,400,1,פה,88,84,4,0.22,78,2,0,0,0,0,5,4,0,1,30,0,4,84,33,0,0,1,0,0,0,88,1,0,0,0,0,6,45,0,0,10,2,6
K19,loc:713,locality,loc:713,713,רעים,1,1,330,252,252,0,אמת,114,42,72,0.452381,114,0,0,0,0,0,2,27,0,0,3,1,1,8,42,0,0,1,0,0,0,25,0,0,0,0,0,3,23,0,0,1,0,1
K19,loc:714,locality,loc:714,714,ארז,1,1,388,287,287,0,אמת,110,41,69,0.383275,110,1,0,0,0,0,3,8,0,0,6,0,19,10,41,0,0,0,0,0,0,37,0,0,0,0,0,5,41,0,0,6,0,0
K19,loc:715,locality,loc:715,715,להבות חביבה,1,1,392,291,291,0,אמת,98,88,10,0.33677,98,0,0,0,0,0,1,2,0,0,4,0,7,17,88,0,0,0,0,0,0,50,0,0,0,0,0,2,21,0,0,0,0,1
K19,loc:716,locality,loc:716,716,אייל,1,1,361,290,289,1,אמת,126,67,59,0.435986,126,0,0,0,0,0,1,2,0,0,4,0,4,17,26,0,0,3,0,0,0,67,0,0,0,0,0,4,29,0,0,5,1,0
K19,loc:717,locality,loc:717,717,חגור,1,1,661,519,515,4,פה,154,100,54,0.299029,100,1,0,0,0,0,4,9,0,1,43,2,8,90,23,0,0,3,0,0,0,154,2,1,0,1,0,7,44,0,0,4,2,16
K19,loc:718,locality,loc:718,718,ירחיב,1,1,620,441,435,6,מחל,168,58,110,0.386207,43,2,0,0,0,0,0,3,0,0,58,0,18,168,9,0,0,6,0,0,0,49,16,0,0,0,1,6,22,0,0,6,1,27
K19,loc:719,locality,loc:719,719,תל קציר,1,1,271,189,188,1,אמת,86,41,45,0.457447,86,0,0,0,1,0,0,0,0,0,12,0,4,11,10,0,0,0,0,0,0,41,0,0,0,0,0,3,13,0,0,6,1,0
K19,loc:72,locality,loc:72,72,גן שמואל,2,2,837,638,637,1,מרץ,364,136,228,0.571429,136,0,0,0,0,0,3,9,0,0,4,0,3,9,364,1,0,1,0,0,0,57,0,0,0,0,0,6,37,0,0,7,0,0
K19,loc:720,locality,loc:720,720,ניר גלים,1,1,499,439,437,2,טב,277,78,199,0.633867,8,0,0,0,0,0,0,6,0,1,277,0,1,78,4,0,0,20,0,0,0,13,2,0,0,0,0,11,1,0,0,1,0,14
K19,loc:7200,locality,loc:7200,7200,נס ציונה,49,49,28802,21555,21352,203,פה,5750,4775,975,0.269296,3839,113,5,1,17,3,32,202,0,23,1302,26,535,4775,1018,2,2,185,3,5,0,5750,223,4,0,15,13,296,1728,13,6,210,80,926
K19,loc:721,locality,loc:721,721,שדה אילן,1,1,344,282,281,1,טב,173,43,130,0.615658,6,4,0,0,0,0,0,1,0,0,173,0,6,43,4,0,0,8,0,0,0,15,0,0,0,0,1,11,5,0,0,1,1,2
K19,loc:722,locality,loc:722,722,מגשימים,1,1,646,498,498,0,פה,139,107,32,0.279116,85,2,1,0,0,0,0,14,0,1,26,0,26,107,28,0,1,1,0,0,0,139,2,0,0,0,0,8,45,0,0,6,3,3
K19,loc:723,locality,loc:723,723,בית הגדי,1,1,443,334,331,3,מחל,122,106,16,0.36858,3,0,0,0,0,0,0,0,0,0,106,0,1,122,0,0,0,4,1,0,0,4,5,0,0,0,0,7,3,0,0,0,0,75
K19,loc:726,locality,loc:726,726,הודייה,1,1,485,278,273,5,מחל,115,32,83,0.421245,32,3,0,0,0,0,0,3,0,0,30,0,9,115,4,0,0,6,0,0,0,22,0,0,0,0,0,2,18,2,0,1,1,25
K19,loc:727,locality,loc:727,727,תלמי יחיאל,1,1,508,356,354,2,פה,88,76,12,0.248588,76,1,0,0,0,0,1,4,0,0,25,0,15,57,8,0,0,3,0,0,0,88,0,1,0,0,0,11,36,0,0,10,1,17
K19,loc:729,locality,loc:729,729,משמר השבעה,1,1,629,470,462,8,פה,125,94,31,0.270563,94,0,0,0,1,0,1,6,0,0,15,0,13,87,34,0,1,8,0,0,1,125,0,0,0,0,0,10,51,0,0,9,2,4
K19,loc:730,locality,loc:730,730,אליפלט,1,1,410,263,261,2,מחל,130,34,96,0.498084,9,1,0,0,0,2,0,0,0,0,34,0,9,130,0,0,0,6,0,0,0,13,7,0,0,1,0,0,16,0,0,3,2,28
K19,loc:7300,locality,loc:7300,7300,נצרת,80,80,51059,28110,27705,405,ו,13517,7592,5925,0.48789,528,83,7592,3,16,3,13517,15,0,4,26,2,196,344,417,5,1,20,4,4295,9,117,5,4,0,6,9,68,171,23,71,41,14,96
K19,loc:731,locality,loc:731,731,מישר,1,1,444,357,356,1,פה,103,80,23,0.289326,80,0,0,0,0,0,2,11,0,1,15,0,9,50,39,0,0,2,0,0,0,103,0,0,0,1,0,4,33,0,1,1,0,4
K19,loc:732,locality,loc:732,732,משמר הירדן,1,1,400,279,276,3,מחל,106,40,66,0.384058,33,1,0,0,0,0,0,4,0,0,27,0,13,106,6,0,0,6,0,0,0,40,3,0,0,0,0,2,16,0,0,6,0,13
K19,loc:734,locality,loc:734,734,גן יאשיה,1,1,566,462,459,3,אמת,144,143,1,0.313725,144,0,0,0,0,0,1,13,0,0,25,0,10,35,46,0,1,0,0,0,0,143,0,0,0,0,0,2,33,0,0,4,0,2
K19,loc:735,locality,loc:735,735,רמות מאיר,1,1,522,367,366,1,פה,90,87,3,0.245902,87,1,1,0,1,0,1,3,0,1,30,0,10,53,39,0,0,1,0,0,0,90,0,0,0,0,0,4,25,0,0,4,0,15
K19,loc:736,locality,loc:736,736,גילת,2,2,788,536,534,2,מחל,200,82,118,0.374532,54,5,0,0,1,0,0,1,0,0,82,0,28,200,2,0,0,12,0,0,0,49,2,0,0,0,0,13,26,0,0,3,0,56
K19,loc:737,locality,loc:737,737,עולש,2,2,679,535,532,3,פה,159,111,48,0.298872,111,1,0,0,1,0,0,8,0,0,35,0,27,73,35,0,0,4,0,0,0,159,0,0,0,0,1,10,45,0,0,7,1,14
K19,loc:738,locality,loc:738,738,דור,1,1,267,196,195,1,פה,52,37,15,0.266667,36,0,0,0,0,0,1,4,0,0,10,0,15,37,8,0,0,1,0,0,0,52,1,0,0,0,0,4,23,0,0,1,2,0
K19,loc:739,locality,loc:739,739,שדה עוזיהו,2,2,841,602,597,5,מחל,260,150,110,0.435511,23,6,0,0,0,0,0,1,0,1,60,0,25,260,0,0,0,11,0,0,0,33,1,0,0,0,0,4,16,0,0,4,2,150
K19,loc:74,locality,loc:74,74,עין הוד,1,1,406,288,286,2,מרץ,83,76,7,0.29021,76,0,0,0,0,0,9,27,0,0,14,0,7,16,83,0,0,2,0,0,0,20,0,0,0,0,0,2,18,0,3,6,1,2
K19,loc:740,locality,loc:740,740,אשתאול,1,1,641,500,498,2,מחל,134,83,51,0.269076,30,8,0,0,1,1,1,1,0,0,48,0,3,134,26,0,0,19,0,0,0,49,53,0,0,0,1,22,7,1,1,8,1,83
K19,loc:7400,locality,loc:7400,7400,נתניה,271,271,160406,93801,92694,1107,מחל,31812,14695,17117,0.343194,8676,2308,18,23,125,27,69,525,0,288,9868,761,1759,31812,1732,25,32,1496,46,29,36,14695,857,66,0,186,63,1217,4108,62,40,971,237,10537
K19,loc:741,locality,loc:741,741,שואבה,1,1,430,323,323,0,מחל,80,65,15,0.247678,58,3,0,0,1,0,0,7,0,0,23,0,3,80,35,0,0,3,0,0,0,65,0,0,0,0,0,13,22,0,1,3,0,6
K19,loc:742,locality,loc:742,742,מסילת ציון,1,1,635,510,510,0,אמת,115,97,18,0.22549,115,2,0,0,0,0,1,4,0,0,44,1,20,97,55,0,0,2,0,0,0,92,0,0,0,0,0,9,33,0,1,2,1,31
K19,loc:743,locality,loc:743,743,כפר שמואל,1,1,522,430,428,2,אמת,107,88,19,0.25,107,0,0,0,0,0,0,4,0,1,25,0,10,69,37,0,0,0,0,0,0,88,2,0,0,0,0,3,73,0,1,3,0,5
K19,loc:744,locality,loc:744,744,תלמי יפה,1,1,370,275,275,0,פה,78,54,24,0.283636,54,1,0,0,0,0,0,3,0,2,24,0,12,51,12,0,0,2,0,0,0,78,0,0,0,0,0,1,29,0,0,5,0,1
