election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת
K24,loc:607,locality,loc:607,607,מירון,1,1,495,282,281,1,ט,108,48,60,0.384342,4,34,48,0,0,0,108,0,6,0,0,0,0,0,0,6,0,29,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,38,4
K24,loc:609,locality,loc:609,609,כפר חושן,1,1,598,412,410,2,מחל,204,83,121,0.497561,5,17,1,0,0,0,42,0,0,0,0,0,0,0,0,35,1,204,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,83,11
K24,loc:610,locality,loc:610,610,סתרייה,2,2,804,620,620,0,פה,170,103,67,0.274194,99,24,3,1,0,1,10,0,6,0,0,0,0,0,0,103,27,77,60,0,0,0,0,170,0,0,0,0,0,0,0,0,0,1,1,0,0,1,36
K24,loc:6100,locality,loc:6100,6100,בני ברק,198,198,112807,83372,82602,770,ג,50181,22917,27264,0.607503,210,677,50181,11,2,0,3653,5,79,2,1,4,0,4,3,283,342,3121,118,5,0,0,7,545,6,0,1,1,1,2,4,0,3,74,3,7,0,22917,330
K24,loc:612,locality,loc:612,612,צרופה,2,2,733,546,546,0,מחל,198,72,126,0.362637,31,41,7,1,0,1,22,0,9,0,0,0,0,0,0,59,14,198,12,0,0,0,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,20,54
K24,loc:613,locality,loc:613,613,ציפורי,2,2,682,492,491,1,פה,131,81,50,0.266802,81,28,2,1,0,0,4,0,1,0,0,1,0,0,0,77,14,57,52,0,0,0,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,1,38
K24,loc:614,locality,loc:614,614,שומרה,1,1,307,193,192,1,מחל,126,16,110,0.65625,5,8,0,0,0,0,5,0,0,0,0,0,0,0,0,10,2,126,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,16,5
K24,loc:615,locality,loc:615,615,קדרון,2,2,1179,892,891,1,פה,285,146,139,0.319865,146,34,0,1,0,1,6,0,10,0,0,0,0,0,0,131,43,58,113,0,0,0,0,285,1,0,0,0,0,0,0,0,0,3,1,0,0,2,56
K24,loc:616,locality,loc:616,616,רינתיה,2,2,681,513,511,2,מחל,142,109,33,0.277886,56,44,2,0,1,0,8,1,7,0,0,0,0,0,0,67,6,142,28,0,0,0,0,109,1,0,0,0,0,0,0,0,0,3,0,0,0,13,23
K24,loc:617,locality,loc:617,617,ברקאי,1,1,525,341,341,0,מרצ,124,69,55,0.363636,69,9,1,2,0,0,0,0,4,0,0,0,0,0,0,51,3,6,124,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
K24,loc:618,locality,loc:618,618,חדיד,1,1,630,494,492,2,מחל,229,56,173,0.465447,20,40,11,0,0,0,56,0,5,0,0,0,0,0,0,17,6,229,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,40,22
K24,loc:619,locality,loc:619,619,בית גוברין,1,1,292,225,224,1,אמת,69,67,2,0.308036,69,2,0,0,0,0,2,0,3,0,0,0,0,0,0,29,5,8,30,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
K24,loc:62,locality,loc:62,62,דגניה א',1,1,515,352,352,0,אמת,128,74,54,0.363636,128,7,0,0,0,0,2,0,1,0,0,0,1,0,0,58,8,10,53,0,0,1,0,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
K24,loc:620,locality,loc:620,620,משואות יצחק,1,1,459,383,383,0,ב,182,87,95,0.475196,12,182,0,0,0,0,87,0,1,0,0,0,0,1,0,20,0,28,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
K24,loc:6200,locality,loc:6200,6200,בת ים,215,215,123920,60202,59723,479,מחל,21360,9081,12279,0.357651,1836,2849,500,102,5,7,2244,19,594,0,4,1,1,5,32,2982,9081,21360,1000,14,11,2,23,8211,20,7,5,2,10,12,7,6,6,392,17,8,0,5169,3179
K24,loc:622,locality,loc:622,622,עין צורים,1,1,436,348,345,3,ב,133,63,70,0.385507,29,133,2,0,0,0,63,0,0,0,0,0,0,0,0,17,3,45,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
K24,loc:623,locality,loc:623,623,יראון,1,1,367,213,211,2,אמת,76,53,23,0.36019,76,7,0,0,0,0,0,0,5,0,0,0,0,0,0,22,4,5,25,0,1,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
K24,loc:627,locality,loc:627,627,ג'לג'וליה,15,15,6571,3881,3840,41,עם,2346,1114,1232,0.610938,163,5,0,1114,0,0,0,0,25,3,0,0,0,0,0,0,1,20,141,0,0,1,2346,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
K24,loc:628,locality,loc:628,628,ג'ת,14,14,8412,2238,2198,40,ודעם,1013,966,47,0.460874,4,4,0,1013,0,0,1,0,10,0,0,0,0,1,0,4,0,41,108,0,1,0,966,28,0,0,0,0,0,0,0,0,1,2,1,0,0,10,3
K24,loc:63,locality,loc:63,63,כנרת (מושבה),1,1,535,369,369,0,מחל,99,89,10,0.268293,48,22,3,0,0,0,5,0,0,0,0,0,0,0,0,41,6,99,21,0,0,0,1,89,0,0,0,0,0,0,0,0,0,3,0,0,0,3,28
K24,loc:6300,locality,loc:6300,6300,גבעתיים,88,88,48689,33737,33649,88,פה,8999,5102,3897,0.267437,5102,1522,127,118,1,0,603,9,375,1,0,0,3,0,4,4426,1117,5091,3784,1,1,0,4,8999,7,3,1,0,2,2,0,2,2,116,10,3,0,400,1813
K24,loc:633,locality,loc:633,633,כפר ברא,4,4,2453,1361,1351,10,עם,1042,170,872,0.771281,2,23,0,170,0,0,0,0,4,0,0,0,0,0,0,1,0,24,77,0,0,0,1042,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
K24,loc:634,locality,loc:634,634,כפר קאסם,31,31,15663,8811,8666,145,עם,5434,1689,3745,0.627048,32,5,0,1321,0,1,10,0,6,4,2,1,1,0,2,24,3,82,1689,0,1,1,5434,24,2,0,1,1,1,1,3,0,1,0,1,3,0,4,5
K24,loc:635,locality,loc:635,635,מוקייבלה,5,5,2632,947,930,17,ודעם,457,419,38,0.491398,3,0,0,457,0,0,0,0,1,0,0,0,0,0,1,3,0,23,17,0,0,0,419,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
K24,loc:636,locality,loc:636,636,צנדלה,2,2,1266,337,333,4,ודעם,177,138,39,0.531532,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,138,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K24,loc:637,locality,loc:637,637,ערערה,26,26,13695,5352,5286,66,ודעם,3225,1627,1598,0.610102,27,0,0,3225,1,0,0,0,14,4,0,0,0,0,1,4,0,51,236,0,1,3,1627,22,0,1,2,1,3,1,1,1,1,0,0,2,0,4,53
K24,loc:638,locality,loc:638,638,קלנסווה,30,30,14818,5191,5123,68,ודעם,3498,1218,2280,0.682803,24,1,0,3498,0,1,1,0,2,5,1,1,0,0,0,4,1,79,177,1,0,0,1218,56,0,0,0,1,1,0,2,1,2,1,1,1,0,3,40
K24,loc:64,locality,loc:64,64,"יד רמב""ם",2,2,856,622,619,3,מחל,377,61,316,0.609047,17,38,2,0,0,1,32,0,4,0,0,0,0,0,0,17,3,377,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,61,21
K24,loc:6400,locality,loc:6400,6400,הרצלייה,146,146,84414,55141,54971,170,פה,14701,11580,3121,0.267432,5127,2680,449,92,5,3,959,8,511,1,1,1,2,2,11,6908,2413,11580,4557,2,3,0,9,14701,12,7,2,1,1,4,1,5,7,215,17,1,0,1677,2996
K24,loc:648,locality,loc:648,648,מצר,1,1,435,304,304,0,מרצ,155,80,75,0.509868,80,0,0,0,0,0,1,0,2,0,0,0,0,0,0,28,2,1,155,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
K24,loc:649,locality,loc:649,649,מייסר,3,3,1362,450,448,2,ודעם,269,138,131,0.600446,4,2,0,269,0,0,0,0,0,2,0,0,0,0,0,0,0,6,24,0,0,0,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K24,loc:65,locality,loc:65,65,מגדל,3,3,1435,899,892,7,מחל,424,133,291,0.475336,19,49,15,4,0,0,83,0,8,0,0,0,0,0,0,37,18,424,12,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,133,41
K24,loc:6500,locality,loc:6500,6500,חדרה,131,131,77744,45929,45665,264,מחל,16957,6624,10333,0.371335,2138,2632,432,66,4,3,1561,16,494,0,0,4,1,9,15,3219,3840,16957,1048,6,23,2,24,6624,7,2,3,5,6,7,5,2,5,244,12,9,0,3474,2766
K24,loc:652,locality,loc:652,652,אבטין,4,4,1876,658,653,5,עם,383,165,218,0.586524,3,0,1,165,0,0,0,0,1,0,0,1,1,0,0,0,1,59,6,0,0,0,383,8,0,0,0,0,0,0,0,1,1,1,0,0,0,2,19
K24,loc:654,locality,loc:654,654,כפר קרע,23,23,13230,6026,5973,53,ודעם,3229,2143,1086,0.540599,15,2,1,3229,0,0,0,0,5,3,1,0,0,0,0,3,3,80,283,0,0,1,2143,43,0,0,0,0,9,0,0,1,2,4,0,2,0,131,12
K24,loc:658,locality,loc:658,658,שייח' דנון,4,4,2049,991,982,9,ודעם,495,397,98,0.504073,2,0,0,495,1,0,0,0,0,0,0,0,0,0,0,1,4,13,27,0,0,0,397,5,0,0,1,0,0,0,1,1,2,1,0,0,0,0,31
K24,loc:66,locality,loc:66,66,מרחביה (קיבוץ),2,2,940,665,663,2,מחל,140,129,11,0.211161,74,34,0,0,0,0,8,0,5,0,0,0,0,0,1,68,51,140,108,0,0,0,0,129,0,1,0,0,0,0,0,0,0,2,0,0,0,4,38
K24,loc:6600,locality,loc:6600,6600,חולון,274,274,159282,97226,96703,523,מחל,33538,16497,17041,0.346814,4585,5817,679,66,11,13,2798,25,1061,1,3,2,1,9,39,7333,6017,33538,2365,6,3,2,12,16497,27,19,3,1,7,13,7,8,15,409,35,13,0,8751,6512
K24,loc:661,locality,loc:661,661,שער אפרים,2,2,1275,923,922,1,מחל,305,170,135,0.330803,82,73,2,0,1,0,28,0,18,0,0,0,0,0,0,80,24,305,44,0,1,0,0,170,0,0,0,0,0,0,0,1,0,5,0,0,0,43,45
K24,loc:662,locality,loc:662,662,חוסן,2,2,764,515,513,2,מחל,261,47,214,0.508772,15,33,4,0,0,0,23,1,2,0,0,0,0,0,0,21,13,261,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,34,45
K24,loc:663,locality,loc:663,663,טירת יהודה,2,2,816,638,635,3,מחל,206,183,23,0.324409,12,183,4,0,0,2,120,0,3,0,0,0,0,1,0,15,1,206,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,38,28
K24,loc:664,locality,loc:664,664,כרם בן זמרה,1,1,404,294,294,0,מחל,149,33,116,0.506803,8,28,2,0,0,0,28,0,4,0,0,0,0,0,0,33,0,149,2,0,0,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,16,7
K24,loc:665,locality,loc:665,665,תקומה,1,1,505,406,406,0,ב,117,114,3,0.288177,13,117,1,0,0,0,72,0,2,0,0,0,0,0,0,21,1,114,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,1,0,0,7,22
K24,loc:666,locality,loc:666,666,עומר,12,12,6520,4495,4490,5,מחל,1085,969,116,0.241648,423,403,12,20,1,1,97,3,34,0,0,2,0,0,1,634,119,1085,376,0,0,0,6,969,0,0,0,0,1,0,0,0,0,14,0,1,0,19,269
K24,loc:667,locality,loc:667,667,ברעם,1,1,517,367,366,1,מרצ,148,70,78,0.404372,70,0,0,2,0,0,1,0,1,0,0,0,0,0,0,33,18,11,148,0,0,0,0,70,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8
K24,loc:668,locality,loc:668,668,מפלסים,2,2,699,475,473,2,פה,125,100,25,0.264271,95,19,0,1,0,0,2,0,7,0,0,0,0,0,0,100,15,34,58,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
K24,loc:67,locality,loc:67,67,אור הנר,1,1,625,483,481,2,אמת,130,100,30,0.27027,130,28,0,1,0,0,2,0,4,0,0,0,0,0,0,97,19,26,52,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
K24,loc:670,locality,loc:670,670,משמר איילון,1,1,402,301,300,1,מחל,70,66,4,0.233333,23,14,1,1,0,0,5,0,6,0,0,0,0,0,0,52,10,70,20,0,0,0,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,2,26
K24,loc:6700,locality,loc:6700,6700,טבריה,66,66,35479,19755,19654,101,מחל,8521,3641,4880,0.43355,223,759,1538,15,1,2,998,5,97,1,1,4,1,3,5,638,1162,8521,112,2,1,1,11,1109,4,1,1,0,1,0,0,0,3,90,3,2,0,3641,698
K24,loc:672,locality,loc:672,672,בית נקופה,1,1,474,357,357,0,מחל,100,53,47,0.280112,39,26,0,0,0,0,10,0,3,0,0,0,0,0,0,36,10,100,42,0,0,0,1,53,0,0,0,0,0,0,0,0,0,4,0,0,0,16,17
K24,loc:673,locality,loc:673,673,כפר טרומן,1,1,576,451,450,1,פה,109,97,12,0.242222,31,30,0,0,0,4,8,0,16,0,0,0,0,0,0,81,9,97,29,0,0,0,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,3,30
K24,loc:674,locality,loc:674,674,לימן,1,1,530,367,365,2,מחל,98,93,5,0.268493,30,39,1,0,0,0,4,0,3,0,0,0,0,0,0,49,8,98,4,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,0,0,0,7,28
K24,loc:675,locality,loc:675,675,הבונים,1,1,305,211,211,0,אמת,60,60,0,0.28436,60,4,0,0,0,0,2,0,3,0,0,0,0,0,0,31,4,8,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,2,15
K24,loc:676,locality,loc:676,676,עין השלושה,1,1,313,190,190,0,פה,59,50,9,0.310526,50,10,0,3,0,0,4,0,0,0,1,0,0,0,0,18,16,12,7,0,1,0,0,59,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
K24,loc:677,locality,loc:677,677,הסוללים,2,2,744,544,541,3,פה,167,103,64,0.308688,103,16,0,3,0,0,3,0,4,0,0,0,0,0,0,80,17,51,65,0,0,0,0,167,0,0,0,0,0,0,0,0,0,3,0,0,0,8,21
K24,loc:678,locality,loc:678,678,מעגן,1,1,321,211,208,3,פה,54,43,11,0.259615,35,8,0,0,0,0,2,0,0,0,0,0,0,0,0,43,7,28,19,0,0,0,1,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9
K24,loc:679,locality,loc:679,679,אביאל,1,1,521,408,404,4,אמת,80,76,4,0.19802,80,25,3,3,1,0,4,0,3,0,0,0,0,0,0,41,11,72,45,0,0,0,0,76,0,0,0,0,0,0,0,0,0,6,0,0,0,3,31
K24,loc:680,locality,loc:680,680,אומץ,1,1,509,393,393,0,פה,106,82,24,0.26972,82,8,1,1,0,0,1,1,7,0,0,0,0,0,1,77,14,47,33,0,0,0,0,106,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9
K24,loc:6800,locality,loc:6800,6800,קריית אתא,87,87,47608,29412,29223,189,מחל,12345,3447,8898,0.422441,792,1950,556,13,2,2,1330,6,248,1,0,1,0,2,13,1714,2070,12345,278,3,2,5,5,3447,3,5,1,2,1,5,2,3,6,131,9,2,0,2471,1797
K24,loc:681,locality,loc:681,681,גבעת שמואל,33,33,18823,14036,13994,42,ב,3368,2922,446,0.240675,656,3368,149,22,0,3,2092,0,80,0,0,0,0,5,2,889,214,2922,393,2,0,0,7,1645,4,1,0,0,0,0,1,1,0,32,2,0,0,694,810
K24,loc:682,locality,loc:682,682,אליקים,1,1,582,385,383,2,מחל,179,70,109,0.467363,4,38,16,0,0,0,29,0,0,0,0,0,0,0,0,6,6,179,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,70,13
K24,loc:683,locality,loc:683,683,גבע כרמל,2,2,731,533,531,2,מחל,128,122,6,0.241055,46,40,1,0,0,0,5,0,6,0,0,0,0,0,0,93,7,128,28,0,0,0,0,122,0,0,0,0,0,0,0,0,0,2,0,0,0,2,51
K24,loc:684,locality,loc:684,684,היוגב,1,1,575,452,451,1,פה,150,97,53,0.332594,97,13,0,0,0,0,2,0,7,0,0,0,0,0,0,97,19,22,21,0,0,0,0,150,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15
K24,loc:685,locality,loc:685,685,בניה,1,1,619,495,494,1,פה,149,83,66,0.301619,61,23,0,0,0,0,11,0,7,0,0,0,0,0,0,83,15,69,34,0,0,0,0,149,0,1,0,0,0,0,0,0,0,2,0,0,0,3,36
K24,loc:686,locality,loc:686,686,נווה ימין,2,2,955,682,681,1,מחל,281,84,197,0.412628,42,28,3,0,0,39,29,0,5,0,0,0,0,2,0,64,11,281,12,0,0,0,1,84,0,1,0,0,0,0,0,0,0,2,0,0,0,36,41
K24,loc:687,locality,loc:687,687,עין איילה,2,2,767,555,552,3,פה,157,87,70,0.28442,84,21,0,0,0,0,5,0,13,0,0,0,0,0,0,87,12,55,84,0,0,0,0,157,0,0,0,0,0,0,0,0,0,3,0,0,0,2,29
K24,loc:688,locality,loc:688,688,עלמה,1,1,597,428,426,2,מחל,293,59,234,0.687793,4,9,2,0,0,1,47,0,0,0,0,0,0,0,0,3,0,293,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1
K24,loc:689,locality,loc:689,689,מגדים,2,2,811,610,608,2,מחל,165,131,34,0.271382,51,38,2,0,0,1,10,1,6,0,0,0,0,0,1,83,17,165,24,0,0,0,0,131,0,0,0,0,0,0,0,0,0,7,0,0,0,27,44
K24,loc:69,locality,loc:69,69,ניר עוז,1,1,332,242,240,2,מרצ,88,56,32,0.366667,56,7,0,0,0,0,0,0,2,0,0,0,0,0,0,16,7,14,88,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
K24,loc:690,locality,loc:690,690,כפר אחים,1,1,541,426,424,2,כן,132,113,19,0.311321,16,35,0,0,0,0,15,0,0,0,0,0,0,0,0,132,9,113,11,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20
K24,loc:6900,locality,loc:6900,6900,כפר סבא,144,144,81178,56750,56591,159,פה,14866,11874,2992,0.262692,5932,3261,241,85,8,7,1538,14,518,1,1,11,3,3,16,6217,2553,11874,4181,7,3,1,17,14866,6,1,2,0,2,3,3,9,6,225,19,8,0,1559,3390
K24,loc:692,locality,loc:692,692,שפיר,1,1,555,449,448,1,מחל,154,69,85,0.34375,15,58,2,0,0,0,69,0,2,0,0,0,0,0,0,31,8,154,5,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18
K24,loc:693,locality,loc:693,693,"נתיב הל""ה",1,1,480,353,350,3,אמת,143,64,79,0.408571,143,9,0,0,0,0,1,0,3,0,0,0,0,0,0,46,8,9,58,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
K24,loc:694,locality,loc:694,694,מעגן מיכאל,3,3,1730,1134,1132,2,אמת,338,252,86,0.298587,338,23,0,1,0,0,6,0,14,0,0,0,1,0,0,137,37,37,252,0,0,0,1,233,0,0,0,0,0,0,0,0,0,14,1,0,0,1,36
K24,loc:695,locality,loc:695,695,מגן,1,1,457,320,320,0,מרצ,146,68,78,0.45625,39,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27,10,8,146,0,0,0,2,68,0,0,0,0,0,0,0,1,0,3,0,0,0,1,13
K24,loc:696,locality,loc:696,696,"כפר חב""ד",8,8,4286,2814,2810,4,ט,1633,448,1185,0.581139,8,64,448,0,0,0,1633,0,2,0,0,0,0,0,0,4,6,299,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,16,0,0,0,311,12
K24,loc:697,locality,loc:697,697,בארותיים,2,2,719,566,564,2,פה,154,92,62,0.27305,92,29,2,0,0,1,5,0,9,0,0,0,0,0,0,83,21,66,54,0,0,0,0,154,0,0,0,0,0,0,0,0,0,8,1,0,0,1,38
K24,loc:698,locality,loc:698,698,בורגתה,2,2,821,623,621,2,פה,142,141,1,0.228663,66,27,0,0,0,0,8,0,8,0,0,0,0,0,0,141,13,116,47,0,0,0,0,142,0,0,0,0,0,0,0,1,0,3,0,0,0,11,38
K24,loc:699,locality,loc:699,699,ניר ישראל,1,1,604,452,450,2,פה,95,87,8,0.211111,46,41,0,0,0,0,7,0,2,0,0,0,0,0,0,84,8,87,41,0,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,7,31
K24,loc:7,locality,loc:7,7,שחר,1,1,540,353,353,0,מחל,126,39,87,0.356941,25,30,2,0,0,0,12,0,3,0,0,0,0,0,0,32,6,126,6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,0,0,35,35
K24,loc:70,locality,loc:70,70,אשדוד,322,322,180164,111019,110362,657,מחל,33865,15190,18675,0.306854,1720,5378,13351,33,14,8,3286,24,770,8,2,12,7,12,40,4090,14572,33865,780,8,13,8,19,11509,21,10,4,1,7,16,8,11,9,383,23,6,0,15190,5144
K24,loc:700,locality,loc:700,700,חצב,2,2,879,660,659,1,מחל,275,86,189,0.417299,33,63,1,1,0,1,33,0,10,0,0,0,0,0,0,86,8,275,6,0,0,0,0,67,0,0,0,0,0,0,1,1,1,0,0,1,0,27,44
K24,loc:7000,locality,loc:7000,7000,לוד,105,105,57343,30487,30185,302,מחל,10360,2712,7648,0.343217,514,1860,1173,2712,4,2,2258,6,198,2,4,4,5,6,17,775,2563,10360,329,7,4,3,1383,1980,11,6,1,0,3,8,10,11,11,150,11,4,0,2526,1264
K24,loc:701,locality,loc:701,701,ארבל,1,1,477,333,333,0,מחל,101,60,41,0.303303,32,28,3,0,0,0,11,0,2,0,0,0,0,0,0,60,11,101,12,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,7,19
K24,loc:702,locality,loc:702,702,האון,1,1,148,85,85,0,אמת,29,17,12,0.341176,29,4,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,12,4,0,0,0,0,17,0,0,0,0,0,0,1,0,0,3,0,0,0,2,6
K24,loc:703,locality,loc:703,703,גבעת עוז,1,1,398,247,247,0,מרצ,61,60,1,0.246964,46,11,1,0,0,0,0,0,1,0,0,0,0,0,0,38,11,14,61,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K24,loc:705,locality,loc:705,705,נחשונים,1,1,356,243,243,0,מרצ,81,56,25,0.333333,50,1,0,0,0,0,0,0,2,0,0,0,0,0,0,29,8,10,81,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K24,loc:706,locality,loc:706,706,גיאה,1,1,567,435,435,0,פה,115,92,23,0.264368,58,25,3,0,0,1,10,1,8,0,0,0,0,0,1,57,8,92,24,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28
K24,loc:707,locality,loc:707,707,כפר דניאל,1,1,495,375,372,3,פה,123,71,52,0.330645,71,9,1,0,0,0,2,0,6,0,0,0,0,0,0,49,8,38,43,0,0,0,0,123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18
K24,loc:708,locality,loc:708,708,עמקה,1,1,591,422,419,3,מחל,229,50,179,0.546539,7,50,16,0,0,0,28,0,5,0,0,0,0,0,0,10,1,229,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,32,21
K24,loc:709,locality,loc:709,709,תפרח,2,2,1049,887,881,6,ג,652,133,519,0.740068,0,7,652,0,0,0,33,0,0,0,0,0,0,0,0,1,0,51,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0
K24,loc:71,locality,loc:71,71,אשבול,1,1,416,306,306,0,מחל,130,30,100,0.424837,13,30,2,0,0,0,15,0,0,0,0,0,0,0,0,29,6,130,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,30,19
K24,loc:710,locality,loc:710,710,בית זית,2,2,1173,857,855,2,פה,169,166,3,0.197661,166,70,10,1,1,1,13,0,7,0,0,0,0,0,0,108,24,140,95,0,1,0,0,169,0,0,0,0,0,0,0,0,0,2,0,0,0,10,37
K24,loc:7100,locality,loc:7100,7100,אשקלון,200,200,116313,68124,67730,394,מחל,27103,9839,17264,0.400162,1454,4134,528,38,3,8,3421,20,524,5,1,6,7,10,37,2762,9839,27103,592,7,9,2,24,6304,20,11,6,3,5,9,3,8,23,308,19,14,0,6712,3751
K24,loc:711,locality,loc:711,711,עזריה,2,2,796,634,632,2,מחל,370,57,313,0.585443,6,41,2,0,0,5,25,0,3,0,0,0,0,0,0,28,8,370,2,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,52,57
K24,loc:712,locality,loc:712,712,בן עמי,1,1,556,416,415,1,פה,92,83,9,0.221687,51,17,8,3,0,0,5,0,5,0,0,0,0,0,0,60,11,83,30,0,0,0,0,92,1,0,0,0,0,0,0,0,0,8,1,0,0,5,35
K24,loc:713,locality,loc:713,713,רעים,1,1,376,277,276,1,אמת,92,56,36,0.333333,92,7,0,0,0,0,0,0,8,0,0,0,0,0,0,29,10,9,53,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10
K24,loc:714,locality,loc:714,714,ארז,1,1,451,324,323,1,אמת,92,68,24,0.28483,92,14,0,0,0,0,2,0,6,0,0,0,0,0,0,68,11,15,45,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
K24,loc:715,locality,loc:715,715,להבות חביבה,1,1,626,475,475,0,פה,143,109,34,0.301053,109,13,0,0,0,0,2,0,8,0,0,0,0,0,0,71,3,17,91,0,0,0,0,143,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16
K24,loc:716,locality,loc:716,716,אייל,1,1,394,323,322,1,אמת,99,98,1,0.307453,99,4,0,1,0,0,0,0,1,0,0,0,0,0,0,51,7,5,46,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
K24,loc:717,locality,loc:717,717,חגור,2,2,726,579,578,1,פה,171,110,61,0.295848,68,48,1,0,0,1,15,0,6,0,0,0,0,0,0,63,11,110,29,1,0,0,0,171,0,0,0,0,0,0,0,0,1,5,1,0,0,9,38
K24,loc:718,locality,loc:718,718,ירחיב,2,2,832,577,574,3,מחל,273,59,214,0.47561,39,56,2,0,0,2,21,0,9,0,0,0,0,0,0,24,4,273,10,0,0,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,24,47
K24,loc:719,locality,loc:719,719,תל קציר,1,1,326,228,226,2,פה,64,56,8,0.283186,56,11,0,0,0,0,3,0,0,0,0,0,0,0,0,30,7,20,12,0,0,0,0,64,1,0,0,0,0,0,0,0,0,1,0,0,0,1,20
K24,loc:72,locality,loc:72,72,גן שמואל,2,2,872,679,678,1,מרצ,301,136,165,0.443953,136,0,0,1,0,0,0,0,3,0,0,0,0,0,0,101,4,7,301,0,0,0,0,111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
