source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת,address_match_status,address_query,unresolved_reason
K25:8899,K25,8899,531,עראבה,16,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,596,337,337,0,1,0,0,1,88,171,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,1,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8900,K25,8900,531,עראבה,17,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,638,311,308,3,0,0,0,0,71,107,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8901,K25,8901,531,עראבה,19.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,678,402,401,1,7,0,0,0,104,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8902,K25,8902,531,עראבה,19.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,678,398,398,0,2,0,0,1,72,235,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8903,K25,8903,531,עראבה,19.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,678,394,394,0,0,0,0,0,85,190,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,113,0,0,0,0,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8904,K25,8904,531,עראבה,19.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,677,395,395,0,1,0,0,0,80,211,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8905,K25,8905,531,עראבה,20,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,614,413,412,1,1,0,0,0,86,177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,143,1,0,0,0,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8906,K25,8906,531,עראבה,24.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,588,329,328,1,1,0,0,0,95,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,118,0,0,1,0,1,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8907,K25,8907,531,עראבה,24.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,588,326,323,3,0,0,0,0,89,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,96,0,0,0,1,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8908,K25,8908,531,עראבה,24.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,588,360,358,2,1,0,0,0,87,129,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8909,K25,8909,531,עראבה,24.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,588,349,347,2,0,0,0,0,99,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8910,K25,8910,531,עראבה,24.5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,587,306,306,0,0,0,0,0,104,112,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,84,0,0,0,3,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8911,K25,8911,531,עראבה,25.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,596,310,308,2,0,0,0,1,72,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8912,K25,8912,531,עראבה,25.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,596,371,370,1,0,0,0,0,109,150,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,106,1,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8913,K25,8913,531,עראבה,25.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,596,350,347,3,0,0,0,0,92,206,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,42,0,0,0,1,0,0,0,1,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8914,K25,8914,531,עראבה,25.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,596,335,330,5,0,0,0,0,125,149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,0,0,0,1,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8915,K25,8915,531,עראבה,25.5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,596,297,294,3,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1,0,0,0,1,0,0,0,0,0,1,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8916,K25,8916,531,עראבה,25.6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,531,עראבה,,direct_address_geocode_needed,automatic_code_match,595,292,288,4,1,0,0,0,79,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107,0,0,0,2,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8959,K25,8959,637,ערערה,4.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,576,318,318,0,3,0,0,0,123,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8960,K25,8960,637,ערערה,4.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,576,317,314,3,0,0,0,0,126,84,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,89,6,0,0,0,0,0,0,0,1,0,2,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8961,K25,8961,637,ערערה,4.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,576,335,332,3,6,0,0,0,128,81,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,110,4,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8962,K25,8962,637,ערערה,4.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,576,294,290,4,0,0,0,0,134,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,49,2,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8963,K25,8963,637,ערערה,4.5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,574,274,274,0,0,0,0,0,121,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80,1,0,0,1,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8964,K25,8964,637,ערערה,6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,654,326,323,3,1,0,0,0,124,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,103,0,0,0,2,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8965,K25,8965,637,ערערה,8.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,696,374,371,3,1,0,0,0,211,87,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,56,2,0,0,1,0,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8966,K25,8966,637,ערערה,8.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,696,372,366,6,1,0,0,0,254,54,0,0,0,0,2,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8967,K25,8967,637,ערערה,8.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,696,311,308,3,1,0,0,0,109,122,0,0,0,0,1,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,64,2,0,0,1,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8968,K25,8968,637,ערערה,9,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,655,380,378,2,0,0,0,0,147,128,0,0,0,0,0,0,0,0,1,0,4,0,0,2,1,0,0,0,0,0,0,91,2,0,1,0,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8969,K25,8969,637,ערערה,11.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,371,207,204,3,1,0,0,0,86,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,70,1,0,0,1,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8970,K25,8970,637,ערערה,11.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,370,181,179,2,1,0,0,0,71,51,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,1,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8971,K25,8971,637,ערערה,13.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,699,406,403,3,0,0,0,0,179,105,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,1,1,0,1,0,0,102,0,0,0,2,0,0,0,0,2,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8972,K25,8972,637,ערערה,13.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,699,377,374,3,1,0,0,0,146,114,0,0,0,0,1,0,0,0,0,0,10,0,0,2,1,0,0,0,0,0,1,94,0,0,0,0,0,0,0,1,0,0,2,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8973,K25,8973,637,ערערה,13.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,698,337,333,4,1,0,0,0,134,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,99,0,0,0,1,1,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8974,K25,8974,637,ערערה,14,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,769,331,328,3,0,0,0,0,103,73,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,145,0,0,0,1,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8975,K25,8975,637,ערערה,20.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,620,329,326,3,3,0,0,0,161,67,0,0,0,0,1,0,0,0,0,1,5,0,0,1,2,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,5,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8976,K25,8976,637,ערערה,20.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,620,338,336,2,1,0,0,0,127,106,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,95,1,0,0,0,0,0,1,0,0,0,2,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8977,K25,8977,637,ערערה,20.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,620,333,330,3,0,0,0,0,205,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8978,K25,8978,637,ערערה,20.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,620,358,353,5,0,0,0,0,244,53,0,0,0,0,1,0,0,0,0,0,2,1,0,0,11,0,0,0,0,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8979,K25,8979,637,ערערה,20.5,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,620,320,318,2,0,0,0,0,143,85,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,77,1,0,0,2,0,0,1,0,1,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8980,K25,8980,637,ערערה,20.6,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,620,316,312,4,0,0,0,0,133,75,0,0,0,0,0,0,1,0,0,0,8,0,0,4,2,0,0,1,0,0,0,87,0,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8981,K25,8981,637,ערערה,20.7,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,637,ערערה,,direct_address_geocode_needed,automatic_code_match,618,324,323,1,0,0,0,0,122,109,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8992,K25,8992,1192,ערערהבנגב,11.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1192,ערערה-בנגב,,direct_address_geocode_needed,automatic_code_match,639,309,308,1,1,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8993,K25,8993,1192,ערערהבנגב,11.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1192,ערערה-בנגב,,direct_address_geocode_needed,automatic_code_match,638,332,329,3,0,0,0,0,10,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,306,1,0,0,0,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8997,K25,8997,1192,ערערהבנגב,14.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1192,ערערה-בנגב,,direct_address_geocode_needed,automatic_code_match,545,250,247,3,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,231,0,0,0,0,1,1,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8998,K25,8998,1192,ערערהבנגב,14.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1192,ערערה-בנגב,,direct_address_geocode_needed,automatic_code_match,545,258,257,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,239,0,0,0,0,0,0,2,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:8999,K25,8999,1192,ערערהבנגב,14.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1192,ערערה-בנגב,,direct_address_geocode_needed,automatic_code_match,545,264,262,2,1,0,0,0,6,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,240,0,0,0,0,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9000,K25,9000,1192,ערערהבנגב,14.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,1192,ערערה-בנגב,,direct_address_geocode_needed,automatic_code_match,545,247,246,1,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9026,K25,9026,537,פוריידיס,6.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,583,229,227,2,0,0,0,0,51,73,0,0,0,2,0,0,0,0,1,0,3,0,0,1,7,0,0,0,0,0,0,84,2,0,0,3,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9027,K25,9027,537,פוריידיס,6.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,583,183,181,2,2,0,0,0,70,42,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9028,K25,9028,537,פוריידיס,6.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,583,211,208,3,0,0,1,0,54,70,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9029,K25,9029,537,פוריידיס,6.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,582,259,256,3,3,0,0,0,89,83,0,0,0,0,1,0,0,0,0,0,3,0,0,1,11,0,0,0,0,0,0,55,5,0,2,1,0,0,0,0,1,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9030,K25,9030,537,פוריידיס,7.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,585,221,220,1,1,0,0,0,76,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9031,K25,9031,537,פוריידיס,7.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,585,195,191,4,1,0,0,0,69,39,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9032,K25,9032,537,פוריידיס,7.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,585,248,245,3,6,0,1,0,72,61,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,90,6,0,0,1,0,0,1,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9033,K25,9033,537,פוריידיס,7.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,585,232,230,2,0,0,0,0,59,47,0,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,0,103,9,0,0,0,0,0,0,0,0,0,0,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9034,K25,9034,537,פוריידיס,9.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,392,129,125,4,0,0,0,0,31,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9035,K25,9035,537,פוריידיס,9.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,392,149,149,0,0,0,0,0,48,36,0,0,0,0,1,0,0,0,0,0,2,0,2,4,0,0,0,0,1,0,0,52,1,0,0,0,0,0,0,0,0,0,2,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9036,K25,9036,537,פוריידיס,10.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,555,244,243,1,1,1,0,0,54,92,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9037,K25,9037,537,פוריידיס,10.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,555,201,199,2,2,0,0,0,45,57,0,0,0,0,2,0,0,0,0,0,2,0,0,0,13,0,0,0,1,0,0,74,2,0,0,1,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9038,K25,9038,537,פוריידיס,10.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,555,269,269,0,2,0,0,1,83,101,0,1,0,0,0,0,0,0,0,0,2,1,1,2,14,0,0,0,0,0,0,57,1,0,2,0,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9039,K25,9039,537,פוריידיס,10.4,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,553,228,225,3,1,0,0,0,71,64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,70,6,1,0,0,0,0,0,0,1,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9040,K25,9040,537,פוריידיס,12.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,512,206,204,2,4,0,0,0,81,57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,54,1,0,0,0,0,0,0,1,0,0,1,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9041,K25,9041,537,פוריידיס,12.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,512,177,174,3,1,0,0,0,38,48,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,76,0,0,1,0,0,0,0,0,0,0,1,1,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9042,K25,9042,537,פוריידיס,12.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,537,פוריידיס,,direct_address_geocode_needed,automatic_code_match,511,185,185,0,2,0,0,0,56,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,76,1,0,0,1,1,0,0,0,2,0,0,2,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9600,K25,9600,638,קלנסווה,7.1,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,638,קלנסווה,,direct_address_geocode_needed,automatic_code_match,518,282,281,1,1,0,0,0,78,121,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,73,2,0,0,0,0,1,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9601,K25,9601,638,קלנסווה,7.2,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,638,קלנסווה,,direct_address_geocode_needed,automatic_code_match,518,265,264,1,0,0,0,0,95,121,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,1,1,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K25:9602,K25,9602,638,קלנסווה,7.3,no_direct_historical_assignment,statistical_area_pending_geocode,,,,,,,638,קלנסווה,,direct_address_geocode_needed,automatic_code_match,518,305,302,3,0,0,0,0,108,134,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,,,no official ballot crosswalk row and locality is not uniquely one historical statistical area
